full_url,firepower,kills_per_round,rounds_with_a_kill,kills_per_round_win,rating_1.0,damage_per_round,rounds_with_a_multi_kill,damage_per_round_win,pistol_round_rating,entrying,saved_by_teammate_per_round,traded_deaths_per_round,traded_deaths_percentage,opening_deaths_traded_percentage,assists_per_round,support_rounds,trading,saved_teammate_per_round,trade_kills_per_round,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,opening,opening_kills_per_round,opening_deaths_per_round,opening_attempts,opening_success,win_after_opening_kill,attacks_per_round,clutching,clutch_points_per_round,last_alive_percentage,1on1_win_percentage,time_alive_per_round,saves_per_round_loss,sniping,sniper_kills_per_round,sniper_kills_percentage,rounds_with_sniper_kills_percentage,sniper_multi_kill_rounds,sniper_opening_kills_per_round,utility,utility_damage_per_round,utility_kills_per_100_rounds,flashes_thrown_per_round,flash_assists_per_round,time_opponent_flashed_per_round,player_name,map,age,team
https://www.hltv.org/stats/players/630/mutiris?maps=all,0.59,0.33,0.46,0.44,0.19,0.76,0.16,0.37,0.24,0.21,0.1,0.11,0.16,0.21,0.16,0.18,0.2,0.09,0.11,0.17,0.21,0.96,0.52,0.1,0.1,0.2,0.5,0.74,0.03,0.39,0.02,0.08,0.61,0.92,0.06,0.0,0.0,0.0,0.0,0.0006,0.0006,0.83,0,0.98,0.8,0.04,2.57,MUTiRiS,all,32.0,other
https://www.hltv.org/stats/players/2241/roman?maps=all,0.51,0.3,0.46,0.4,0.16,0.73,0.16,0.32,0.24,0.28,0.1,0.12,0.17,0.23,0.13,0.18,0.31,0.1,0.12,0.18,0.22,0.95,0.44,0.09,0.09,0.18,0.52,0.74,0.03,0.39,0.02,0.09,0.57,0.93,0.06,0.01,0.01,0.02,0.01,0.002,0.001,0.54,0,0.65,0.59,0.03,2.18,roman,all,32.0,other
https://www.hltv.org/stats/players/20462/story?maps=all,0.51,0.37,0.47,0.42,0.42,0.7,0.16,0.5,0.28,0.23,0.09,0.11,0.18,0.24,0.12,0.19,0.44,0.1,0.14,0.21,0.22,1.04,0.6,0.11,0.08,0.19,0.59,0.76,0.02,0.67,0.03,0.13,0.56,1.17,0.09,0.91,0.32,0.46,0.25,0.08,0.07,0.71,0,0.81,0.84,0.1,2.7,story,all,23.0,other
https://www.hltv.org/stats/players/21014/ag1l?maps=all,0.43,0.26,0.45,0.35,0.26,0.71,0.15,0.51,0.28,0.45,0.1,0.13,0.2,0.27,0.15,0.2,0.7,0.12,0.16,0.24,0.23,1.1,0.19,0.07,0.08,0.15,0.48,0.7,0.03,0.56,0.02,0.11,0.6,1.13,0.08,0.01,0.01,0.01,0.01,0.002,0.001,0.68,0,0.82,0.65,0.05,2.35,Ag1l,all,22.0,other
https://www.hltv.org/stats/players/21136/shr?maps=all,0.84,0.59,0.49,0.79,0.44,0.81,0.19,0.87,0.59,0.46,0.1,0.14,0.2,0.23,0.15,0.14,0.48,0.11,0.14,0.19,0.19,1.09,0.75,0.12,0.12,0.24,0.51,0.7,0.03,0.39,0.02,0.09,0.65,0.98,0.05,0.16,0.09,0.12,0.07,0.02,0.02,0.25,0,0.47,0.36,0.03,2.49,Shr,all,24.0,other
https://www.hltv.org/stats/players/8507/stanislaw?maps=all,0.43,0.22,0.44,0.28,0.12,0.72,0.15,0.34,0.22,0.37,0.1,0.13,0.19,0.23,0.15,0.2,0.17,0.09,0.11,0.17,0.2,1.03,0.44,0.09,0.11,0.2,0.47,0.74,0.03,0.46,0.02,0.09,0.61,0.98,0.06,0.02,0.02,0.03,0.01,0.004,0.003,0.78,0,1.13,0.69,0.05,2.17,stanislaw,all,31.0,other
https://www.hltv.org/stats/players/8711/sonic?maps=all,0.8,0.56,0.49,0.58,0.44,0.79,0.18,0.65,0.45,0.59,0.11,0.14,0.21,0.27,0.15,0.18,0.58,0.12,0.15,0.21,0.2,1.06,0.6,0.11,0.09,0.2,0.55,0.73,0.03,0.56,0.02,0.11,0.62,1.05,0.06,0.24,0.12,0.16,0.08,0.03,0.02,0.68,0,0.96,0.69,0.05,2.36,Sonic,all,26.0,other
https://www.hltv.org/stats/players/16726/phzy?maps=all,0.62,0.44,0.47,0.49,0.47,0.73,0.17,0.59,0.52,0.19,0.09,0.11,0.18,0.22,0.11,0.19,0.33,0.09,0.13,0.19,0.2,1.05,0.54,0.1,0.08,0.18,0.56,0.74,0.02,0.71,0.03,0.14,0.6,1.15,0.1,0.91,0.32,0.46,0.26,0.08,0.07,0.57,0,0.74,0.66,0.07,2.51,phzy,all,22.0,other
https://www.hltv.org/stats/players/21163/susp?maps=all,0.64,0.37,0.46,0.44,0.44,0.77,0.17,0.67,0.53,0.48,0.1,0.14,0.2,0.24,0.19,0.2,0.39,0.11,0.13,0.19,0.22,1.14,0.72,0.12,0.13,0.24,0.49,0.72,0.03,0.48,0.02,0.08,0.58,1.07,0.06,0.0,0.0,0.01,0.0,0.0008,0.001,0.41,0,0.67,0.4,0.02,1.91,susp,all,20.0,other
https://www.hltv.org/stats/players/21665/jba?maps=all,0.71,0.52,0.48,0.51,0.51,0.76,0.17,0.59,0.72,0.63,0.11,0.14,0.22,0.3,0.15,0.21,0.79,0.13,0.17,0.24,0.24,1.06,0.31,0.08,0.07,0.16,0.52,0.73,0.03,0.73,0.03,0.12,0.56,1.15,0.08,0.0,0.0,0.0,0.0,0.0004,0.0004,0.41,0,0.97,0.41,0.03,1.92,JBa,all,20.0,other
https://www.hltv.org/stats/players/9115/dexter?maps=all,0.77,0.52,0.48,0.53,0.35,0.79,0.18,0.68,0.36,0.33,0.09,0.13,0.19,0.21,0.15,0.17,0.25,0.09,0.12,0.17,0.19,1.09,0.73,0.12,0.11,0.23,0.53,0.75,0.03,0.4,0.02,0.07,0.61,1.05,0.04,0.04,0.03,0.04,0.02,0.007,0.007,0.79,0,1.19,0.75,0.06,2.38,dexter,all,30.0,other
https://www.hltv.org/stats/players/10588/liazz?maps=all,0.67,0.41,0.47,0.42,0.37,0.77,0.17,0.59,0.34,0.53,0.1,0.13,0.22,0.3,0.16,0.21,0.51,0.11,0.14,0.21,0.21,1.11,0.34,0.08,0.07,0.16,0.53,0.74,0.03,0.63,0.03,0.11,0.67,1.12,0.07,0.0,0.01,0.01,0.0,0.001,0.0008,0.61,0,1.12,0.58,0.04,2.02,Liazz,all,27.0,other
https://www.hltv.org/stats/players/11139/alistair?maps=all,0.67,0.48,0.48,0.49,0.53,0.74,0.18,0.56,0.47,0.25,0.09,0.11,0.19,0.21,0.12,0.18,0.18,0.08,0.12,0.16,0.2,1.04,0.81,0.13,0.1,0.23,0.56,0.78,0.02,0.59,0.02,0.11,0.61,1.08,0.06,0.91,0.3,0.42,0.22,0.08,0.07,0.56,0,1.02,0.66,0.06,2.21,aliStair,all,27.0,other
https://www.hltv.org/stats/players/11140/ins?maps=all,0.91,0.67,0.5,0.65,0.67,0.86,0.19,0.83,0.64,0.41,0.1,0.13,0.2,0.24,0.18,0.18,0.25,0.09,0.13,0.17,0.2,1.13,0.71,0.12,0.1,0.22,0.53,0.77,0.03,0.55,0.02,0.1,0.62,1.07,0.04,0.04,0.03,0.04,0.02,0.007,0.006,0.81,0,1.93,0.65,0.04,2.2,INS,all,26.0,other
https://www.hltv.org/stats/players/17384/vexite?maps=all,0.84,0.59,0.49,0.63,0.56,0.81,0.19,0.74,0.55,0.54,0.11,0.14,0.21,0.26,0.15,0.18,0.49,0.11,0.14,0.19,0.2,1.08,0.73,0.12,0.11,0.23,0.52,0.75,0.03,0.39,0.02,0.08,0.63,1.03,0.04,0.0,0.01,0.01,0.01,0.001,0.002,0.59,0,1.14,0.54,0.04,2.25,Vexite,all,20.0,other
https://www.hltv.org/stats/players/15370/slaxz?maps=all,0.64,0.48,0.48,0.51,0.53,0.73,0.17,0.59,0.41,0.18,0.09,0.11,0.18,0.2,0.1,0.19,0.31,0.09,0.13,0.18,0.18,1.02,0.76,0.13,0.08,0.21,0.62,0.74,0.02,0.66,0.03,0.12,0.6,1.13,0.1,0.95,0.45,0.63,0.35,0.12,0.1,0.64,0,0.66,0.77,0.08,2.48,slaxz-,all,26.0,other
https://www.hltv.org/stats/players/16599/swisher?maps=all,0.77,0.48,0.48,0.56,0.49,0.8,0.18,0.73,0.5,0.54,0.1,0.14,0.21,0.25,0.17,0.18,0.44,0.11,0.14,0.2,0.2,1.12,0.57,0.1,0.11,0.21,0.5,0.73,0.03,0.48,0.02,0.08,0.65,1.05,0.05,0.01,0.01,0.02,0.01,0.003,0.002,0.81,0,1.22,0.71,0.06,2.42,Swisher,all,26.0,other
https://www.hltv.org/stats/players/17378/reck?maps=all,0.64,0.41,0.47,0.49,0.4,0.76,0.17,0.63,0.5,0.54,0.1,0.14,0.21,0.26,0.15,0.18,0.38,0.1,0.13,0.19,0.21,1.09,0.38,0.09,0.09,0.18,0.49,0.72,0.03,0.53,0.02,0.1,0.65,1.08,0.05,0.01,0.01,0.01,0.01,0.002,0.001,0.53,0,0.68,0.6,0.04,2.06,reck,all,21.0,other
https://www.hltv.org/stats/players/20104/s1n?maps=all,0.6,0.33,0.46,0.37,0.44,0.76,0.16,0.61,0.55,0.4,0.1,0.13,0.2,0.24,0.17,0.21,0.52,0.1,0.15,0.22,0.21,1.14,0.36,0.09,0.09,0.18,0.5,0.73,0.03,0.52,0.02,0.11,0.56,1.1,0.08,0.02,0.02,0.02,0.01,0.004,0.003,0.91,0,1.07,0.94,0.08,2.47,s1n,all,23.0,other
https://www.hltv.org/stats/players/22921/lake?maps=all,0.9,0.67,0.49,0.81,0.63,0.85,0.2,0.94,0.52,0.79,0.12,0.16,0.23,0.26,0.22,0.16,0.4,0.11,0.13,0.17,0.24,1.12,0.84,0.14,0.14,0.28,0.5,0.72,0.03,0.47,0.02,0.07,0.61,1.02,0.05,0.0,0.01,0.01,0.01,0.002,0.0009,0.5,0,0.82,0.47,0.04,2.15,Lake,all,20.0,other
https://www.hltv.org/stats/players/9219/felps?maps=all,0.89,0.63,0.5,0.72,0.4,0.84,0.19,0.82,0.29,0.51,0.1,0.14,0.21,0.23,0.17,0.15,0.18,0.09,0.12,0.16,0.19,1.09,0.85,0.14,0.13,0.27,0.51,0.76,0.03,0.29,0.01,0.07,0.58,1.03,0.06,0.04,0.03,0.04,0.02,0.006,0.006,0.49,0,0.73,0.62,0.03,1.83,felps,all,28.0,other
https://www.hltv.org/stats/players/12822/vini?maps=all,0.48,0.26,0.44,0.35,0.33,0.73,0.16,0.52,0.33,0.57,0.1,0.14,0.22,0.28,0.15,0.21,0.26,0.09,0.12,0.19,0.2,1.12,0.42,0.09,0.1,0.19,0.48,0.74,0.03,0.44,0.02,0.08,0.64,1.12,0.06,0.0,0.01,0.01,0.01,0.002,0.0009,0.6,0,0.85,0.62,0.04,2.13,VINI,all,25.0,other
https://www.hltv.org/stats/players/19869/try?maps=all,0.81,0.67,0.5,0.6,0.67,0.77,0.19,0.65,0.48,0.25,0.09,0.11,0.19,0.22,0.11,0.18,0.48,0.1,0.15,0.2,0.2,1.01,0.71,0.12,0.07,0.2,0.62,0.74,0.02,0.66,0.03,0.12,0.6,1.17,0.11,0.93,0.4,0.52,0.3,0.11,0.1,0.67,0,0.81,0.79,0.09,2.59,try,all,20.0,other
https://www.hltv.org/stats/players/20183/decenty?maps=all,0.79,0.56,0.49,0.56,0.56,0.78,0.18,0.66,0.59,0.16,0.08,0.11,0.17,0.2,0.15,0.2,0.71,0.12,0.17,0.23,0.23,1.06,0.36,0.09,0.07,0.16,0.55,0.74,0.03,0.59,0.02,0.11,0.65,1.12,0.1,0.06,0.04,0.05,0.03,0.01,0.006,0.21,0,0.6,0.32,0.03,2.3,decenty,all,21.0,other
https://www.hltv.org/stats/players/22564/noway?maps=all,0.59,0.37,0.47,0.44,0.47,0.75,0.16,0.61,0.5,0.71,0.11,0.15,0.23,0.26,0.19,0.21,0.46,0.1,0.14,0.2,0.26,1.1,0.57,0.1,0.11,0.21,0.49,0.73,0.03,0.33,0.01,0.07,0.54,1.1,0.08,0.01,0.48,0.05,0.01,0.5,0.02,1.82,0,all,19.0,,,,,,other
https://www.hltv.org/stats/players/17803/fear?maps=all,0.38,0.19,0.44,0.26,0.33,0.71,0.15,0.5,0.12,0.71,0.12,0.15,0.23,0.29,0.19,0.22,0.48,0.1,0.13,0.21,0.27,1.13,0.39,0.09,0.1,0.19,0.48,0.72,0.03,0.52,0.02,0.1,0.63,1.13,0.1,0.0,0.01,0.01,0.01,0.0005,0.0005,0.76,0,1.31,0.61,0.05,2.25,fear,all,24.0,other
https://www.hltv.org/stats/players/23046/jambo?maps=all,0.8,0.59,0.49,0.63,0.67,0.78,0.18,0.71,0.48,0.29,0.09,0.12,0.18,0.24,0.16,0.19,0.42,0.1,0.14,0.19,0.25,1.05,0.86,0.14,0.1,0.24,0.6,0.72,0.02,0.73,0.03,0.12,0.55,1.13,0.09,0.89,0.3,0.4,0.23,0.08,0.08,0.51,0,0.81,0.58,0.06,2.44,jambo,all,20.0,other
https://www.hltv.org/stats/players/23413/s-chilla?maps=all,0.34,0.15,0.44,0.23,0.28,0.7,0.14,0.48,0.29,0.82,0.12,0.16,0.24,0.32,0.2,0.23,0.41,0.1,0.12,0.2,0.28,1.13,0.39,0.09,0.1,0.19,0.48,0.73,0.03,0.42,0.02,0.08,0.62,1.1,0.07,0.0,0.0,0.0,0.0,0.0005,0.0,0.31,0,0.86,0.32,0.02,2.05,s-chilla,all,19.0,other
https://www.hltv.org/stats/players/23414/jackasmo?maps=all,0.72,0.48,0.47,0.53,0.47,0.77,0.18,0.68,0.53,0.39,0.1,0.13,0.19,0.26,0.19,0.21,0.67,0.11,0.16,0.23,0.26,1.09,0.3,0.08,0.09,0.18,0.48,0.68,0.03,0.5,0.02,0.09,0.61,1.08,0.08,0.0,0.01,0.01,0.01,0.001,0.0003,0.69,0,0.84,0.61,0.04,2.23,jackasmo,all,17.0,other
https://www.hltv.org/stats/players/23415/zerrofix?maps=all,0.3,0.15,0.43,0.28,0.23,0.68,0.14,0.47,0.34,0.84,0.13,0.16,0.24,0.31,0.19,0.22,0.65,0.12,0.14,0.22,0.3,1.1,0.42,0.09,0.11,0.2,0.45,0.75,0.02,0.38,0.02,0.08,0.62,1.08,0.1,0.01,0.01,0.02,0.01,0.003,0.001,0.32,0,0.76,0.41,0.02,1.85,zeRRoFIX,all,18.0,other
https://www.hltv.org/stats/players/16147/cptkurtka023?maps=all,0.6,0.37,0.46,0.49,0.35,0.76,0.16,0.69,0.4,0.84,0.12,0.17,0.24,0.3,0.17,0.18,0.46,0.11,0.14,0.2,0.21,1.12,0.71,0.12,0.13,0.24,0.48,0.73,0.03,0.33,0.02,0.07,0.62,0.98,0.05,0.0,0.0,0.0,0.0,0.0002,0.0001,0.35,0,0.74,0.4,0.03,2.27,cptkurtka023,all,25.0,other
https://www.hltv.org/stats/players/19592/headtr1ck?maps=all,0.73,0.56,0.49,0.53,0.58,0.76,0.18,0.61,0.47,0.31,0.1,0.11,0.19,0.25,0.14,0.2,0.72,0.12,0.17,0.23,0.24,1.04,0.39,0.09,0.06,0.15,0.6,0.74,0.02,0.74,0.03,0.14,0.63,1.2,0.13,0.83,0.27,0.36,0.2,0.06,0.05,0.66,0,1.15,0.57,0.06,2.42,headtr1ck,all,20.0,other
https://www.hltv.org/stats/players/20112/alex666?maps=all,0.65,0.37,0.46,0.47,0.42,0.77,0.17,0.65,0.5,0.57,0.1,0.14,0.21,0.26,0.18,0.2,0.54,0.11,0.15,0.21,0.23,1.12,0.41,0.09,0.1,0.19,0.48,0.73,0.03,0.54,0.02,0.1,0.64,1.07,0.08,0.01,0.01,0.02,0.01,0.003,0.002,0.37,0,0.86,0.43,0.03,2.14,alex666,all,23.0,other
https://www.hltv.org/stats/players/21708/npl?maps=all,0.76,0.48,0.48,0.56,0.53,0.79,0.18,0.75,0.6,0.76,0.12,0.16,0.23,0.28,0.19,0.19,0.68,0.12,0.16,0.22,0.23,1.11,0.67,0.11,0.12,0.23,0.49,0.72,0.03,0.5,0.02,0.08,0.68,1.05,0.07,0.0,0.0,0.0,0.0,0.0007,0.0004,0.44,0,0.79,0.46,0.03,2.03,npl,all,19.0,other
https://www.hltv.org/stats/players/23643/esenthial?maps=all,0.28,0.15,0.43,0.21,0.16,0.66,0.15,0.39,0.21,0.84,0.12,0.16,0.24,0.35,0.17,0.22,0.64,0.11,0.14,0.23,0.29,1.08,0.31,0.08,0.09,0.18,0.47,0.74,0.02,0.52,0.02,0.1,0.64,1.07,0.08,0.0,0.0,0.0,0.0,0.0003,0.0002,0.18,0,0.63,0.28,0.02,1.83,esenthial,all,19.0,other
https://www.hltv.org/stats/players/11840/boombl4?maps=all,0.52,0.26,0.45,0.4,0.3,0.75,0.16,0.61,0.29,0.51,0.1,0.14,0.21,0.24,0.15,0.18,0.16,0.08,0.11,0.17,0.19,1.14,0.68,0.11,0.13,0.24,0.46,0.72,0.03,0.46,0.02,0.08,0.62,1.08,0.05,0.03,0.02,0.03,0.02,0.004,0.004,0.71,0,0.84,0.74,0.04,2.23,Boombl4,all,26.0,other
https://www.hltv.org/stats/players/15071/interz?maps=all,0.14,0.0,0.41,0.0,0.21,0.63,0.13,0.22,0.33,0.54,0.1,0.13,0.22,0.29,0.12,0.26,0.57,0.1,0.14,0.24,0.23,1.09,0.17,0.06,0.06,0.12,0.49,0.74,0.02,0.54,0.02,0.1,0.6,1.23,0.12,0.01,0.01,0.02,0.01,0.002,0.001,0.68,0,1.0,0.63,0.05,2.29,interz,all,24.0,other
https://www.hltv.org/stats/players/16555/ax1le?maps=all,0.8,0.52,0.48,0.58,0.58,0.8,0.18,0.73,0.62,0.39,0.09,0.13,0.2,0.23,0.15,0.19,0.3,0.1,0.13,0.18,0.19,1.11,0.63,0.11,0.09,0.2,0.55,0.76,0.03,0.48,0.02,0.09,0.64,1.15,0.09,0.03,0.02,0.03,0.02,0.005,0.003,0.74,0,1.12,0.72,0.04,2.18,Ax1Le,all,23.0,other
https://www.hltv.org/stats/players/20447/heavygod?maps=all,0.76,0.52,0.49,0.53,0.53,0.79,0.18,0.68,0.67,0.13,0.08,0.11,0.16,0.19,0.15,0.19,0.41,0.1,0.14,0.19,0.21,1.1,0.51,0.1,0.09,0.19,0.53,0.7,0.03,0.75,0.03,0.12,0.63,1.15,0.09,0.0,0.0,0.01,0.0,0.0007,0.0006,0.55,0,0.59,0.71,0.04,2.12,HeavyGod,all,22.0,other
https://www.hltv.org/stats/players/21439/icy?maps=all,0.59,0.48,0.48,0.49,0.56,0.7,0.17,0.51,0.47,0.22,0.09,0.1,0.18,0.28,0.1,0.2,0.73,0.12,0.17,0.23,0.24,0.98,0.56,0.11,0.07,0.17,0.62,0.73,0.02,0.89,0.04,0.15,0.65,1.25,0.14,0.93,0.36,0.51,0.28,0.1,0.08,0.51,0,0.96,0.58,0.06,2.52,ICY,all,19.0,other
https://www.hltv.org/stats/players/7528/krimz?maps=all,0.61,0.41,0.47,0.42,0.3,0.75,0.17,0.04,0.26,0.1,0.09,0.09,0.14,0.18,0.15,0.2,0.21,0.1,0.1,0.15,0.22,0.8,0.34,0.09,0.08,0.17,0.51,0.74,0.03,0.45,0.02,0.09,0.6,0.83,0.06,0.01,0.01,0.02,0.01,0.003,0.002,0.45,0,0.81,0.49,0.03,1.94,KRIMZ,all,31.0,other
https://www.hltv.org/stats/players/8374/bodyy?maps=all,0.6,0.33,0.46,0.44,0.19,0.76,0.16,0.55,0.24,0.54,0.11,0.14,0.2,0.25,0.16,0.18,0.22,0.09,0.12,0.17,0.18,1.07,0.66,0.11,0.12,0.23,0.49,0.73,0.03,0.38,0.02,0.08,0.61,0.97,0.05,0.01,0.01,0.02,0.01,0.003,0.002,0.68,0,0.86,0.65,0.04,2.06,bodyy,all,28.0,other
https://www.hltv.org/stats/players/13670/nawwk?maps=all,0.66,0.52,0.49,0.53,0.53,0.72,0.18,0.55,0.45,0.16,0.08,0.1,0.17,0.23,0.09,0.19,0.55,0.11,0.15,0.21,0.21,0.99,0.44,0.1,0.06,0.16,0.61,0.76,0.02,0.86,0.04,0.17,0.57,1.25,0.11,0.92,0.33,0.45,0.26,0.09,0.06,0.4,0,0.72,0.52,0.05,2.4,nawwk,all,27.0,other
https://www.hltv.org/stats/players/15165/blamef?maps=all,0.91,0.7,0.51,0.67,0.77,0.85,0.19,0.84,0.55,0.1,0.07,0.1,0.16,0.21,0.15,0.2,0.42,0.1,0.15,0.19,0.19,1.11,0.74,0.12,0.08,0.21,0.6,0.75,0.03,0.76,0.03,0.15,0.57,1.18,0.14,0.0,0.01,0.01,0.0,0.001,0.0009,0.71,0,1.53,0.53,0.04,2.39,blameF,all,27.0,other
https://www.hltv.org/stats/players/21062/matys?maps=all,0.91,0.7,0.49,0.84,0.58,0.83,0.2,0.89,0.64,0.72,0.12,0.16,0.22,0.27,0.15,0.16,0.61,0.13,0.15,0.2,0.2,1.08,0.78,0.13,0.12,0.25,0.52,0.71,0.03,0.33,0.02,0.06,0.71,1.02,0.06,0.0,0.0,0.01,0.0,0.001,0.0005,0.45,0,0.54,0.53,0.03,2.26,MATYS,all,23.0,other
https://www.hltv.org/stats/players/15662/zorte?maps=all,0.67,0.52,0.49,0.51,0.56,0.73,0.18,0.56,0.55,0.22,0.09,0.11,0.18,0.22,0.1,0.18,0.54,0.11,0.15,0.21,0.19,1.01,0.71,0.12,0.08,0.2,0.61,0.74,0.02,0.71,0.03,0.13,0.59,1.15,0.11,0.92,0.35,0.49,0.27,0.09,0.09,0.61,0,0.66,0.88,0.07,2.38,zorte,all,26.0,other
https://www.hltv.org/stats/players/18506/s1ren?maps=all,0.49,0.3,0.46,0.33,0.35,0.72,0.16,0.5,0.41,0.63,0.11,0.14,0.22,0.31,0.15,0.2,0.66,0.12,0.15,0.23,0.23,1.09,0.25,0.08,0.08,0.16,0.49,0.74,0.03,0.53,0.02,0.11,0.62,1.12,0.07,0.0,0.0,0.01,0.0,0.0005,0.0,0.3,0,0.84,0.38,0.03,2.2,S1ren,all,22.0,other
https://www.hltv.org/stats/players/21667/magnojez?maps=all,0.79,0.52,0.48,0.63,0.51,0.81,0.18,0.81,0.57,0.59,0.1,0.15,0.21,0.25,0.18,0.17,0.23,0.09,0.12,0.17,0.21,1.13,0.81,0.13,0.14,0.27,0.49,0.72,0.03,0.4,0.02,0.08,0.6,1.05,0.06,0.02,0.02,0.02,0.01,0.003,0.002,0.62,0,1.13,0.5,0.03,2.35,Magnojez,all,20.0,other
https://www.hltv.org/stats/players/12092/max?maps=all,0.6,0.33,0.46,0.42,0.42,0.77,0.16,0.67,0.45,0.52,0.1,0.14,0.21,0.24,0.16,0.19,0.27,0.09,0.12,0.18,0.18,1.15,0.68,0.11,0.12,0.23,0.49,0.74,0.03,0.4,0.02,0.09,0.62,1.12,0.07,0.01,0.01,0.01,0.01,0.002,0.001,0.62,0,0.73,0.53,0.04,2.52,max,all,25.0,other
https://www.hltv.org/stats/players/14736/dgt?maps=all,0.8,0.59,0.5,0.6,0.6,0.78,0.18,0.68,0.53,0.23,0.08,0.11,0.18,0.23,0.13,0.19,0.59,0.11,0.16,0.21,0.21,1.06,0.45,0.1,0.07,0.17,0.58,0.75,0.03,0.58,0.02,0.11,0.63,1.15,0.12,0.0,0.0,0.01,0.0,0.0007,0.0004,0.31,0,1.04,0.35,0.02,2.3,dgt,all,23.0,other
https://www.hltv.org/stats/players/21239/martinezsa?maps=all,0.65,0.52,0.49,0.58,0.53,0.72,0.18,0.57,0.5,0.14,0.08,0.1,0.17,0.22,0.1,0.19,0.36,0.09,0.14,0.19,0.22,0.99,0.72,0.13,0.07,0.2,0.64,0.72,0.02,0.69,0.03,0.14,0.63,1.22,0.12,0.93,0.39,0.53,0.29,0.1,0.09,0.49,0,0.39,0.65,0.07,2.43,MartinezSa,all,24.0,other
https://www.hltv.org/stats/players/22613/huasopeek?maps=all,0.53,0.33,0.45,0.42,0.35,0.73,0.16,0.56,0.55,0.67,0.11,0.15,0.22,0.3,0.17,0.21,0.49,0.11,0.14,0.21,0.26,1.09,0.39,0.09,0.1,0.19,0.48,0.72,0.03,0.48,0.02,0.09,0.71,1.13,0.08,0.0,0.01,0.01,0.01,0.002,0.0006,0.31,0,0.79,0.44,0.03,1.91,HUASOPEEK,all,22.0,other
https://www.hltv.org/stats/players/19187/xfl0ud?maps=all,0.55,0.3,0.45,0.37,0.37,0.75,0.16,0.6,0.41,0.4,0.09,0.13,0.2,0.26,0.16,0.2,0.26,0.09,0.12,0.18,0.2,1.13,0.4,0.09,0.1,0.19,0.48,0.72,0.03,0.52,0.02,0.09,0.63,1.1,0.06,0.01,0.01,0.02,0.01,0.003,0.001,0.7,0,0.91,0.62,0.05,2.44,xfl0ud,all,22.0,other
