full_url,player,firepower,rating_2,kpr,damage_per_round,dpr_win,rounds_with_kill,pistol_round_rating,rounds_with_multi_kill,entrying,saved_by_teammate_pr,traded_deaths_pr,traded_death_percentage,opening_death_traded_percentage,asists_pr,support_rounds,opening,opening_kills_pr,opening_deaths_pr,opening_attempts,opening_sucess,win_percent_after_open_kill,attacks_per_round,sniping,sniping_kpr,sniping_k_percentage,rounds_w_sniping_k_percentage,sniping_multi_kill_rounds,sniping_opening_kpr,trading,clutching,utility
https://www.hltv.org/stats/players/11893/zywoo,ZywOo,98/100,1.33,0.84,87.4,113.2,53.1%,1.43,22.3%,42/100,0.09,0.13,24.7%,24.7%,0.13,16.7%,89/100,0.15,0.09,24.3%,61.9%,73.6%,2.45,87/100,0.31,36.9%,22.9%,0.08,0.07,54/100,76/100,61/100
https://www.hltv.org/stats/players/3741/niko,NiKo,94/100,1.15,0.79,85.4,95.6,50.8%,,20.3%,11/100,0.08,0.10,16.6%,16.6%,0.14,15.5%,86/100,0.14,0.12,25.6%,54.9%,73.2%,2.84,11/100,0.06,8.2%,4.8%,0.02,0.02,20/100,43/100,64/100
https://www.hltv.org/stats/players/21879/a1pha,A1pha,1/100,0.65,0.43,59.0,76.4,35.6%,0.49,6.3%,70/100,0.11,0.18,21.2%,21.2%,0.16,14.9%,35/100,0.07,0.19,26.4%,28.3%,46.2%,2.17,5/100,0.03,6.7%,2.3%,0.006,0.0,20/100,23/100,27/100
https://www.hltv.org/stats/players/24394/aapestt,Aapestt,47/100,0.88,0.65,67.6,108.9,43.5%,,17.4%,21/100,0.12,0.09,7.7%,7.7%,0.16,18.8%,28/100,0.06,0.19,24.6%,23.5%,50.0%,2.49,0/100,0.00,0.0%,-,0.0,0.0,99/100,85/100,34/100
https://www.hltv.org/stats/players/13317/aaron,Aaron,67/100,1.04,0.69,77.6,103.6,46.6%,1.04,16.9%,53/100,0.10,0.15,24.5%,24.5%,0.17,15.7%,64/100,0.11,0.13,23.9%,46.1%,72.4%,2.84,2/100,0.02,2.3%,1.2%,0.004,0.001,30/100,37/100,80/100
https://www.hltv.org/stats/players/23060/abby,abby,57/100,1.03,0.69,72.4,93.7,46.0%,0.99,16.5%,47/100,0.11,0.13,26.7%,26.7%,0.14,16.9%,41/100,0.09,0.10,19.2%,46.5%,77.5%,2.54,29/100,0.13,18.9%,9.9%,0.03,0.02,51/100,55/100,36/100
https://www.hltv.org/stats/players/17562/abdi,abdi,5/100,0.75,0.50,59.1,76.0,36.9%,0.76,11.4%,39/100,0.09,0.14,23.4%,23.4%,0.13,19.7%,12/100,0.06,0.11,16.9%,36.0%,61.1%,2.24,4/100,0.03,5.7%,1.7%,0.003,0.005,26/100,37/100,41/100
https://www.hltv.org/stats/players/23511/abiijxk,Abiijxk,1/100,0.67,0.45,57.9,90.1,32.7%,0.70,8.9%,55/100,0.11,0.16,25.0%,25.0%,0.15,14.7%,21/100,0.06,0.14,20.8%,30.7%,43.5%,2.57,0/100,0.00,0.0%,-,0.0,0.0,60/100,53/100,11/100
https://www.hltv.org/stats/players/21445/abiraju,abiraju,53/100,1.03,0.67,75.2,99.7,46.2%,1.36,15.4%,58/100,0.12,0.14,27.8%,27.8%,0.16,17.2%,39/100,0.09,0.09,18.2%,49.3%,74.3%,2.68,3/100,0.03,3.8%,1.5%,0.005,0.005,29/100,46/100,24/100
https://www.hltv.org/stats/players/20451/abizz,abizz,40/100,0.95,0.64,71.0,95.8,43.7%,1.07,15.1%,31/100,0.09,0.13,25.1%,25.1%,0.13,17.0%,24/100,0.08,0.10,17.5%,42.9%,72.9%,2.60,1/100,0.01,2.0%,1.1%,0.002,0.001,30/100,50/100,73/100
https://www.hltv.org/stats/players/20531/abm,ABM,37/100,0.96,0.62,71.4,95.7,41.9%,1.01,14.9%,70/100,0.11,0.16,28.5%,28.5%,0.13,17.6%,28/100,0.08,0.11,18.7%,42.9%,68.9%,2.82,0/100,0.00,0.2%,0.1%,0.0,0.0,34/100,44/100,47/100
https://www.hltv.org/stats/players/24188/abp,abp,38/100,1.06,0.62,79.4,96.5,50.0%,,10.0%,72/100,0.10,0.20,0.0%,0.0%,0.25,22.5%,23/100,0.08,0.02,10.0%,75.0%,0.0%,3.05,0/100,0.00,0.0%,-,0.0,0.0,27/100,61/100,12/100
https://www.hltv.org/stats/players/17028/abr,abr,47/100,1.04,0.66,71.8,92.5,46.1%,1.12,15.5%,24/100,0.09,0.12,22.9%,22.9%,0.12,19.8%,30/100,0.08,0.08,16.3%,51.1%,70.3%,2.53,3/100,0.02,3.2%,1.9%,0.005,0.005,48/100,67/100,39/100
https://www.hltv.org/stats/players/24468/absolute,absolute,7/100,0.81,0.58,58.1,77.4,45.7%,,9.9%,11/100,0.09,0.09,23.1%,23.1%,0.12,15.6%,7/100,0.05,0.11,15.2%,29.7%,63.6%,2.12,0/100,0.00,0.0%,-,0.0,0.0,97/100,93/100,35/100
https://www.hltv.org/stats/players/22461/abyss,Abyss,4/100,0.76,0.48,61.6,87.8,34.9%,0.52,10.1%,18/100,0.07,0.13,8.3%,8.3%,0.16,21.1%,37/100,0.08,0.11,19.3%,42.9%,88.9%,2.20,0/100,0.00,0.0%,-,0.0,0.0,30/100,50/100,43/100
https://www.hltv.org/stats/players/22415/accuracytg,AccuracyTG,53/100,1.07,0.69,69.9,89.6,48.2%,0.94,16.5%,15/100,0.08,0.11,15.7%,15.7%,0.13,18.1%,53/100,0.10,0.07,17.7%,58.7%,72.1%,2.13,92/100,0.32,46.1%,24.8%,0.09,0.07,22/100,79/100,71/100
https://www.hltv.org/stats/players/7816/ace,Ace,76/100,1.05,0.71,79.4,97.5,47.7%,,17.7%,30/100,0.10,0.12,21.5%,21.5%,0.15,17.3%,31/100,0.08,0.08,15.9%,51.8%,74.2%,3.17,0/100,0.00,0.4%,0.2%,0.0008,0.0003,31/100,51/100,85/100
https://www.hltv.org/stats/players/24047/aceqx,AceQx,2/100,0.76,0.53,52.8,101.3,42.1%,,5.3%,14/100,0.05,0.11,33.3%,33.3%,0.11,21.1%,29/100,0.05,0.16,21.1%,25.0%,100.0%,1.63,8/100,0.05,10.0%,5.3%,0.0,0.0,64/100,89/100,10/100
https://www.hltv.org/stats/players/23566/acex,AceX,39/100,0.92,0.63,67.2,88.1,42.5%,,16.2%,16/100,0.09,0.11,16.7%,16.7%,0.14,17.8%,18/100,0.06,0.05,11.0%,55.0%,68.2%,2.45,3/100,0.02,3.8%,2.2%,0.003,0.003,62/100,95/100,16/100
https://www.hltv.org/stats/players/8151/acilion,AcilioN,44/100,0.94,0.64,72.2,78.8,44.6%,,15.3%,45/100,0.11,0.13,24.9%,24.9%,0.15,18.2%,52/100,0.10,0.11,20.9%,47.8%,73.0%,2.92,2/100,0.02,2.5%,1.3%,0.003,0.002,16/100,29/100,61/100
https://www.hltv.org/stats/players/10330/acor,acoR,63/100,1.06,0.70,72.5,94.4,47.2%,,17.4%,23/100,0.09,0.11,20.1%,20.1%,0.10,17.0%,62/100,0.11,0.09,19.8%,55.6%,75.3%,2.01,91/100,0.32,45.7%,24.2%,0.09,0.07,37/100,61/100,65/100
https://www.hltv.org/stats/players/22220/ad0rfin,ad0rfin,54/100,1.01,0.66,72.6,91.2,44.7%,1.27,16.8%,30/100,0.09,0.12,31.2%,31.2%,0.15,19.0%,46/100,0.10,0.09,19.0%,52.9%,61.1%,2.17,0/100,0.00,0.0%,-,0.0,0.0,27/100,91/100,17/100
https://www.hltv.org/stats/players/24021/adai,adai,83/100,1.06,0.72,79.0,125.3,43.1%,,20.2%,26/100,0.11,0.11,13.3%,13.3%,0.15,12.8%,51/100,0.09,0.14,22.9%,40.0%,100.0%,2.41,0/100,0.00,0.0%,-,0.0,0.0,72/100,2/100,55/100
https://www.hltv.org/stats/players/18219/adam9130,Adam9130,40/100,0.98,0.63,73.1,97.6,43.6%,0.86,14.6%,60/100,0.11,0.15,23.2%,23.2%,0.15,16.8%,69/100,0.11,0.13,24.8%,46.4%,72.5%,3.02,0/100,0.00,0.7%,0.4%,0.0007,0.0005,14/100,31/100,70/100
https://www.hltv.org/stats/players/20878/adamb,adamb,61/100,1.09,0.68,75.6,97.3,46.2%,1.05,16.6%,83/100,0.12,0.16,30.8%,30.8%,0.16,19.5%,70/100,0.12,0.12,23.8%,48.8%,72.9%,2.69,0/100,0.00,0.3%,0.2%,0.0003,0.0,35/100,37/100,21/100
https://www.hltv.org/stats/players/22736/adamjc,AdamJC,37/100,0.93,0.62,70.6,90.0,44.1%,0.93,15.1%,66/100,0.10,0.16,40.0%,40.0%,0.15,16.3%,34/100,0.09,0.10,18.7%,48.3%,57.1%,2.60,19/100,0.10,15.6%,7.1%,0.03,0.02,37/100,30/100,56/100
https://www.hltv.org/stats/players/19698/adams,adamS,60/100,1.07,0.67,76.7,98.9,46.3%,1.08,16.1%,38/100,0.10,0.13,24.5%,24.5%,0.16,20.2%,49/100,0.10,0.09,19.3%,51.0%,72.9%,3.05,0/100,0.01,0.8%,0.5%,0.0006,0.0002,55/100,57/100,45/100
https://www.hltv.org/stats/players/24645/adams0n,Adams0n,46/100,1.20,0.71,74.6,85.8,55.2%,,12.1%,9/100,0.07,0.10,0.0%,0.0%,0.17,19.0%,94/100,0.19,0.09,27.6%,68.8%,72.7%,2.50,1/100,0.02,2.4%,1.7%,0.0,0.0,22/100,10/100,62/100
https://www.hltv.org/stats/players/20086/addict,ADDICT,70/100,1.12,0.71,75.5,95.4,48.0%,1.20,17.5%,55/100,0.11,0.13,30.4%,30.4%,0.14,19.2%,40/100,0.09,0.08,17.3%,52.9%,72.8%,2.65,2/100,0.02,2.4%,1.2%,0.005,0.002,73/100,54/100,58/100
https://www.hltv.org/stats/players/21063/adejis,ADEJIS,12/100,0.87,0.56,65.1,85.5,40.8%,0.78,11.9%,73/100,0.12,0.16,27.3%,27.3%,0.13,17.0%,31/100,0.08,0.12,19.9%,40.7%,70.3%,2.53,0/100,0.01,1.5%,0.7%,0.001,0.002,21/100,27/100,76/100
https://www.hltv.org/stats/players/21211/adex,adeX,79/100,1.11,0.74,75.7,103.7,47.8%,1.05,19.2%,11/100,0.08,0.11,17.7%,17.7%,0.11,15.4%,86/100,0.14,0.12,25.2%,54.3%,75.8%,1.96,93/100,0.37,50.2%,27.1%,0.10,0.08,7/100,53/100,33/100
https://www.hltv.org/stats/players/12791/adhd,ADHD,28/100,0.80,0.57,68.1,102.9,38.6%,0.35,15.1%,9/100,0.06,0.11,20.6%,20.6%,0.14,12.0%,58/100,0.10,0.14,23.5%,42.4%,84.0%,2.06,93/100,0.36,63.2%,24.3%,0.10,0.08,25/100,12/100,43/100
https://www.hltv.org/stats/players/24034/adk,ADK,50/100,0.93,0.66,72.3,103.9,44.4%,,16.1%,36/100,0.09,0.13,32.6%,32.6%,0.17,14.8%,56/100,0.11,0.14,24.7%,42.7%,62.5%,2.53,0/100,0.00,0.5%,0.3%,0.0,0.0,90/100,91/100,38/100
https://www.hltv.org/stats/players/334/adren,AdreN,60/100,0.98,0.67,75.9,65.8,46.0%,,16.3%,7/100,0.08,0.09,14.2%,14.2%,0.15,17.4%,55/100,0.10,0.11,21.3%,48.2%,74.2%,2.88,2/100,0.02,2.3%,1.2%,0.004,0.002,5/100,30/100,49/100
https://www.hltv.org/stats/players/1330/adrenaline,Adrenaline,44/100,0.98,0.63,70.7,95.8,41.8%,,16.4%,64/100,0.18,0.13,33.3%,33.3%,0.16,19.4%,86/100,0.13,0.09,22.4%,60.0%,88.9%,2.60,0/100,0.00,0.0%,-,0.0,0.0,6/100,1/100,43/100
https://www.hltv.org/stats/players/23767/adrien,AdrieN,43/100,0.88,0.65,70.9,101.7,44.0%,,15.4%,23/100,0.08,0.13,22.2%,22.2%,0.12,12.1%,44/100,0.10,0.10,19.8%,50.0%,55.6%,2.21,2/100,0.02,3.4%,2.2%,0.0,0.0,91/100,39/100,53/100
https://www.hltv.org/stats/players/18294/adron,ADRON,56/100,1.03,0.68,73.4,94.2,46.0%,1.21,16.2%,60/100,0.11,0.14,26.5%,26.5%,0.14,18.8%,18/100,0.07,0.08,15.1%,45.0%,73.7%,2.64,0/100,0.01,1.1%,0.5%,0.001,0.0009,57/100,59/100,42/100
https://www.hltv.org/stats/players/8600/advent,advent,8/100,0.85,0.55,61.3,70.3,40.0%,,11.8%,70/100,0.12,0.15,30.8%,30.8%,0.13,23.2%,16/100,0.06,0.07,13.7%,45.4%,74.7%,2.55,0/100,0.00,0.5%,0.3%,0.0004,0.0001,45/100,39/100,72/100
https://www.hltv.org/stats/players/12958/ae,AE,80/100,1.09,0.74,78.3,105.5,48.8%,1.06,18.6%,41/100,0.09,0.14,18.7%,18.7%,0.12,12.7%,85/100,0.14,0.12,25.9%,54.5%,68.9%,2.22,78/100,0.25,34.4%,17.6%,0.07,0.07,39/100,36/100,26/100
https://www.hltv.org/stats/players/24234/aelor,aelor,18/100,0.77,0.59,66.3,91.9,46.2%,,12.8%,23/100,0.10,0.08,40.0%,40.0%,0.18,7.7%,11/100,0.05,0.13,17.9%,28.6%,0.0%,3.03,0/100,0.00,0.0%,-,0.0,0.0,93/100,14/100,21/100
https://www.hltv.org/stats/players/4076/aerial,Aerial,73/100,1.10,0.71,77.8,100.0,47.7%,1.11,17.6%,65/100,0.11,0.15,27.3%,27.3%,0.15,18.0%,65/100,0.11,0.11,21.9%,50.7%,74.8%,3.05,0/100,0.00,0.3%,0.2%,0.0004,0.0002,53/100,34/100,49/100
https://www.hltv.org/stats/players/22659/affava,Affava,48/100,1.03,0.67,70.2,92.4,45.2%,1.41,16.0%,31/100,0.09,0.12,35.7%,35.7%,0.15,18.6%,35/100,0.09,0.07,16.3%,54.3%,68.0%,2.47,0/100,0.00,0.0%,-,0.0,0.0,69/100,79/100,28/100
https://www.hltv.org/stats/players/19926/afro,afro,62/100,1.10,0.70,72.6,94.5,47.2%,1.09,17.2%,19/100,0.08,0.11,21.4%,21.4%,0.11,17.7%,74/100,0.12,0.09,21.6%,56.7%,73.2%,2.07,92/100,0.34,47.5%,25.2%,0.09,0.08,27/100,56/100,79/100
https://www.hltv.org/stats/players/24330/afufu,afufu,6/100,0.85,0.54,59.5,77.1,39.7%,,11.1%,82/100,0.12,0.16,36.6%,36.6%,0.15,21.7%,11/100,0.05,0.08,13.6%,38.3%,74.5%,2.26,0/100,0.00,0.4%,0.2%,0.0,0.0,62/100,29/100,21/100
https://www.hltv.org/stats/players/21014/ag1l,Ag1l,44/100,1.01,0.65,71.6,91.7,45.3%,1.01,15.2%,49/100,0.10,0.13,27.5%,27.5%,0.14,19.9%,20/100,0.07,0.08,14.7%,48.5%,70.2%,2.80,1/100,0.01,1.2%,0.7%,0.002,0.001,71/100,54/100,70/100
https://www.hltv.org/stats/players/24683/agb,AGB,4/100,0.69,0.43,62.7,84.9,34.2%,,9.2%,63/100,0.13,0.16,10.0%,10.0%,0.24,22.4%,22/100,0.05,0.13,18.4%,28.6%,100.0%,3.13,3/100,0.03,6.1%,-,0.0,0.0,8/100,53/100,62/100
https://www.hltv.org/stats/players/18769/agoz,agoz,66/100,1.01,0.70,72.6,106.7,47.0%,0.80,18.7%,55/100,0.11,0.14,37.0%,37.0%,0.19,14.2%,61/100,0.11,0.08,19.0%,57.1%,77.8%,2.70,3/100,0.03,3.9%,2.4%,0.003,0.006,69/100,41/100,32/100
https://www.hltv.org/stats/players/21373/agr,agR,26/100,0.95,0.61,67.0,90.7,44.2%,0.87,13.9%,77/100,0.11,0.16,34.1%,34.1%,0.14,18.9%,36/100,0.09,0.09,17.7%,49.2%,74.2%,2.37,0/100,0.00,0.4%,0.3%,0.0,0.0,58/100,29/100,13/100
https://www.hltv.org/stats/players/24563/agt,agt,2/100,0.66,0.49,58.4,84.9,36.6%,,9.8%,27/100,0.12,0.10,13.3%,13.3%,0.14,15.6%,20/100,0.07,0.13,20.1%,33.3%,26.7%,2.55,0/100,0.00,0.9%,0.4%,0.0,0.0,72/100,66/100,77/100
https://www.hltv.org/stats/players/20166/aida,Aida,37/100,0.99,0.62,72.5,92.7,43.0%,0.91,14.5%,90/100,0.14,0.17,32.7%,32.7%,0.21,20.0%,34/100,0.09,0.11,19.5%,44.0%,69.2%,2.99,0/100,0.00,0.7%,0.4%,0.0004,0.0,52/100,43/100,57/100
https://www.hltv.org/stats/players/20066/aidkit,aidKiT,51/100,1.05,0.68,70.3,93.3,46.4%,1.01,16.3%,21/100,0.08,0.12,22.3%,22.3%,0.09,17.2%,61/100,0.11,0.09,20.2%,53.8%,73.9%,2.00,82/100,0.25,37.0%,19.3%,0.06,0.06,15/100,60/100,51/100
https://www.hltv.org/stats/players/1982/aidy,Aidy,8/100,0.78,0.54,64.0,74.9,40.6%,,10.4%,53/100,0.12,0.13,29.8%,29.8%,0.16,20.8%,12/100,0.07,0.09,15.6%,42.4%,58.3%,2.69,0/100,0.00,0.7%,0.3%,0.0008,0.0008,27/100,29/100,63/100
https://www.hltv.org/stats/players/23090/aim,aiM,44/100,0.99,0.64,69.6,89.5,43.3%,0.91,16.3%,67/100,0.12,0.15,26.5%,26.5%,0.15,18.3%,47/100,0.09,0.12,20.9%,44.8%,76.2%,2.62,0/100,0.00,0.4%,0.2%,0.0,0.0,47/100,53/100,39/100
https://www.hltv.org/stats/players/24474/aimy,aimy,76/100,1.12,0.74,79.4,106.0,50.0%,,16.9%,93/100,0.14,0.17,50.0%,50.0%,0.16,18.6%,37/100,0.09,0.06,14.8%,60.0%,71.4%,2.82,1/100,0.00,0.6%,2.1%,0.0,0.0,40/100,35/100,26/100
https://www.hltv.org/stats/players/9148/b0bbzki,b0bbzki,57/100,0.97,0.68,73.3,93.0,45.7%,,16.4%,56/100,0.11,0.14,23.5%,23.5%,0.12,15.0%,68/100,0.11,0.12,23.7%,48.3%,71.9%,2.54,9/100,0.05,7.5%,3.7%,0.01,0.01,26/100,33/100,44/100
https://www.hltv.org/stats/players/15501/b0denmaster,b0denmaster,52/100,1.06,0.68,71.1,93.9,46.0%,0.95,16.4%,22/100,0.09,0.11,20.3%,20.3%,0.11,17.8%,73/100,0.12,0.10,22.0%,55.0%,73.2%,1.99,92/100,0.34,50.8%,26.5%,0.09,0.08,18/100,55/100,68/100
https://www.hltv.org/stats/players/9896/b0rup,b0RUP,56/100,1.00,0.68,72.7,95.4,45.6%,,16.6%,62/100,0.10,0.15,27.7%,27.7%,0.12,17.3%,53/100,0.10,0.11,21.0%,48.3%,73.1%,2.48,0/100,0.01,1.1%,0.6%,0.001,0.001,37/100,42/100,60/100
https://www.hltv.org/stats/players/19918/b1,b1,22/100,0.83,0.55,71.2,89.9,40.5%,0.97,12.9%,69/100,0.12,0.16,31.6%,31.6%,0.24,20.0%,12/100,0.07,0.09,15.7%,42.4%,57.1%,2.76,1/100,0.01,1.7%,0.5%,0.005,0.005,39/100,16/100,65/100
https://www.hltv.org/stats/players/20637/b1elany,b1elany,60/100,1.04,0.68,75.5,99.5,46.3%,1.04,16.4%,40/100,0.10,0.13,25.2%,25.2%,0.16,18.7%,32/100,0.09,0.09,17.4%,49.5%,67.0%,2.87,1/100,0.01,1.9%,1.1%,0.003,0.002,43/100,45/100,59/100
https://www.hltv.org/stats/players/16778/b1ngo,B1NGO,31/100,0.98,0.62,69.2,86.5,44.4%,1.02,14.2%,86/100,0.13,0.17,32.4%,32.4%,0.12,18.4%,20/100,0.07,0.09,15.9%,46.0%,70.2%,2.65,0/100,0.00,0.7%,0.4%,0.001,0.0002,57/100,58/100,39/100
https://www.hltv.org/stats/players/23637/b1st,b1st,19/100,0.89,0.60,67.3,102.5,41.0%,,12.0%,5/100,0.08,0.07,0.0%,0.0%,0.14,15.7%,20/100,0.07,0.11,18.1%,40.0%,66.7%,1.60,88/100,0.33,54.0%,16.9%,0.08,0.05,19/100,18/100,47/100
https://www.hltv.org/stats/players/18987/b1t,b1t,68/100,1.12,0.70,75.8,97.4,47.5%,1.26,17.3%,42/100,0.09,0.13,23.0%,23.0%,0.13,19.1%,69/100,0.12,0.10,21.6%,53.6%,74.5%,2.51,1/100,0.01,1.8%,1.0%,0.003,0.002,32/100,45/100,55/100
https://www.hltv.org/stats/players/22270/babs,Babs,82/100,1.15,0.74,79.7,103.7,49.2%,1.19,18.5%,38/100,0.10,0.12,24.4%,24.4%,0.17,18.9%,53/100,0.10,0.09,19.2%,53.6%,73.2%,2.89,12/100,0.07,9.7%,5.4%,0.02,0.01,66/100,62/100,66/100
https://www.hltv.org/stats/players/24430/baby4,baby4,100/100,1.59,0.97,98.3,124.3,56.4%,,30.8%,44/100,0.05,0.13,25.0%,25.0%,0.21,20.5%,94/100,0.15,0.10,25.6%,60.0%,83.3%,2.97,2/100,0.03,2.6%,2.6%,0.0,0.0,47/100,56/100,22/100
https://www.hltv.org/stats/players/21643/babyrage,BabyRage,9/100,0.84,0.55,63.4,83.6,40.3%,0.88,11.6%,35/100,0.10,0.12,30.8%,30.8%,0.10,18.5%,6/100,0.05,0.07,12.1%,42.0%,60.6%,2.43,0/100,0.01,1.0%,0.5%,0.0008,0.0,57/100,48/100,51/100
https://www.hltv.org/stats/players/24224/bacc,bacc,35/100,1.04,0.62,77.7,77.0,48.4%,,9.4%,100/100,0.19,0.22,75.0%,75.0%,0.27,23.4%,7/100,0.05,0.06,10.9%,42.9%,66.7%,3.05,1/100,0.02,2.5%,1.6%,0.0,0.0,24/100,34/100,25/100
https://www.hltv.org/stats/players/24660/bagel,BAGEL,32/100,0.88,0.61,67.0,90.1,43.6%,,15.3%,44/100,0.10,0.14,27.3%,27.3%,0.16,15.3%,45/100,0.10,0.07,16.6%,59.3%,68.8%,2.70,0/100,0.01,1.0%,0.6%,0.0,0.0,83/100,75/100,59/100
https://www.hltv.org/stats/players/19981/bagyz,BaGyZ,41/100,1.03,0.65,72.7,91.7,46.0%,1.10,14.1%,68/100,0.11,0.15,29.0%,29.0%,0.17,19.7%,28/100,0.08,0.08,16.0%,49.3%,75.0%,2.79,0/100,0.00,0.7%,0.5%,0.0,0.0,69/100,61/100,67/100
https://www.hltv.org/stats/players/23846/bajify,Bajify,0/100,0.25,0.28,40.1,71.0,27.9%,,0.0%,3/100,0.07,0.09,0.0%,0.0%,0.05,0.0%,10/100,0.02,0.05,7.0%,33.3%,100.0%,1.70,0/100,0.00,0.0%,-,0.0,0.0,16/100,15/100,9/100
https://www.hltv.org/stats/players/20958/bajmi,bajmi,50/100,1.04,0.66,74.0,94.7,46.1%,1.04,15.4%,39/100,0.10,0.13,23.8%,23.8%,0.18,20.3%,40/100,0.09,0.09,18.5%,49.3%,72.7%,2.85,0/100,0.01,0.9%,0.4%,0.0009,0.001,49/100,43/100,49/100
https://www.hltv.org/stats/players/24586/balage,bALAGE,30/100,1.15,0.61,56.6,71.9,43.0%,,16.5%,75/100,0.11,0.14,37.5%,37.5%,0.08,31.6%,71/100,0.11,0.10,21.5%,52.9%,100.0%,1.56,92/100,0.35,58.3%,25.3%,0.09,0.09,15/100,36/100,70/100
https://www.hltv.org/stats/players/17241/balerostyle,BALEROSTYLE,84/100,1.09,0.74,81.7,108.4,49.5%,1.07,18.4%,49/100,0.11,0.14,25.3%,25.3%,0.16,14.7%,74/100,0.12,0.12,23.8%,51.1%,70.7%,2.97,0/100,0.01,1.0%,0.6%,0.002,0.0008,46/100,51/100,61/100
https://www.hltv.org/stats/players/18069/baljs,baljs,48/100,1.00,0.66,70.7,95.0,46.3%,0.83,15.9%,29/100,0.10,0.12,19.2%,19.2%,0.13,17.4%,47/100,0.10,0.09,19.1%,51.6%,67.6%,2.22,90/100,0.28,41.8%,22.1%,0.07,0.05,57/100,56/100,48/100
https://www.hltv.org/stats/players/23287/ballongigor,BallongIgor,68/100,1.07,0.72,77.3,109.9,50.9%,1.03,16.0%,23/100,0.09,0.12,16.7%,16.7%,0.18,13.5%,69/100,0.12,0.15,26.4%,44.2%,68.4%,2.54,3/100,0.03,4.2%,3.1%,0.0,0.006,47/100,80/100,19/100
https://www.hltv.org/stats/players/23175/bam,bam,63/100,0.97,0.67,77.5,110.1,44.8%,0.70,16.5%,16/100,0.10,0.10,17.2%,17.2%,0.12,13.3%,54/100,0.11,0.09,20.0%,54.0%,52.9%,3.11,0/100,0.00,0.5%,0.3%,0.0,0.0,3/100,58/100,72/100
https://www.hltv.org/stats/players/23614/bambosh,Bambosh,64/100,1.02,0.68,76.5,104.3,46.0%,,16.9%,59/100,0.10,0.15,27.5%,27.5%,0.20,18.3%,54/100,0.10,0.12,22.9%,45.4%,63.7%,2.77,0/100,0.00,0.6%,0.5%,0.0,0.001,57/100,37/100,21/100
https://www.hltv.org/stats/players/21394/ban4na,BaN4na,30/100,0.93,0.62,69.2,90.0,43.7%,0.70,14.0%,30/100,0.08,0.13,23.8%,23.8%,0.15,17.6%,51/100,0.10,0.11,21.1%,46.5%,74.6%,2.51,2/100,0.01,2.2%,1.1%,0.004,0.001,24/100,42/100,36/100
https://www.hltv.org/stats/players/20625/banjo,Banjo,51/100,1.06,0.66,74.4,92.6,45.7%,1.08,15.4%,42/100,0.10,0.13,25.2%,25.2%,0.15,21.1%,30/100,0.08,0.08,16.0%,51.6%,72.1%,2.99,0/100,0.00,0.7%,0.3%,0.0004,0.0005,57/100,65/100,59/100
https://www.hltv.org/stats/players/24446/bankey21,Bankey21,19/100,0.83,0.47,70.8,90.9,32.5%,,12.5%,88/100,0.23,0.17,33.3%,33.3%,0.23,25.0%,61/100,0.10,0.15,25.0%,40.0%,100.0%,2.65,0/100,0.00,0.0%,-,0.0,0.0,51/100,88/100,31/100
https://www.hltv.org/stats/players/19957/bart4k,Bart4k,29/100,0.96,0.62,67.3,86.7,44.0%,1.01,14.3%,45/100,0.10,0.13,23.2%,23.2%,0.12,18.4%,24/100,0.08,0.08,16.0%,47.3%,73.6%,2.28,0/100,0.01,1.5%,0.8%,0.001,0.002,53/100,40/100,42/100
https://www.hltv.org/stats/players/22300/based,based,69/100,1.06,0.69,80.2,109.2,47.8%,1.07,16.6%,74/100,0.14,0.15,27.2%,27.2%,0.25,17.3%,63/100,0.11,0.12,22.7%,48.4%,73.3%,3.14,2/100,0.02,2.3%,1.3%,0.003,0.004,71/100,41/100,58/100
https://www.hltv.org/stats/players/10443/basso,Basso,45/100,0.99,0.66,69.8,88.7,45.1%,,15.8%,31/100,0.09,0.12,25.6%,25.6%,0.10,18.9%,23/100,0.07,0.08,15.1%,48.7%,73.5%,2.44,3/100,0.02,3.2%,1.7%,0.005,0.003,48/100,60/100,36/100
https://www.hltv.org/stats/players/23654/bayon,bayon,5/100,0.80,0.53,60.7,87.6,39.1%,,10.2%,14/100,0.07,0.11,27.3%,27.3%,0.21,22.7%,34/100,0.09,0.09,17.2%,50.0%,72.7%,2.30,0/100,0.00,0.0%,-,0.0,0.0,10/100,34/100,60/100
https://www.hltv.org/stats/players/22688/baz,baz,20/100,1.01,0.60,65.7,81.3,42.4%,1.02,13.4%,75/100,0.12,0.15,33.3%,33.3%,0.14,24.5%,19/100,0.07,0.08,15.3%,45.9%,72.2%,2.47,0/100,0.01,1.0%,0.4%,0.001,0.0002,44/100,58/100,21/100
https://www.hltv.org/stats/players/23865/bb1,bb1,100/100,1.33,0.90,94.8,127.2,56.8%,,22.9%,33/100,0.11,0.12,21.7%,21.7%,0.21,15.3%,85/100,0.14,0.10,24.2%,59.6%,67.6%,3.31,0/100,0.00,0.5%,0.4%,0.0,0.0,45/100,74/100,64/100
https://www.hltv.org/stats/players/23145/bear,Bear,27/100,0.77,0.59,70.4,130.3,40.9%,,13.6%,54/100,0.05,0.18,50.0%,50.0%,0.18,13.6%,44/100,0.09,0.09,18.2%,50.0%,100.0%,2.41,0/100,0.00,0.0%,-,0.0,0.0,90/100,75/100,20/100
