full_url,player,country,age,team,firepower,rating_2,kpr,damage_per_round,dpr_win,rounds_with_kill,pistol_round_rating,rounds_with_multi_kill,entrying,saved_by_teammate_pr,traded_deaths_pr,traded_death_percentage,opening_death_traded_percentage,asists_pr,support_rounds,opening,opening_kills_pr,opening_deaths_pr,opening_attempts,opening_sucess,win_percent_after_open_kill,attacks_per_round,sniping,sniping_kpr,sniping_k_percentage,rounds_w_sniping_k_percentage,sniping_multi_kill_rounds,sniping_opening_kpr,trading,saved_teammate_pr,trade_kills_pr,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,clutching,clutch_points_pr,last_alive_percentage,one_v_one_percentage,time_alive_pr,saved_per_round_loss,utility,utility_damage_pr,utility_kills_per100_r,flashes_thrown_pr,flash_assists_pr,timme_opponent_flashed_pr,is_igl
https://www.hltv.org/stats/players/429/karrigan,karrigan,Denmark,34 years,FaZe,29/100,0.9,0.61,67.8,64.2,42.5%,,14.4%,15/100,0.09,0.11,17.6%,17.6%,0.14,18.2%,52/100,0.1,0.13,22.4%,44.0%,73.8%,2.63,11/100,0.06,9.6%,4.4%,0.01,0.01,3/100,0.07,0.07,11.8%,18.7%,82,27/100,0.01,5.2%,60.0%,0m 46s,3.2%,63/100,5.06,0.84,0.61,0.03,1.89,True
https://www.hltv.org/stats/players/8183/rain,rain,Norway,30 years,FaZe,73/100,1.02,0.7,79.2,90.6,46.9%,,17.4%,35/100,0.1,0.13,21.2%,21.2%,0.15,16.6%,77/100,0.12,0.13,25.2%,49.2%,74.9%,2.75,0/100,0.0,0.5%,0.3%,0.0007,0.0006,13/100,0.09,0.1,14.6%,17.2%,97,28/100,0.02,5.8%,62.2%,0m 54s,5.0%,39/100,3.98,0.63,0.48,0.02,1.77,False
https://www.hltv.org/stats/players/9960/frozen,frozen,Slovakia,22 years,FaZe,87/100,1.12,0.75,82.7,104.0,49.3%,,18.9%,36/100,0.09,0.13,24.7%,24.7%,0.15,18.7%,58/100,0.11,0.09,20.0%,53.0%,73.8%,2.91,5/100,0.03,3.9%,2.2%,0.007,0.005,46/100,0.11,0.15,19.3%,18.5%,109,52/100,0.02,10.6%,60.2%,1m 0s,7.8%,63/100,5.36,1.1,0.56,0.03,2.12,False
https://www.hltv.org/stats/players/11816/ropz,ropz,Estonia,24 years,FaZe,81/100,1.15,0.74,78.4,99.5,49.4%,1.15,18.5%,8/100,0.07,0.1,17.8%,17.8%,0.11,19.3%,47/100,0.1,0.08,17.7%,55.5%,73.4%,2.54,5/100,0.03,4.3%,2.4%,0.008,0.006,32/100,0.09,0.14,18.3%,17.4%,106,61/100,0.02,13.0%,59.4%,1m 9s,10.3%,22/100,2.63,0.45,0.39,0.03,2.07,False
https://www.hltv.org/stats/players/18053/broky,broky,Latvia,23 years,FaZe,64/100,1.11,0.71,73.1,94.1,48.2%,1.17,17.2%,41/100,0.1,0.12,28.3%,28.3%,0.11,19.4%,36/100,0.09,0.06,14.2%,60.7%,75.2%,2.16,87/100,0.28,38.9%,21.9%,0.07,0.05,58/100,0.11,0.15,21.8%,20.1%,103,65/100,0.02,12.6%,65.2%,1m 12s,10.7%,63/100,3.53,0.72,0.85,0.06,2.15,False
https://www.hltv.org/stats/players/13666/brollan,Brollan,Sweden,22 years,MOUZ,75/100,1.11,0.71,78.5,102.0,47.3%,1.09,17.7%,42/100,0.09,0.13,24.1%,24.1%,0.14,17.3%,77/100,0.12,0.12,24.6%,50.7%,73.1%,2.97,0/100,0.01,1.1%,0.6%,0.002,0.001,30/100,0.1,0.13,18.0%,18.3%,110,44/100,0.02,8.1%,64.3%,1m 5s,5.3%,56/100,4.99,1.0,0.51,0.03,2.33,False
https://www.hltv.org/stats/players/16820/siuhy,siuhy,Poland,22 years,MOUZ,58/100,1.04,0.67,75.2,98.2,45.8%,0.97,16.3%,55/100,0.1,0.14,25.0%,25.0%,0.14,16.5%,62/100,0.11,0.12,22.6%,47.4%,76.2%,2.82,0/100,0.01,0.8%,0.5%,0.001,0.0006,23/100,0.08,0.12,18.2%,19.6%,112,37/100,0.02,8.0%,54.5%,1m 2s,3.7%,72/100,4.61,0.66,0.83,0.05,2.23,True
https://www.hltv.org/stats/players/18072/torzsi,torzsi,Hungary,22 years,MOUZ,75/100,1.15,0.74,74.7,98.0,49.7%,1.16,18.4%,18/100,0.09,0.11,19.2%,19.2%,0.1,16.8%,67/100,0.12,0.07,19.1%,60.9%,76.8%,1.9,94/100,0.41,55.0%,31.1%,0.11,0.09,44/100,0.1,0.15,19.7%,19.6%,101,70/100,0.03,13.4%,58.6%,1m 9s,10.2%,55/100,2.6,0.66,0.7,0.07,2.4,False
https://www.hltv.org/stats/players/18850/jimpphat,Jimpphat,Finland,18 years,MOUZ,81/100,1.16,0.73,79.1,98.9,48.5%,1.16,18.5%,39/100,0.09,0.12,27.0%,27.0%,0.15,21.8%,26/100,0.07,0.07,13.9%,53.2%,75.8%,3.0,0/100,0.0,0.5%,0.3%,0.0003,0.0,68/100,0.12,0.16,22.4%,21.5%,108,70/100,0.03,11.8%,64.5%,1m 12s,10.6%,48/100,4.91,1.02,0.44,0.03,2.26,False
https://www.hltv.org/stats/players/20312/xertion,xertioN,Israel,20 years,MOUZ,75/100,1.12,0.71,80.0,104.1,47.8%,1.12,17.5%,54/100,0.1,0.14,22.1%,22.1%,0.17,17.6%,80/100,0.13,0.13,26.3%,48.9%,74.7%,3.0,0/100,0.0,0.4%,0.3%,0.0005,0.0001,20/100,0.09,0.12,16.4%,19.0%,113,30/100,0.01,7.3%,59.7%,1m 2s,5.7%,63/100,6.03,0.95,0.54,0.03,2.0,False
https://www.hltv.org/stats/players/20194/blitz,bLitz,Mongolia,23 years,The MongolZ,83/100,1.14,0.73,82.6,105.7,48.7%,1.04,18.2%,38/100,0.09,0.13,23.0%,23.0%,0.18,17.3%,65/100,0.11,0.11,22.1%,50.5%,72.8%,3.08,4/100,0.03,3.7%,2.1%,0.006,0.006,38/100,0.1,0.14,18.8%,19.9%,113,44/100,0.02,9.0%,62.2%,1m 4s,4.8%,88/100,7.31,1.49,0.73,0.06,2.49,True
https://www.hltv.org/stats/players/20275/techno,Techno,Mongolia,19 years,The MongolZ,55/100,1.04,0.67,73.4,95.0,45.4%,1.08,16.3%,65/100,0.1,0.15,28.8%,28.8%,0.14,18.0%,43/100,0.09,0.11,20.0%,46.3%,73.8%,2.66,0/100,0.0,0.5%,0.4%,0.0003,0.0001,32/100,0.1,0.13,18.8%,21.0%,109,48/100,0.02,8.5%,67.2%,1m 4s,4.9%,41/100,4.37,0.79,0.43,0.03,2.15,False
https://www.hltv.org/stats/players/20903/senzu,Senzu,Mongolia,18 years,The MongolZ,82/100,1.13,0.73,80.0,105.2,48.2%,1.28,18.5%,32/100,0.09,0.13,23.6%,23.6%,0.18,16.5%,79/100,0.13,0.11,24.0%,52.2%,76.0%,2.56,11/100,0.07,8.9%,4.7%,0.01,0.01,29/100,0.1,0.13,17.3%,22.7%,109,44/100,0.02,9.8%,64.1%,1m 3s,5.0%,37/100,4.56,0.86,0.37,0.02,2.01,False
https://www.hltv.org/stats/players/21001/mzinho,mzinho,Mongolia,17 years,The MongolZ,48/100,1.04,0.65,72.6,92.6,44.3%,1.12,15.8%,54/100,0.1,0.14,27.6%,27.6%,0.17,20.6%,34/100,0.08,0.09,17.5%,48.1%,76.3%,2.46,0/100,0.01,0.9%,0.5%,0.002,0.001,31/100,0.09,0.13,19.2%,22.4%,111,44/100,0.02,9.0%,75.0%,1m 5s,5.2%,46/100,4.0,0.69,0.5,0.04,2.28,False
https://www.hltv.org/stats/players/21809/910,910,Mongolia,22 years,The MongolZ,64/100,1.11,0.71,72.3,91.0,48.3%,1.11,17.3%,15/100,0.08,0.1,22.7%,22.7%,0.11,18.6%,57/100,0.11,0.08,18.6%,57.4%,74.9%,1.93,92/100,0.33,46.5%,27.0%,0.09,0.07,51/100,0.1,0.15,20.9%,23.0%,102,70/100,0.03,13.7%,56.4%,1m 7s,7.1%,43/100,2.77,0.63,0.55,0.05,2.35,False
https://www.hltv.org/stats/players/9436/nertz,NertZ,Israel,25 years,HEROIC,88/100,1.1,0.75,82.6,109.8,49.2%,,19.2%,26/100,0.09,0.12,21.5%,21.5%,0.15,16.0%,81/100,0.13,0.11,23.9%,54.6%,73.8%,2.98,2/100,0.02,2.2%,1.3%,0.004,0.003,30/100,0.1,0.13,17.2%,18.4%,109,45/100,0.02,9.4%,67.6%,1m 4s,7.7%,47/100,4.34,0.82,0.5,0.03,2.33,False
https://www.hltv.org/stats/players/12018/teses,TeSeS,Denmark,24 years,HEROIC,72/100,1.1,0.71,77.6,99.8,47.5%,1.14,17.5%,63/100,0.11,0.15,28.8%,28.8%,0.15,17.6%,58/100,0.11,0.1,21.0%,50.1%,72.9%,2.81,0/100,0.01,0.8%,0.5%,0.001,0.0003,55/100,0.12,0.15,20.6%,19.3%,110,40/100,0.02,8.1%,61.4%,1m 5s,5.7%,61/100,4.72,0.74,0.61,0.03,2.15,False
https://www.hltv.org/stats/players/14148/sjuush,sjuush,Denmark,25 years,HEROIC,59/100,1.08,0.68,74.9,95.2,46.0%,1.09,16.3%,57/100,0.11,0.14,28.3%,28.3%,0.14,20.2%,41/100,0.09,0.09,18.2%,50.8%,73.3%,2.76,1/100,0.01,1.8%,0.9%,0.003,0.001,42/100,0.1,0.14,20.0%,18.2%,111,46/100,0.02,9.3%,59.3%,1m 7s,6.8%,54/100,4.11,0.84,0.59,0.04,2.2,False
https://www.hltv.org/stats/players/17306/degster,degster,Russia,23 years,HEROIC,85/100,1.19,0.77,77.7,100.8,50.9%,1.25,19.6%,12/100,0.08,0.1,18.9%,18.9%,0.09,17.5%,75/100,0.13,0.08,20.5%,62.5%,73.8%,1.91,93/100,0.4,51.9%,31.3%,0.11,0.1,45/100,0.1,0.15,19.6%,17.1%,101,65/100,0.03,13.4%,55.7%,1m 8s,11.5%,42/100,2.82,0.93,0.53,0.05,2.43,False
https://www.hltv.org/stats/players/19677/kyxsan,kyxsan,North Macedonia,24 years,HEROIC,50/100,1.03,0.65,73.7,92.7,44.8%,0.95,15.6%,56/100,0.1,0.14,27.6%,27.6%,0.15,20.4%,39/100,0.09,0.1,19.3%,46.8%,71.0%,3.02,0/100,0.01,0.8%,0.5%,0.0007,0.001,27/100,0.09,0.12,18.9%,20.8%,113,50/100,0.02,9.5%,65.2%,1m 9s,5.9%,89/100,6.7,1.18,0.88,0.07,2.26,True
https://www.hltv.org/stats/players/4679/jks,jks,Australia,29 years,Liquid,67/100,1.06,0.69,76.4,90.6,46.5%,,17.1%,24/100,0.09,0.11,22.9%,22.9%,0.13,20.4%,30/100,0.08,0.07,15.3%,53.0%,73.4%,2.87,3/100,0.02,3.0%,1.6%,0.005,0.004,44/100,0.11,0.14,19.7%,19.4%,104,67/100,0.03,12.4%,64.3%,1m 5s,8.2%,65/100,5.3,1.17,0.61,0.03,1.96,False
https://www.hltv.org/stats/players/8520/naf,NAF,Canada,27 years,Liquid,80/100,1.08,0.72,81.0,89.0,48.7%,,17.9%,23/100,0.09,0.11,21.1%,21.1%,0.16,19.7%,38/100,0.09,0.07,15.9%,55.5%,75.1%,3.17,11/100,0.06,8.8%,5.0%,0.01,0.01,41/100,0.11,0.14,18.8%,20.2%,99,55/100,0.02,10.9%,60.5%,1m 1s,8.5%,72/100,5.93,1.28,0.63,0.04,1.97,False
https://www.hltv.org/stats/players/10394/twistzz,Twistzz,Canada,25 years,Liquid,76/100,1.1,0.73,76.8,96.4,48.0%,,18.1%,56/100,0.1,0.14,29.7%,29.7%,0.13,19.6%,37/100,0.09,0.08,17.0%,51.7%,74.1%,2.67,3/100,0.02,2.7%,1.6%,0.004,0.003,65/100,0.12,0.16,22.1%,20.0%,105,56/100,0.02,10.3%,59.7%,1m 8s,8.1%,57/100,3.75,0.73,0.73,0.03,1.81,True
https://www.hltv.org/stats/players/13915/yekindar,YEKINDAR,Latvia,25 years,Liquid,83/100,1.12,0.73,81.3,108.5,47.8%,1.08,18.6%,37/100,0.09,0.14,21.2%,21.2%,0.14,15.3%,87/100,0.15,0.15,29.8%,50.6%,73.3%,2.8,6/100,0.04,5.1%,2.8%,0.01,0.01,15/100,0.09,0.11,15.5%,16.5%,111,36/100,0.01,7.2%,64.3%,1m 9s,6.3%,51/100,4.19,0.78,0.53,0.04,2.4,False
https://www.hltv.org/stats/players/21763/ultimate,ultimate,Poland,21 years,Liquid,62/100,1.08,0.71,71.6,96.8,47.8%,1.02,17.2%,27/100,0.09,0.12,21.4%,21.4%,0.1,16.1%,73/100,0.12,0.1,22.1%,55.3%,71.0%,1.86,92/100,0.35,49.0%,27.4%,0.09,0.09,39/100,0.1,0.14,19.5%,21.8%,101,58/100,0.02,12.3%,52.3%,1m 6s,7.8%,44/100,2.63,0.67,0.57,0.06,2.25,False
https://www.hltv.org/stats/players/2023/fallen,FalleN,Brazil,33 years,FURIA,54/100,1.06,0.69,70.7,79.4,46.8%,,16.6%,15/100,0.09,0.1,18.3%,18.3%,0.1,19.1%,66/100,0.12,0.08,19.6%,58.8%,73.6%,1.98,93/100,0.38,54.6%,28.0%,0.1,0.09,17/100,0.08,0.11,16.7%,18.8%,91,48/100,0.02,9.5%,57.0%,1m 1s,7.2%,65/100,3.43,0.84,0.92,0.07,2.23,True
https://www.hltv.org/stats/players/10566/chelo,chelo,Brazil,26 years,FURIA,67/100,1.04,0.7,76.1,98.5,46.5%,,17.1%,54/100,0.1,0.14,26.6%,26.6%,0.14,18.4%,71/100,0.12,0.12,23.2%,50.4%,73.5%,2.57,3/100,0.02,3.1%,1.9%,0.006,0.005,27/100,0.1,0.12,17.8%,18.7%,109,42/100,0.02,8.3%,57.8%,2m 21s,6.9%,42/100,3.54,0.77,0.55,0.02,1.87,False
https://www.hltv.org/stats/players/12553/yuurih,yuurih,Brazil,24 years,FURIA,85/100,1.17,0.74,83.0,104.3,49.4%,1.16,18.3%,31/100,0.09,0.12,24.6%,24.6%,0.16,18.9%,46/100,0.1,0.07,16.9%,57.2%,75.8%,3.27,2/100,0.01,1.9%,1.1%,0.003,0.002,49/100,0.11,0.15,19.9%,19.8%,112,53/100,0.02,10.7%,55.3%,1m 10s,8.4%,74/100,5.03,1.01,0.79,0.04,2.23,False
https://www.hltv.org/stats/players/15631/kscerato,KSCERATO,Brazil,25 years,FURIA,81/100,1.19,0.73,79.7,98.3,48.9%,1.17,18.2%,20/100,0.08,0.11,24.1%,24.1%,0.14,21.8%,38/100,0.09,0.06,15.2%,58.5%,74.7%,3.09,3/100,0.02,2.7%,1.5%,0.005,0.003,45/100,0.1,0.15,19.8%,20.2%,109,72/100,0.03,13.2%,60.2%,1m 10s,11.2%,80/100,5.76,1.34,0.72,0.05,2.36,False
https://www.hltv.org/stats/players/18676/skullz,skullz,Brazil,22 years,FURIA,61/100,1.09,0.69,74.5,94.7,46.6%,1.12,16.6%,47/100,0.1,0.13,27.9%,27.9%,0.13,20.8%,36/100,0.09,0.08,16.7%,52.4%,74.0%,2.65,0/100,0.0,0.5%,0.3%,0.0006,0.0006,58/100,0.11,0.15,21.8%,20.0%,108,51/100,0.02,9.9%,62.7%,1m 7s,8.2%,47/100,4.16,0.77,0.52,0.03,2.15,False
https://www.hltv.org/stats/players/7592/device,device,Denmark,29 years,Astralis,88/100,1.16,0.77,79.8,74.3,50.6%,,19.8%,4/100,0.08,0.07,12.4%,12.4%,0.13,16.0%,83/100,0.13,0.09,22.6%,58.9%,77.8%,2.28,85/100,0.28,36.3%,21.4%,0.07,0.07,8/100,0.08,0.09,11.6%,19.1%,75,40/100,0.02,8.3%,57.1%,0m 50s,8.5%,40/100,4.4,0.88,0.43,0.03,1.9,False
https://www.hltv.org/stats/players/7964/cadian,cadiaN,Denmark,29 years,Astralis,56/100,1.04,0.69,72.5,82.3,47.2%,,16.4%,15/100,0.09,0.1,20.0%,20.0%,0.11,17.5%,77/100,0.12,0.09,21.9%,56.9%,75.5%,2.19,92/100,0.33,47.7%,25.5%,0.08,0.08,13/100,0.08,0.11,15.7%,18.5%,92,51/100,0.02,12.1%,57.3%,1m 1s,10.6%,79/100,5.16,1.02,0.78,0.07,2.29,True
https://www.hltv.org/stats/players/10994/stavn,stavn,Denmark,22 years,Astralis,81/100,1.12,0.73,81.1,105.4,48.9%,1.12,18.1%,42/100,0.1,0.13,24.5%,24.5%,0.15,16.4%,65/100,0.11,0.1,21.4%,52.3%,73.7%,2.95,11/100,0.06,8.2%,4.7%,0.02,0.01,38/100,0.11,0.13,18.5%,18.3%,112,41/100,0.02,9.4%,60.4%,1m 6s,5.6%,62/100,4.65,0.99,0.61,0.04,2.3,False
https://www.hltv.org/stats/players/17956/jabbi,jabbi,Denmark,21 years,Astralis,53/100,1.04,0.67,71.8,93.4,46.0%,1.05,16.3%,57/100,0.1,0.14,27.5%,27.5%,0.12,18.1%,46/100,0.1,0.1,19.4%,49.5%,73.4%,2.47,1/100,0.01,1.6%,0.9%,0.002,0.002,39/100,0.1,0.13,19.6%,19.0%,107,48/100,0.02,9.5%,62.5%,1m 8s,6.6%,54/100,4.33,0.79,0.57,0.03,2.34,False
https://www.hltv.org/stats/players/20304/staehr,Staehr,Denmark,20 years,Astralis,65/100,1.08,0.68,77.9,102.2,46.4%,1.13,16.5%,33/100,0.09,0.13,22.8%,22.8%,0.15,18.5%,65/100,0.11,0.11,22.4%,50.0%,72.1%,2.99,0/100,0.0,0.7%,0.5%,0.0007,0.0,34/100,0.1,0.13,19.0%,18.4%,114,43/100,0.02,10.2%,61.8%,1m 7s,8.1%,85/100,6.91,0.83,0.78,0.04,2.34,False
https://www.hltv.org/stats/players/150/maj3r,MAJ3R,Turkey,33 years,Eternal Fire,39/100,0.94,0.63,71.9,88.8,44.1%,,14.7%,25/100,0.09,0.12,21.1%,21.1%,0.14,19.6%,43/100,0.09,0.1,19.3%,48.4%,73.4%,2.73,7/100,0.04,6.7%,3.5%,0.009,0.01,15/100,0.08,0.11,17.4%,19.1%,111,41/100,0.02,9.7%,53.4%,1m 4s,6.9%,82/100,5.33,1.09,0.84,0.08,2.31,True
https://www.hltv.org/stats/players/7938/xantares,XANTARES,Turkey,29 years,Eternal Fire,97/100,1.16,0.81,89.1,108.7,51.5%,,21.2%,38/100,0.1,0.13,21.6%,21.6%,0.16,15.4%,88/100,0.14,0.11,25.2%,56.4%,74.9%,3.16,0/100,0.01,1.0%,0.7%,0.002,0.0006,32/100,0.11,0.13,16.4%,16.7%,103,33/100,0.02,7.3%,59.6%,1m 0s,5.8%,58/100,5.17,0.92,0.55,0.03,2.02,False
https://www.hltv.org/stats/players/8574/woxic,woxic,Turkey,26 years,Eternal Fire,74/100,1.11,0.73,75.5,96.3,48.6%,,18.1%,16/100,0.08,0.11,19.0%,19.0%,0.11,18.0%,68/100,0.12,0.08,19.5%,60.1%,75.7%,1.96,93/100,0.39,53.8%,29.8%,0.11,0.09,38/100,0.1,0.14,19.2%,18.2%,103,68/100,0.03,13.9%,60.8%,1m 9s,8.2%,51/100,2.64,0.73,0.66,0.06,2.28,False
https://www.hltv.org/stats/players/8575/calyx,Calyx,Turkey,26 years,Eternal Fire,69/100,1.07,0.71,75.6,94.1,48.0%,,17.4%,34/100,0.09,0.12,23.4%,23.4%,0.12,18.8%,36/100,0.09,0.07,16.2%,54.2%,73.7%,2.55,5/100,0.03,4.4%,2.4%,0.008,0.006,46/100,0.1,0.14,20.3%,19.5%,105,55/100,0.02,10.9%,60.3%,1m 7s,7.8%,41/100,3.73,0.82,0.5,0.03,2.05,False
https://www.hltv.org/stats/players/21243/wicadia,Wicadia,Turkey,19 years,Eternal Fire,70/100,1.06,0.7,76.1,101.8,47.0%,1.17,17.6%,57/100,0.11,0.14,26.3%,26.3%,0.15,16.5%,63/100,0.11,0.12,22.8%,48.2%,70.7%,2.75,1/100,0.01,1.9%,1.1%,0.002,0.002,40/100,0.11,0.13,18.9%,22.4%,108,44/100,0.02,8.7%,61.2%,1m 7s,6.3%,38/100,4.56,0.86,0.39,0.02,2.0,False
https://www.hltv.org/stats/players/11154/exit,exit,Brazil,28 years,MIBR,62/100,1.12,0.69,75.3,92.5,47.2%,1.02,16.5%,32/100,0.09,0.11,27.2%,27.2%,0.14,23.1%,25/100,0.07,0.06,13.0%,55.7%,73.7%,2.99,0/100,0.0,0.5%,0.3%,0.0008,0.0004,67/100,0.12,0.16,23.0%,21.9%,110,65/100,0.02,13.8%,57.1%,1m 13s,11.7%,76/100,5.68,1.27,0.64,0.05,2.43,False
https://www.hltv.org/stats/players/18717/lucaozy,Lucaozy,Brazil,23 years,MIBR,77/100,1.14,0.73,78.4,101.3,49.1%,1.15,17.9%,35/100,0.09,0.13,23.9%,23.9%,0.14,18.1%,68/100,0.11,0.1,21.9%,52.3%,73.3%,2.71,4/100,0.03,3.7%,2.1%,0.006,0.004,43/100,0.1,0.14,19.6%,19.3%,108,42/100,0.02,9.7%,59.7%,1m 5s,11.3%,41/100,3.73,0.84,0.5,0.03,2.03,False
https://www.hltv.org/stats/players/18835/saffee,saffee,Brazil,30 years,MIBR,76/100,1.16,0.74,75.2,96.7,49.2%,1.13,18.5%,24/100,0.09,0.11,21.6%,21.6%,0.11,18.7%,64/100,0.11,0.08,19.1%,58.9%,75.8%,2.09,92/100,0.36,47.8%,26.1%,0.1,0.07,39/100,0.1,0.14,19.0%,20.3%,102,57/100,0.02,10.9%,59.6%,1m 11s,10.1%,60/100,2.89,0.54,0.78,0.07,2.49,False
https://www.hltv.org/stats/players/19750/drop,drop,Brazil,20 years,MIBR,29/100,1.01,0.61,67.9,86.6,42.3%,1.07,14.5%,71/100,0.11,0.15,32.8%,32.8%,0.15,23.4%,33/100,0.09,0.09,17.7%,48.0%,73.1%,2.6,0/100,0.0,0.4%,0.3%,0.0004,0.0002,35/100,0.1,0.12,20.2%,23.7%,112,45/100,0.02,9.1%,64.4%,1m 10s,11.1%,48/100,4.58,1.02,0.49,0.03,2.11,False
https://www.hltv.org/stats/players/21037/insani,insani,Brazil,20 years,MIBR,85/100,1.17,0.74,81.9,107.3,48.7%,1.26,18.5%,66/100,0.11,0.15,25.5%,25.5%,0.17,18.1%,78/100,0.13,0.12,24.3%,51.9%,73.0%,2.93,0/100,0.01,1.0%,0.5%,0.002,0.001,44/100,0.11,0.14,19.0%,20.7%,111,34/100,0.01,6.7%,63.6%,1m 7s,7.7%,64/100,4.88,0.8,0.6,0.05,2.35,False
https://www.hltv.org/stats/players/18141/biguzera,biguzera,Brazil,27 years,paiN,77/100,1.15,0.71,80.0,102.0,47.8%,1.08,17.6%,56/100,0.1,0.14,26.2%,26.2%,0.17,19.0%,67/100,0.11,0.11,22.1%,51.1%,73.9%,3.0,2/100,0.01,2.1%,1.1%,0.003,0.001,30/100,0.1,0.13,17.9%,19.8%,112,46/100,0.02,8.4%,62.7%,1m 7s,7.4%,75/100,5.75,1.14,0.62,0.05,2.55,True
https://www.hltv.org/stats/players/19694/nqz,nqz,Brazil,19 years,paiN,59/100,1.13,0.71,70.9,89.7,48.1%,1.13,17.0%,19/100,0.08,0.1,24.1%,24.1%,0.1,20.7%,49/100,0.1,0.07,16.6%,59.7%,75.1%,1.99,92/100,0.36,50.3%,27.0%,0.09,0.07,55/100,0.1,0.15,21.6%,22.5%,100,67/100,0.03,12.3%,59.2%,1m 13s,12.0%,59/100,3.14,0.74,0.71,0.07,2.4,False
https://www.hltv.org/stats/players/20085/kauez,kauez,Brazil,21 years,paiN,69/100,1.08,0.7,75.6,98.6,47.2%,1.14,17.4%,33/100,0.09,0.13,21.4%,21.4%,0.13,18.1%,65/100,0.11,0.1,21.6%,51.4%,75.3%,2.49,1/100,0.01,1.9%,1.0%,0.003,0.001,31/100,0.1,0.13,18.1%,19.8%,107,42/100,0.02,8.9%,53.9%,1m 5s,8.0%,26/100,3.08,0.55,0.4,0.03,2.2,False
https://www.hltv.org/stats/players/20171/snow,snow,Brazil,17 years,paiN,54/100,1.07,0.67,73.1,93.4,46.1%,1.12,16.1%,62/100,0.11,0.14,28.6%,28.6%,0.16,21.2%,55/100,0.1,0.1,20.3%,50.6%,74.8%,2.76,3/100,0.02,3.5%,1.8%,0.005,0.004,51/100,0.11,0.14,20.4%,24.0%,109,50/100,0.02,9.6%,60.3%,1m 6s,8.9%,36/100,3.84,0.95,0.42,0.03,2.22,False
https://www.hltv.org/stats/players/20563/lux,lux,Brazil,22 years,paiN,71/100,1.12,0.7,78.5,100.7,47.4%,1.21,17.1%,53/100,0.1,0.14,25.4%,25.4%,0.18,19.7%,64/100,0.11,0.1,21.1%,52.4%,74.9%,2.94,3/100,0.02,2.8%,1.7%,0.004,0.003,38/100,0.1,0.13,19.1%,21.6%,112,42/100,0.02,8.5%,62.8%,1m 7s,7.8%,69/100,5.83,1.06,0.61,0.03,2.02,False
https://www.hltv.org/stats/players/8918/electronic,electroNic,Russia,26 years,Virtus.pro,84/100,1.08,0.73,81.9,102.8,48.6%,,18.5%,39/100,0.09,0.13,22.6%,22.6%,0.15,17.3%,70/100,0.12,0.11,22.6%,51.6%,72.9%,3.07,0/100,0.0,0.7%,0.4%,0.001,0.0005,35/100,0.1,0.14,18.4%,18.4%,109,45/100,0.02,8.4%,63.0%,1m 6s,7.7%,61/100,4.6,0.81,0.64,0.03,2.05,False
https://www.hltv.org/stats/players/12732/fl1t,FL1T,Russia,23 years,Virtus.pro,79/100,1.13,0.72,80.2,102.7,48.8%,1.1,17.8%,29/100,0.09,0.12,20.2%,20.2%,0.15,18.4%,44/100,0.09,0.09,18.2%,51.8%,73.3%,3.02,3/100,0.02,3.2%,1.9%,0.005,0.004,46/100,0.1,0.14,20.0%,18.7%,111,48/100,0.02,10.0%,61.7%,1m 6s,10.7%,56/100,5.07,1.21,0.49,0.04,2.47,False
https://www.hltv.org/stats/players/16612/n0rb3r7,n0rb3r7,Russia,23 years,Virtus.pro,71/100,1.08,0.7,77.6,102.7,46.4%,1.11,17.5%,34/100,0.09,0.13,22.0%,22.0%,0.14,17.0%,64/100,0.11,0.11,22.5%,49.7%,70.6%,2.8,4/100,0.03,4.1%,2.2%,0.007,0.005,10/100,0.08,0.11,15.2%,16.9%,111,43/100,0.02,7.8%,64.6%,1m 4s,5.6%,47/100,4.28,0.75,0.5,0.03,2.26,False
https://www.hltv.org/stats/players/20101/fame,fame,Russia,21 years,Virtus.pro,68/100,1.1,0.71,75.5,98.4,47.5%,1.2,17.3%,41/100,0.09,0.13,26.0%,26.0%,0.12,18.1%,65/100,0.11,0.1,21.5%,52.1%,73.2%,2.59,1/100,0.01,1.7%,1.0%,0.003,0.002,44/100,0.11,0.14,19.6%,18.3%,107,43/100,0.02,7.8%,60.9%,1m 10s,8.3%,44/100,3.44,0.78,0.54,0.03,2.24,False
https://www.hltv.org/stats/players/13138/maka,Maka,France,27 years,3DMAX,68/100,1.12,0.71,74.6,97.6,47.9%,1.09,17.5%,25/100,0.09,0.12,20.6%,20.6%,0.12,17.8%,78/100,0.13,0.1,22.5%,56.6%,71.8%,2.24,91/100,0.31,43.7%,24.4%,0.08,0.08,27/100,0.09,0.13,18.0%,19.7%,105,57/100,0.02,11.7%,57.5%,1m 7s,10.0%,80/100,4.81,1.06,0.94,0.08,2.52,True
https://www.hltv.org/stats/players/13497/lucky,Lucky,France,26 years,3DMAX,62/100,1.09,0.68,76.7,98.0,46.3%,1.05,16.3%,49/100,0.1,0.13,26.1%,26.1%,0.16,19.8%,44/100,0.09,0.09,18.1%,52.2%,74.1%,2.95,11/100,0.06,9.0%,4.7%,0.02,0.01,43/100,0.1,0.14,20.2%,20.6%,113,49/100,0.02,10.3%,62.4%,1m 7s,8.3%,69/100,6.93,1.27,0.5,0.04,2.62,False
