full_url,player,country,age,team,firepower,rating_2,kpr,damage_per_round,dpr_win,rounds_with_kill,pistol_round_rating,rounds_with_multi_kill,entrying,saved_by_teammate_pr,traded_deaths_pr,traded_death_percentage,opening_death_traded_percentage,asists_pr,support_rounds,opening,opening_kills_pr,opening_deaths_pr,opening_attempts,opening_sucess,win_percent_after_open_kill,attacks_per_round,sniping,sniping_kpr,sniping_k_percentage,rounds_w_sniping_k_percentage,sniping_multi_kill_rounds,sniping_opening_kpr,trading,saved_teammate_pr,trade_kills_pr,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,clutching,clutch_points_pr,last_alive_percentage,one_v_one_percentage,time_alive_pr,saved_per_round_loss,utility,utility_damage_pr,utility_kills_per100_r,flashes_thrown_pr,flash_assists_pr,timme_opponent_flashed_pr,is_igl
https://www.hltv.org/stats/players/19738/djoko,Djoko,France,27 years,3DMAX,62/100,1.05,0.68,75.0,98.7,45.6%,1.17,16.8%,68/100,0.12,0.15,27.6%,27.6%,0.15,17.3%,66/100,0.11,0.12,23.6%,47.5%,73.3%,2.62,0/100,0.01,0.7%,0.4%,0.001,0.0003,39/100,0.11,0.13,19.2%,20.5%,110,33/100,0.02,7.4%,62.0%,1m 1s,5.6%,66/100,5.75,1.03,0.56,0.04,2.19,False
https://www.hltv.org/stats/players/19739/ex3rcice,Ex3rcice,France,24 years,3DMAX,48/100,1.03,0.66,71.2,91.0,44.9%,1.09,16.0%,39/100,0.1,0.13,24.6%,24.6%,0.13,20.2%,29/100,0.08,0.08,16.6%,48.7%,73.5%,2.6,0/100,0.01,1.4%,0.7%,0.001,0.001,51/100,0.11,0.14,21.3%,21.5%,108,57/100,0.02,10.4%,65.4%,1m 6s,7.4%,53/100,3.9,0.71,0.61,0.04,2.06,False
https://www.hltv.org/stats/players/21969/graviti,Graviti,France,21 years,3DMAX,45/100,1.01,0.65,72.3,95.8,44.9%,0.87,15.3%,82/100,0.13,0.16,26.6%,26.6%,0.16,17.5%,70/100,0.12,0.13,25.2%,46.4%,71.7%,2.69,0/100,0.0,0.2%,0.1%,0.0004,0.0,42/100,0.11,0.13,20.0%,22.2%,112,30/100,0.01,7.3%,57.4%,1m 1s,6.5%,64/100,4.85,0.82,0.6,0.05,2.28,False
https://www.hltv.org/stats/players/8738/elige,EliGE,United States,27 years,Complexity,88/100,1.08,0.75,83.3,95.5,49.7%,,19.0%,32/100,0.1,0.12,19.4%,19.4%,0.16,15.6%,81/100,0.13,0.12,25.0%,51.9%,73.4%,3.12,0/100,0.01,0.9%,0.6%,0.001,0.001,44/100,0.12,0.14,18.0%,18.7%,97,32/100,0.02,6.3%,63.9%,0m 57s,4.9%,45/100,4.22,0.73,0.52,0.03,1.91,False
https://www.hltv.org/stats/players/11630/jt,JT,South Africa,25 years,Complexity,36/100,1.0,0.62,70.7,90.2,43.2%,0.91,14.7%,81/100,0.12,0.16,28.6%,28.6%,0.15,19.6%,49/100,0.1,0.11,20.9%,46.4%,74.1%,2.74,3/100,0.02,3.2%,1.5%,0.004,0.004,42/100,0.11,0.13,20.6%,20.1%,113,40/100,0.02,9.7%,59.7%,1m 1s,5.2%,77/100,4.7,0.79,0.84,0.07,2.48,False
https://www.hltv.org/stats/players/12840/hallzerk,hallzerk,Norway,24 years,Complexity,65/100,1.09,0.71,72.8,96.5,47.5%,1.08,17.6%,32/100,0.1,0.12,22.8%,22.8%,0.1,16.9%,70/100,0.12,0.09,20.5%,58.1%,74.0%,1.91,93/100,0.37,51.3%,27.8%,0.1,0.08,55/100,0.11,0.15,21.5%,18.6%,102,64/100,0.02,11.8%,62.2%,1m 26s,6.9%,55/100,3.24,0.67,0.63,0.07,2.56,False
https://www.hltv.org/stats/players/13578/grim,Grim,United States,24 years,Complexity,74/100,1.1,0.71,77.7,101.7,46.8%,1.2,17.8%,86/100,0.12,0.17,30.6%,30.6%,0.14,17.4%,50/100,0.1,0.11,20.6%,48.2%,72.2%,2.9,0/100,0.01,0.8%,0.4%,0.001,0.0006,68/100,0.13,0.16,22.3%,19.2%,109,39/100,0.02,7.8%,61.8%,1m 4s,5.9%,42/100,3.7,0.63,0.5,0.03,2.33,False
https://www.hltv.org/stats/players/16486/ztr,ztr,Sweden,21 years,GamerLegion,39/100,0.99,0.63,70.8,92.9,43.9%,0.88,15.1%,48/100,0.1,0.14,23.6%,23.6%,0.15,18.2%,34/100,0.08,0.1,18.8%,45.0%,73.6%,2.89,0/100,0.0,0.7%,0.4%,0.001,0.0005,45/100,0.1,0.13,21.2%,21.9%,112,55/100,0.02,10.4%,69.3%,1m 5s,6.1%,85/100,6.25,1.23,0.71,0.06,2.51,True
https://www.hltv.org/stats/players/20301/tauson,Tauson,Denmark,19 years,GamerLegion,51/100,1.03,0.66,73.9,94.9,45.3%,1.07,15.8%,42/100,0.1,0.13,23.0%,23.0%,0.15,19.1%,50/100,0.1,0.11,20.6%,48.5%,70.9%,2.85,1/100,0.01,1.7%,0.9%,0.003,0.002,38/100,0.1,0.13,19.9%,20.0%,112,39/100,0.01,9.8%,57.1%,1m 5s,7.0%,47/100,4.65,0.94,0.46,0.04,2.09,False
https://www.hltv.org/stats/players/20358/volt,volt,Romania,23 years,GamerLegion,49/100,1.04,0.66,73.0,93.8,44.9%,1.06,15.6%,56/100,0.11,0.14,26.6%,26.6%,0.15,20.7%,37/100,0.09,0.1,18.4%,48.3%,70.7%,2.69,0/100,0.01,1.2%,0.6%,0.001,0.001,60/100,0.12,0.15,22.3%,21.4%,111,54/100,0.02,10.1%,63.9%,1m 7s,7.1%,55/100,4.55,0.81,0.56,0.03,2.23,False
https://www.hltv.org/stats/players/20870/sl3nd,sl3nd,Hungary,20 years,GamerLegion,67/100,1.14,0.71,75.1,96.3,48.6%,1.03,17.1%,18/100,0.09,0.1,20.1%,20.1%,0.13,20.4%,47/100,0.1,0.06,16.2%,60.9%,73.6%,2.27,92/100,0.35,48.6%,26.9%,0.09,0.07,45/100,0.1,0.14,20.1%,22.1%,106,72/100,0.03,14.5%,55.7%,1m 12s,13.4%,77/100,5.53,1.27,0.66,0.06,2.38,False
https://www.hltv.org/stats/players/20994/fl4mus,FL4MUS,Russia,20 years,GamerLegion,68/100,1.06,0.69,76.7,102.4,46.5%,1.12,17.4%,56/100,0.1,0.15,25.6%,25.6%,0.17,17.4%,72/100,0.12,0.12,23.8%,49.5%,73.5%,2.77,0/100,0.0,0.4%,0.2%,0.0,0.0,36/100,0.11,0.13,18.4%,22.6%,111,39/100,0.02,8.2%,61.3%,1m 3s,4.7%,42/100,4.35,0.56,0.45,0.02,2.37,False
https://www.hltv.org/stats/players/5794/tabsen,tabseN,Germany,29 years,BIG,82/100,1.04,0.72,83.2,87.4,47.0%,,18.2%,19/100,0.1,0.11,17.6%,17.6%,0.16,16.2%,70/100,0.12,0.12,23.7%,49.1%,73.2%,3.1,7/100,0.04,5.3%,2.8%,0.01,0.008,15/100,0.09,0.1,14.5%,17.9%,91,29/100,0.02,5.5%,62.1%,0m 50s,4.5%,83/100,8.41,1.24,0.67,0.05,2.42,True
https://www.hltv.org/stats/players/7266/syrson,syrsoN,Germany,28 years,BIG,70/100,1.09,0.73,73.7,93.9,48.7%,,18.0%,12/100,0.08,0.1,17.8%,17.8%,0.1,15.9%,85/100,0.14,0.1,23.2%,58.7%,75.7%,1.74,95/100,0.45,61.3%,34.0%,0.12,0.11,24/100,0.09,0.12,17.0%,17.7%,96,53/100,0.02,12.0%,59.4%,1m 2s,8.3%,40/100,2.56,0.68,0.52,0.05,2.35,False
https://www.hltv.org/stats/players/12708/rigon,rigoN,Switzerland,25 years,BIG,82/100,1.08,0.73,79.9,106.2,48.3%,1.2,18.3%,53/100,0.1,0.15,22.7%,22.7%,0.14,14.7%,73/100,0.12,0.12,24.2%,49.5%,72.1%,2.64,6/100,0.04,4.8%,2.6%,0.009,0.006,30/100,0.1,0.13,17.6%,18.3%,109,36/100,0.02,8.2%,64.9%,0m 56s,3.1%,26/100,3.74,0.81,0.31,0.02,2.32,False
https://www.hltv.org/stats/players/14929/jdc,JDC,Germany,24 years,BIG,65/100,1.06,0.69,75.9,97.8,46.3%,1.15,17.0%,39/100,0.1,0.13,23.3%,23.3%,0.14,18.2%,48/100,0.1,0.1,20.3%,48.6%,69.3%,2.69,2/100,0.02,2.5%,1.3%,0.005,0.003,42/100,0.1,0.14,20.0%,19.0%,110,39/100,0.02,8.2%,59.2%,1m 4s,5.5%,45/100,3.45,0.53,0.58,0.03,1.94,False
https://www.hltv.org/stats/players/19899/krimbo,Krimbo,Germany,22 years,BIG,66/100,1.12,0.7,75.9,96.0,47.7%,1.12,16.9%,14/100,0.08,0.1,22.2%,22.2%,0.13,21.1%,38/100,0.09,0.07,16.3%,55.0%,71.7%,2.78,6/100,0.03,4.9%,2.5%,0.008,0.006,39/100,0.1,0.14,19.5%,20.1%,109,77/100,0.03,15.2%,60.3%,1m 11s,11.5%,84/100,6.64,1.29,0.67,0.06,2.49,False
https://www.hltv.org/stats/players/630/mutiris,MUTiRiS,Portugal,31 years,SAW,60/100,0.99,0.67,76.2,83.6,46.4%,,16.2%,21/100,0.1,0.11,20.8%,20.8%,0.15,17.9%,53/100,0.1,0.1,20.2%,50.0%,73.7%,2.96,0/100,0.0,0.5%,0.3%,0.0005,0.0006,20/100,0.09,0.11,16.5%,20.9%,95,34/100,0.02,8.4%,61.1%,0m 55s,5.3%,83/100,5.98,1.0,0.8,0.04,2.56,True
https://www.hltv.org/stats/players/2241/roman,roman,Portugal,32 years,SAW,51/100,0.97,0.67,72.8,81.3,45.9%,,15.8%,28/100,0.1,0.12,23.1%,23.1%,0.13,17.6%,44/100,0.09,0.09,18.2%,52.1%,74.5%,2.68,1/100,0.01,1.7%,0.9%,0.002,0.001,31/100,0.1,0.12,17.9%,21.9%,94,34/100,0.02,8.8%,55.2%,0m 56s,5.6%,54/100,4.24,0.65,0.6,0.03,2.18,False
https://www.hltv.org/stats/players/20462/story,story,Portugal,22 years,SAW,52/100,1.09,0.68,70.3,90.5,47.0%,1.02,16.4%,23/100,0.09,0.11,24.0%,24.0%,0.11,19.2%,60/100,0.11,0.07,18.4%,59.2%,76.2%,2.09,91/100,0.32,46.4%,24.7%,0.08,0.07,46/100,0.1,0.14,20.9%,21.8%,103,63/100,0.02,13.2%,56.6%,1m 10s,9.4%,72/100,3.95,0.81,0.85,0.1,2.69,False
https://www.hltv.org/stats/players/21014/ag1l,Ag1l,Portugal,21 years,SAW,44/100,1.01,0.65,71.6,91.7,45.3%,1.01,15.2%,49/100,0.1,0.13,27.5%,27.5%,0.14,19.9%,20/100,0.07,0.08,14.7%,48.5%,70.2%,2.8,1/100,0.01,1.2%,0.7%,0.002,0.001,71/100,0.12,0.16,24.3%,22.5%,110,54/100,0.02,10.9%,59.4%,1m 8s,7.4%,70/100,4.92,0.85,0.67,0.05,2.36,False
https://www.hltv.org/stats/players/21136/shr,Shr,Portugal,23 years,SAW,85/100,1.1,0.75,80.9,110.0,49.5%,1.19,18.8%,48/100,0.1,0.14,23.0%,23.0%,0.15,13.9%,75/100,0.12,0.12,24.2%,50.7%,70.8%,2.78,17/100,0.09,12.4%,7.0%,0.02,0.02,48/100,0.11,0.15,19.4%,18.9%,108,38/100,0.02,8.8%,66.1%,0m 59s,4.5%,25/100,2.89,0.48,0.37,0.03,2.5,False
https://www.hltv.org/stats/players/8507/stanislaw,stanislaw,Canada,30 years,Wildcard,44/100,0.96,0.64,72.5,82.6,44.4%,,15.3%,37/100,0.1,0.13,22.6%,22.6%,0.15,19.6%,45/100,0.09,0.11,20.0%,47.2%,73.5%,2.84,3/100,0.02,2.8%,1.5%,0.004,0.003,18/100,0.09,0.11,17.1%,19.6%,103,42/100,0.02,9.3%,59.1%,0m 59s,5.5%,78/100,5.98,1.14,0.68,0.05,2.15,False
https://www.hltv.org/stats/players/8711/sonic,Sonic,South Africa,26 years,Wildcard,81/100,1.09,0.73,79.0,98.4,48.8%,,18.4%,59/100,0.11,0.14,26.8%,26.8%,0.15,17.7%,60/100,0.11,0.09,19.8%,54.8%,73.4%,2.71,26/100,0.12,16.8%,8.8%,0.03,0.03,58/100,0.12,0.15,20.7%,20.0%,106,52/100,0.02,10.6%,61.7%,1m 2s,5.8%,68/100,4.46,0.96,0.69,0.05,2.35,False
https://www.hltv.org/stats/players/16726/phzy,phzy,Sweden,22 years,Wildcard,61/100,1.09,0.69,73.0,94.9,47.0%,1.13,17.1%,18/100,0.08,0.11,21.6%,21.6%,0.11,18.9%,53/100,0.1,0.08,18.5%,55.6%,73.6%,2.12,91/100,0.32,45.7%,25.5%,0.08,0.07,33/100,0.09,0.13,19.3%,19.2%,105,65/100,0.02,13.4%,60.3%,1m 9s,9.7%,57/100,3.21,0.71,0.66,0.07,2.5,False
https://www.hltv.org/stats/players/21163/susp,susp,Sweden,19 years,Wildcard,64/100,1.09,0.68,77.0,99.5,46.0%,1.14,16.6%,45/100,0.1,0.13,23.3%,23.3%,0.18,20.1%,69/100,0.12,0.12,24.0%,48.3%,71.4%,2.9,0/100,0.01,0.8%,0.4%,0.0009,0.001,39/100,0.11,0.13,19.1%,21.5%,114,47/100,0.02,8.6%,60.0%,1m 4s,5.6%,42/100,5.0,0.66,0.4,0.02,1.91,False
https://www.hltv.org/stats/players/21665/jba,JBa,United States,20 years,Wildcard,72/100,1.12,0.72,76.1,95.6,48.1%,1.28,17.4%,64/100,0.11,0.14,30.2%,30.2%,0.14,20.5%,31/100,0.08,0.07,15.7%,52.6%,72.7%,2.75,0/100,0.0,0.5%,0.3%,0.0005,0.0004,79/100,0.13,0.17,23.6%,23.9%,106,72/100,0.03,12.2%,58.2%,1m 9s,7.6%,42/100,4.74,0.96,0.41,0.03,1.9,False
https://www.hltv.org/stats/players/9115/dexter,dexter,Australia,30 years,FlyQuest,78/100,1.05,0.72,79.1,100.0,47.9%,,17.9%,33/100,0.09,0.13,21.1%,21.1%,0.15,17.1%,73/100,0.12,0.11,22.5%,52.9%,75.6%,2.87,4/100,0.03,3.9%,2.2%,0.007,0.007,25/100,0.09,0.12,17.3%,18.9%,109,36/100,0.02,7.5%,58.8%,1m 3s,3.8%,79/100,5.27,1.2,0.74,0.06,2.38,True
https://www.hltv.org/stats/players/10588/liazz,Liazz,Australia,27 years,FlyQuest,69/100,1.07,0.69,77.6,95.6,46.7%,,17.0%,53/100,0.1,0.13,30.3%,30.3%,0.16,21.0%,34/100,0.09,0.07,16.0%,53.2%,74.2%,3.06,0/100,0.01,0.8%,0.5%,0.001,0.0008,51/100,0.11,0.14,20.6%,21.0%,111,56/100,0.02,10.7%,65.8%,1m 6s,6.8%,61/100,4.9,1.13,0.58,0.04,2.02,False
https://www.hltv.org/stats/players/11139/alistair,aliStair,Australia,26 years,FlyQuest,67/100,1.13,0.71,73.9,93.6,48.1%,1.12,17.5%,25/100,0.09,0.11,20.9%,20.9%,0.12,17.8%,81/100,0.13,0.1,23.0%,56.1%,77.5%,2.19,90/100,0.3,41.8%,22.2%,0.08,0.07,18/100,0.08,0.12,16.4%,19.7%,104,55/100,0.02,10.9%,61.6%,1m 5s,5.9%,56/100,3.32,1.03,0.66,0.06,2.2,False
https://www.hltv.org/stats/players/11140/ins,INS,Australia,26 years,FlyQuest,92/100,1.2,0.76,86.0,108.0,49.7%,1.23,19.6%,41/100,0.1,0.13,23.4%,23.4%,0.18,17.5%,71/100,0.12,0.1,21.9%,53.5%,77.0%,3.39,5/100,0.03,3.9%,2.2%,0.007,0.006,25/100,0.09,0.13,16.6%,19.8%,113,50/100,0.02,9.7%,61.7%,1m 4s,4.5%,81/100,8.9,1.97,0.65,0.04,2.19,False
https://www.hltv.org/stats/players/17384/vexite,Vexite,Australia,20 years,FlyQuest,85/100,1.15,0.75,81.0,103.4,49.1%,1.17,18.7%,53/100,0.11,0.14,25.5%,25.5%,0.15,17.3%,73/100,0.12,0.11,23.0%,51.9%,74.8%,2.88,0/100,0.01,1.0%,0.6%,0.002,0.002,48/100,0.11,0.14,19.3%,19.7%,108,33/100,0.01,8.0%,62.8%,1m 2s,4.4%,59/100,4.88,1.14,0.55,0.04,2.23,False
https://www.hltv.org/stats/players/15370/slaxz,slaxz-,Germany,26 years,M80,64/100,1.13,0.71,72.5,95.0,47.8%,1.09,17.4%,18/100,0.09,0.11,19.7%,19.7%,0.1,18.8%,76/100,0.13,0.08,20.7%,61.6%,73.8%,1.76,95/100,0.45,63.0%,34.9%,0.12,0.11,30/100,0.09,0.13,18.5%,18.0%,102,62/100,0.02,12.5%,58.3%,1m 8s,10.0%,64/100,3.4,0.67,0.77,0.08,2.49,False
https://www.hltv.org/stats/players/16599/swisher,Swisher,United States,26 years,M80,78/100,1.11,0.72,80.3,102.9,48.0%,1.14,17.8%,54/100,0.1,0.14,24.6%,24.6%,0.17,17.5%,58/100,0.11,0.11,21.4%,49.5%,73.2%,3.17,1/100,0.01,1.9%,1.0%,0.003,0.002,44/100,0.11,0.14,19.6%,20.0%,112,42/100,0.02,8.4%,63.4%,1m 2s,4.8%,81/100,5.72,1.26,0.71,0.06,2.4,False
https://www.hltv.org/stats/players/17378/reck,reck,United States,21 years,M80,65/100,1.07,0.69,75.8,97.9,47.1%,1.15,16.8%,54/100,0.1,0.14,26.7%,26.7%,0.14,17.5%,38/100,0.09,0.09,18.4%,48.9%,71.9%,2.77,1/100,0.01,1.2%,0.6%,0.002,0.001,38/100,0.1,0.13,19.3%,20.6%,109,51/100,0.02,10.0%,64.4%,1m 4s,4.8%,52/100,3.9,0.66,0.6,0.04,2.05,False
https://www.hltv.org/stats/players/20104/s1n,s1n,Germany,22 years,M80,61/100,1.08,0.67,76.6,96.6,45.7%,1.16,16.5%,39/100,0.09,0.13,23.4%,23.4%,0.16,20.9%,36/100,0.09,0.09,17.6%,49.8%,73.0%,2.98,2/100,0.02,2.6%,1.4%,0.004,0.003,52/100,0.1,0.15,21.8%,20.6%,114,49/100,0.02,10.6%,54.9%,1m 5s,8.4%,91/100,6.83,1.07,0.93,0.08,2.47,True
https://www.hltv.org/stats/players/22921/lake,Lake,United States,20 years,M80,91/100,1.17,0.76,85.0,115.3,49.0%,1.15,19.5%,78/100,0.12,0.16,26.5%,26.5%,0.21,16.1%,84/100,0.14,0.15,28.7%,49.3%,72.0%,3.26,1/100,0.01,1.1%,0.8%,0.002,0.001,42/100,0.12,0.13,17.7%,23.1%,112,44/100,0.02,7.5%,60.9%,1m 1s,4.8%,48/100,4.76,0.8,0.46,0.03,2.16,False
https://www.hltv.org/stats/players/9219/felps,felps,Brazil,28 years,Imperial,89/100,1.07,0.75,83.7,106.9,49.5%,,19.1%,51/100,0.1,0.14,22.7%,22.7%,0.17,15.1%,85/100,0.14,0.13,26.9%,50.5%,75.8%,3.09,4/100,0.03,3.6%,2.1%,0.007,0.007,18/100,0.09,0.12,15.5%,18.6%,109,28/100,0.01,6.7%,57.8%,1m 2s,6.2%,49/100,3.67,0.73,0.63,0.03,1.82,False
https://www.hltv.org/stats/players/12822/vini,VINI,Brazil,25 years,Imperial,48/100,1.04,0.65,72.7,92.0,44.2%,1.05,15.7%,56/100,0.1,0.14,27.7%,27.7%,0.14,20.4%,42/100,0.09,0.1,19.1%,48.3%,74.4%,2.81,1/100,0.01,1.4%,0.7%,0.002,0.0009,27/100,0.09,0.12,18.7%,20.3%,112,41/100,0.02,7.9%,61.2%,1m 7s,5.8%,58/100,4.5,0.84,0.61,0.03,2.09,False
https://www.hltv.org/stats/players/19869/try,try,Argentina,20 years,Imperial,79/100,1.18,0.75,76.2,98.2,49.8%,1.11,18.8%,28/100,0.09,0.12,22.2%,22.2%,0.1,18.0%,70/100,0.12,0.08,19.7%,61.4%,73.6%,1.97,93/100,0.4,52.7%,30.3%,0.11,0.09,50/100,0.1,0.15,20.3%,18.9%,101,60/100,0.02,11.6%,58.5%,1m 10s,10.3%,68/100,3.72,0.82,0.8,0.09,2.6,False
https://www.hltv.org/stats/players/20183/decenty,decenty,Brazil,20 years,Imperial,78/100,1.13,0.73,77.4,97.9,48.9%,1.19,18.3%,17/100,0.08,0.11,20.9%,20.9%,0.14,19.8%,34/100,0.09,0.07,15.6%,54.8%,73.6%,2.64,7/100,0.04,5.1%,2.8%,0.01,0.006,74/100,0.12,0.17,23.5%,22.6%,106,58/100,0.02,11.4%,64.4%,1m 7s,10.0%,21/100,2.84,0.57,0.32,0.03,2.31,False
https://www.hltv.org/stats/players/22564/noway,noway,Brazil,19 years,Imperial,62/100,1.1,0.69,75.5,96.9,47.0%,1.15,16.4%,68/100,0.11,0.15,25.0%,25.0%,0.19,20.6%,61/100,0.11,0.11,21.8%,49.9%,72.3%,2.77,1/100,0.01,1.5%,1.0%,0.002,0.001,44/100,0.1,0.14,19.7%,26.6%,109,32/100,0.01,6.9%,53.2%,1m 6s,7.9%,48/100,4.77,0.72,0.5,0.02,1.74,False
https://www.hltv.org/stats/players/17803/fear,fear,Ukraine,24 years,Passion UA,43/100,1.05,0.64,72.2,92.1,44.8%,0.94,15.1%,67/100,0.11,0.15,28.4%,28.4%,0.18,21.8%,41/100,0.09,0.1,18.8%,49.0%,72.4%,2.91,0/100,0.01,0.9%,0.6%,0.0005,0.0006,49/100,0.1,0.14,21.1%,26.5%,113,52/100,0.02,10.7%,63.9%,1m 8s,10.4%,77/100,6.52,1.35,0.62,0.05,2.28,True
https://www.hltv.org/stats/players/23046/jambo,jambo,Ukraine,20 years,Passion UA,80/100,1.19,0.74,77.7,101.3,49.1%,1.15,18.6%,33/100,0.1,0.12,24.8%,24.8%,0.16,19.6%,87/100,0.14,0.1,24.1%,60.0%,72.3%,2.14,89/100,0.3,40.3%,22.6%,0.08,0.08,44/100,0.1,0.14,19.1%,24.8%,106,65/100,0.03,12.2%,56.2%,1m 8s,9.3%,52/100,3.35,0.89,0.59,0.06,2.43,False
https://www.hltv.org/stats/players/23413/s-chilla,s-chilla,Ukraine,19 years,Passion UA,34/100,1.02,0.62,70.5,89.5,43.9%,1.04,14.2%,84/100,0.12,0.16,32.4%,32.4%,0.2,22.7%,39/100,0.09,0.1,18.7%,48.0%,72.9%,2.74,0/100,0.0,0.5%,0.3%,0.0005,0.0,43/100,0.11,0.13,20.1%,27.9%,113,42/100,0.02,8.3%,64.9%,1m 6s,7.5%,31/100,4.42,0.87,0.31,0.02,2.02,False
https://www.hltv.org/stats/players/23414/jackasmo,jackasmo,Ukraine,17 years,Passion UA,74/100,1.11,0.71,77.9,100.4,47.6%,1.19,17.7%,41/100,0.09,0.13,26.1%,26.1%,0.19,20.5%,33/100,0.09,0.09,17.9%,48.6%,68.0%,2.76,0/100,0.01,0.8%,0.4%,0.001,0.0002,70/100,0.12,0.16,22.8%,26.2%,109,47/100,0.02,9.3%,64.7%,1m 5s,7.5%,66/100,5.43,0.81,0.59,0.04,2.21,False
https://www.hltv.org/stats/players/23415/zerrofix,zeRRoFIX,Ukraine,17 years,Passion UA,32/100,1.01,0.63,68.5,89.2,43.6%,1.06,14.5%,83/100,0.13,0.16,30.9%,30.9%,0.19,21.9%,44/100,0.09,0.11,20.2%,45.8%,74.3%,2.45,1/100,0.01,2.0%,0.8%,0.003,0.0008,66/100,0.12,0.14,22.5%,29.4%,109,35/100,0.01,8.2%,59.5%,1m 5s,9.7%,32/100,3.85,0.8,0.41,0.02,1.88,False
https://www.hltv.org/stats/players/16147/cptkurtka023,cptkurtka023,Ukraine,25 years,B8,54/100,1.03,0.66,74.0,97.9,44.9%,1.04,16.0%,83/100,0.12,0.17,29.8%,29.8%,0.16,18.8%,62/100,0.11,0.12,22.9%,47.2%,73.2%,2.64,0/100,0.0,0.3%,0.2%,0.0002,0.0001,49/100,0.11,0.14,20.8%,20.8%,111,32/100,0.02,7.2%,62.8%,1m 0s,5.0%,35/100,3.82,0.71,0.42,0.03,2.27,False
https://www.hltv.org/stats/players/19592/headtr1ck,headtr1ck,Ukraine,20 years,B8,72/100,1.15,0.73,75.3,96.0,49.2%,1.1,17.6%,29/100,0.09,0.11,24.4%,24.4%,0.13,20.1%,39/100,0.09,0.06,15.0%,60.0%,73.5%,2.31,83/100,0.26,36.2%,20.4%,0.06,0.05,72/100,0.12,0.17,23.0%,23.9%,104,72/100,0.03,14.5%,61.6%,1m 12s,12.5%,67/100,4.97,1.1,0.59,0.06,2.41,False
https://www.hltv.org/stats/players/20112/alex666,alex666,Ukraine,23 years,B8,67/100,1.08,0.69,77.2,98.9,46.6%,1.15,16.9%,55/100,0.1,0.14,25.6%,25.6%,0.18,19.7%,42/100,0.09,0.1,19.4%,47.7%,72.9%,2.9,1/100,0.01,2.0%,1.1%,0.003,0.002,52/100,0.1,0.15,21.2%,22.5%,112,51/100,0.02,10.1%,66.2%,1m 3s,7.1%,33/100,3.9,0.83,0.4,0.02,2.06,False
https://www.hltv.org/stats/players/21708/npl,npl,Ukraine,19 years,B8,74/100,1.12,0.71,78.9,103.0,47.5%,1.21,17.4%,75/100,0.12,0.15,27.8%,27.8%,0.19,18.8%,66/100,0.11,0.12,23.0%,49.0%,72.0%,2.89,0/100,0.0,0.5%,0.3%,0.0007,0.0004,66/100,0.12,0.16,22.0%,22.9%,111,45/100,0.02,8.4%,66.9%,1m 3s,6.5%,44/100,4.58,0.75,0.46,0.03,2.03,True
https://www.hltv.org/stats/players/23643/esenthial,esenthial,Ukraine,18 years,B8,25/100,0.95,0.6,65.6,84.6,42.3%,0.94,14.3%,88/100,0.12,0.17,34.5%,34.5%,0.17,22.1%,34/100,0.08,0.1,18.6%,45.3%,74.5%,2.26,0/100,0.0,0.3%,0.1%,0.0,0.0,57/100,0.11,0.14,22.5%,28.0%,109,51/100,0.02,9.4%,65.7%,1m 3s,6.8%,15/100,3.0,0.51,0.26,0.02,1.83,False
https://www.hltv.org/stats/players/11840/boombl4,Boombl4,Russia,26 years,Cloud9,54/100,1.04,0.66,75.1,96.8,44.8%,1.02,15.9%,48/100,0.1,0.14,23.6%,23.6%,0.15,17.8%,69/100,0.12,0.13,24.7%,46.7%,72.4%,3.1,3/100,0.02,3.2%,1.7%,0.004,0.004,16/100,0.08,0.11,16.9%,18.6%,114,39/100,0.02,8.1%,60.4%,1m 6s,4.8%,71/100,4.82,0.84,0.73,0.04,2.23,True
https://www.hltv.org/stats/players/15071/interz,interz,Russia,24 years,Cloud9,14/100,0.99,0.58,63.1,76.0,41.4%,1.04,12.8%,54/100,0.1,0.13,28.6%,28.6%,0.12,25.7%,17/100,0.06,0.06,12.5%,48.6%,74.5%,2.49,1/100,0.01,1.9%,0.9%,0.002,0.001,57/100,0.1,0.14,24.1%,22.9%,109,46/100,0.02,10.2%,59.3%,1m 14s,12.2%,68/100,4.99,1.0,0.63,0.05,2.29,False
https://www.hltv.org/stats/players/16555/ax1le,Ax1Le,Russia,22 years,Cloud9,81/100,1.15,0.73,80.3,102.7,48.2%,1.23,18.2%,37/100,0.09,0.13,22.4%,22.4%,0.14,19.1%,64/100,0.11,0.09,20.3%,54.7%,76.2%,3.0,3/100,0.02,3.1%,1.8%,0.005,0.003,27/100,0.1,0.13,17.4%,18.4%,111,44/100,0.02,9.0%,64.0%,1m 10s,9.5%,74/100,5.37,1.12,0.73,0.04,2.18,False
https://www.hltv.org/stats/players/20447/heavygod,HeavyGod,Israel,22 years,Cloud9,77/100,1.12,0.72,79.5,101.1,48.8%,1.25,17.7%,11/100,0.08,0.1,18.6%,18.6%,0.14,18.5%,53/100,0.1,0.09,19.7%,52.5%,70.2%,2.77,0/100,0.0,0.7%,0.5%,0.0008,0.0007,39/100,0.1,0.14,19.0%,20.1%,110,69/100,0.03,12.4%,63.5%,1m 9s,8.9%,56/100,3.37,0.6,0.72,0.04,2.12,False
