full_url,firepower,entrying,trading,opening,clutching,sniping,utility,player_name,map
https://www.hltv.org/stats/players/18141/biguzera?maps=de_mirage,0.72,0.34,0.2,0.77,0.4,0.02,0.55,biguzera,de_mirage
https://www.hltv.org/stats/players/19694/nqz?maps=de_mirage,0.56,0.14,0.47,0.46,0.71,0.92,0.58,nqz,de_mirage
https://www.hltv.org/stats/players/20085/kauez?maps=de_mirage,0.77,0.45,0.21,0.68,0.33,0.02,0.34,kauez,de_mirage
https://www.hltv.org/stats/players/20171/snow?maps=de_mirage,0.57,0.68,0.32,0.58,0.36,0.04,0.33,snow,de_mirage
https://www.hltv.org/stats/players/20563/lux?maps=de_mirage,0.72,0.24,0.2,0.65,0.58,0.03,0.72,lux,de_mirage
https://www.hltv.org/stats/players/8918/electronic?maps=de_mirage,0.87,0.34,0.35,0.7,0.5,0.0,0.54,electroNic,de_mirage
https://www.hltv.org/stats/players/12732/fl1t?maps=de_mirage,0.88,0.33,0.43,0.56,0.41,0.01,0.52,FL1T,de_mirage
https://www.hltv.org/stats/players/16612/n0rb3r7?maps=de_mirage,0.59,0.32,0.06,0.55,0.49,0.08,0.45,n0rb3r7,de_mirage
https://www.hltv.org/stats/players/20101/fame?maps=de_mirage,0.86,0.36,0.36,0.76,0.46,0.01,0.45,fame,de_mirage
https://www.hltv.org/stats/players/13138/maka?maps=de_mirage,0.79,0.14,0.22,0.74,0.5,0.91,0.7,Maka,de_mirage
https://www.hltv.org/stats/players/13497/lucky?maps=de_mirage,0.55,0.17,0.35,0.25,0.32,0.28,0.45,Lucky,de_mirage
https://www.hltv.org/stats/players/19738/djoko?maps=de_mirage,0.3,0.29,0.12,0.53,0.13,0.02,0.46,Djoko,de_mirage
https://www.hltv.org/stats/players/19739/ex3rcice?maps=de_mirage,0.45,0.29,0.93,0.1,0.22,0.0,0.63,Ex3rcice,de_mirage
https://www.hltv.org/stats/players/21969/graviti?maps=de_mirage,0.04,0.13,0.01,0.27,0.63,0.0,0.56,Graviti,de_mirage
https://www.hltv.org/stats/players/8738/elige?maps=de_mirage,0.92,0.3,0.34,0.87,0.32,0.0,0.37,EliGE,de_mirage
https://www.hltv.org/stats/players/11630/jt?maps=de_mirage,0.62,0.53,0.45,0.46,0.4,0.09,0.64,JT,de_mirage
