feature,family,icc1,eta2_H,p_kw,mean,sd,q_bh
combo_WD,keydyn,0.08840653571265061,0.07943771420815099,0.07403757060168005,0.10007829323727836,0.04595388071324825,0.27049022330667233
frac_air,micro,0.08542294401003883,0.06135629991444444,0.11695405903938651,0.08861164827448294,0.04522261530129938,0.3584076002819909
disp_20s,macro,0.08210279568253423,0.08357956740151261,0.06645091317228197,1697.9894273921586,622.7253041273694,0.27049022330667233
presses_D_per_s,keydyn,0.07743972113306542,0.025458333593032227,0.266334849145917,0.7906232461331223,0.22261551912981783,0.5250532918248335
accel_std,micro,0.0745131782926469,0.09688188424924689,0.04659708327891165,518.4892174478429,70.666280988394,0.22133614557483033
presses_S_per_s,keydyn,0.0732305747651577,0.06729633290217307,0.10092241074724644,0.17309006395839036,0.09493315455071179,0.3306078972754624
frac_ducked,micro,0.06729847543816278,0.07001147267928684,0.09425802498142322,0.05117068367838369,0.05628083844150282,0.3198040133298288
stop_crouch_stop_frac,event,0.06455849074928202,0.07867409678116791,0.07551818773791628,0.019714710752188228,0.04603076252240584,0.27049022330667233
radius_gyration,macro,0.06299243702046677,0.062435828449266526,0.1138861676344654,889.2528151892427,281.23201838794864,0.3584076002819909
disp_10s,macro,0.05779071171573842,0.04610817247595378,0.1684335579497952,1569.5344318195102,659.0177039289895,0.45717680014944406
combo_switch_per_s,keydyn,0.05678605710914491,0.04936389933030361,0.15608561810657834,3.9985014576695623,0.8054970620319278,0.4486577256299145
stop_speed_before,event,0.05644074630647042,0.0,0.48181358055973833,167.49790001576113,9.556904208964259,0.6935195477753809
presses_CTRL_per_s,keydyn,0.05460201340434711,0.041741379937906706,0.1862483295146696,0.09163657949674744,0.061242370005872494,0.47820517037550303
peek_shots_mean,event,0.052973348590945865,0.12681109397194726,0.02018487032375685,0.5039724755150288,0.690672884309592,0.12783751205046004
duck_per_s,micro,0.0512913187986725,0.03998999638991802,0.19381042301819074,0.09124267250660677,0.06101164747089247,0.48386000474475743
dwell_W_ms,keydyn,0.049826824891001056,0.012913154674473319,0.34367150889288556,1381.1971260211108,659.6264553753525,0.5629102300831746
combo_W,keydyn,0.048607703226051985,0.05065397328635191,0.15140599659277448,0.3293261454329139,0.11787092730181611,0.4486577256299145
combo_A,keydyn,0.04505282689556788,0.019514903589451717,0.3012488075016593,0.1448331308264083,0.060634392340779664,0.5335710200534702
combo_WA,keydyn,0.044821426532986604,0.04815698752268951,0.16057223864649572,0.1077817457531562,0.04833805389850796,0.4486577256299145
presses_total_per_s,keydyn,0.04194863203438807,0.03573597921302286,0.21320659462129307,2.4265982805325756,0.4849562732721766,0.4899833252409503
peek_yaw_swing,event,0.03875162811382854,0.04343750922698277,0.17915453882153018,31.255575773740933,33.86958976736607,0.47276892189014913
stops_per_s,event,0.03658700314813189,0.03352341025733877,0.22388421528344182,0.26167966194415476,0.1585394781696312,0.49462791748667384
peek_jiggle_frac,event,0.03375823037625087,0.02836254959082859,0.250401575573663,0.36470364741641337,0.36739288057003583,0.5171336886847387
max_dist_start,macro,0.031878224414865514,0.037773956167013366,0.20373052831358207,2480.978346220728,661.4755747252154,0.48386000474475743
counterstrafe_per_s,micro,0.030849375465296147,0.023122309088555375,0.27968653885345424,0.7085404449165946,0.31696582917433386,0.5250532918248335
stop_ms_mean,event,0.029741665694229515,0.03501852075475601,0.21662420694863066,136.30961916261015,27.872381341282637,0.4899833252409503
dwell_SHIFT_ms,keydyn,0.028501737425335988,0.025237267924031137,0.267577842781953,1737.376379327133,1042.3825297977885,0.5250532918248335
lat_reversal_per_s,micro,0.01967216825080648,0.02856816729058696,0.24930131558172697,0.5755523477550181,0.25406516201647833,0.5171336886847387
key_entropy,micro,0.019441481349966556,0.0,0.6190243127791926,2.6006500314760355,0.3023599971744126,0.8001434938847343
strafe_switch_per_s,micro,0.019069736120964024,0.011592648157720547,0.35261184770849585,1.540360301240395,0.36865047476605767,0.567764839530629
stop_counter_fwd_frac,event,0.017606723554655448,0.006794914857961957,0.3863366717410894,0.043300194097568814,0.08083491217651043,0.6016718658262868
fwd_switch_per_s,micro,0.017437760679834484,0.02463133171419854,0.27100682897132383,0.584317128014553,0.16833010762974684,0.5250532918248335
peek_return_frac,event,0.01641241356197659,0.014716454563507083,0.33170559086074225,0.43057666328942923,0.399508976703988,0.5528426514345705
frac_slowmove,micro,0.01589021607371941,0.015894063010524713,0.32404414432171963,0.36154390414877213,0.1439212797077822,0.5528426514345705
peek_lat_ratio,event,0.015871027741357163,0.0,0.9285214689715284,13.687355974870412,15.76427274069385,0.9693355994757714
peeks_per_s,event,0.01549830253367521,0.0,0.481541568576098,0.0437246448874227,0.033534974590814316,0.6935195477753809
combo_S,keydyn,0.014858097137750218,0.0,0.5322867966794071,0.02252553212041224,0.020112293559194007,0.7436359659491717
speed_std,micro,0.012578337350804837,0.019182564171739018,0.3032930008724989,82.16718166682763,7.771935944926703,0.5335710200534702
moving_shot_frac,micro,0.011096584496998104,0.010708238952516285,0.35868307662657695,0.5938140364444304,0.2665173074236655,0.5679148713254135
speed_p90,micro,0.010732378282214178,0.0,0.995991574093836,249.9256121533982,1.3203316535438059,0.995991574093836
dwell_D_ms,keydyn,0.008994591913539612,0.09234844502801666,0.05265560371799364,338.20814426734063,129.13886345300068,0.2273764706004271
peek_depth_mean,event,0.0040814643382844264,0.022747968361275333,0.28187071455859486,88.83140500170575,51.669612876676815,0.5250532918248335
peek_wide_frac,event,0.0,0.0,0.7501857228149668,0.0070921985815602835,0.05418503199561993,0.8384666176551496
wide_peak_speed,event,0.0,0.0,0.5595233687731518,234.8130861647586,2.9433674637721774,0.7593531433349917
peek_narrow_frac,event,0.0,0.0,0.4980154412345308,0.05878081729145558,0.13259554000945512,0.7061412972728421
wide_depth_mean,event,0.0,0.0,0.6544668968932805,181.44792692709564,1.3996843748512933,0.8180836211166006
wide_peek_per_s,event,0.0,0.0,0.7501857228149668,0.0003884844497013213,0.0026748945205621946,0.8384666176551496
peek_depth_p90,event,0.0,0.0,0.6805675820399284,126.74552992374934,67.22909252737026,0.8264304564657584
peek_commit_frac,event,0.0,0.0058046281686351875,0.39353476614560834,0.35665737926376223,0.37909207621169566,0.6029968190940773
traversals_per_s,event,0.0,0.0014890115039077096,0.425809586380052,0.04195599376817316,0.03465787107948906,0.6420938207318244
peek_walk_frac,event,0.0,0.0,0.9704824328736978,0.14684078835559847,0.19934025783003043,0.991353022827971
peek_peak_speed,event,0.0,0.0,0.704640704986594,169.58779491426495,29.952440614864823,0.8264304564657584
peek_out_ms_mean,event,0.0,0.0,0.823343744723147,915.6948534067884,313.0781603683649,0.8990535143528616
