feature,family,icc1,eta2_H,p_kw,mean,sd,q_bh
peek_return_frac,event,0.015804754625308046,0.014274368922272268,1.1208632504939535e-30,2.228903943679454e-17,0.9999626495064944,1.2609711568056977e-30
stop_speed_at_shot,event,0.014011400941724499,0.02045391741001768,1.2660360091421606e-46,1.3797976794206142e-16,0.9999626523743976,1.5025482306302565e-46
path_efficiency,macro,0.012765234696074821,0.010110405131314639,2.135086728005797e-20,-1.910489094582389e-17,0.9999626469383586,2.3058936662462607e-20
peek_narrow_frac,event,0.012420653894269006,0.01063282153028484,1.1744614139054379e-21,1.4859359624529694e-17,0.9999626465231237,1.281230633351387e-21
disp_10s,macro,0.011743438398613582,0.020817171461831933,1.4053745062433655e-47,-2.8020506720541707e-16,0.9999626524231509,1.6864494074920386e-47
speed_p90,micro,0.011449285023612175,0.023449642051861896,1.5364733678245065e-54,-2.7595953588412285e-16,0.9999626523845794,1.9295246944772872e-54
radius_gyration,macro,0.008488693373251208,0.009317648707483656,1.6591252149402743e-18,-1.6875987002144437e-16,0.9999626524207561,1.7741140912232636e-18
peek_commit_frac,event,0.007502260011223535,0.0075750495021673575,1.8618298846890404e-14,3.820978189164778e-17,0.9999626492314367,1.9713492896707488e-14
max_dist_start,macro,0.005321095058702136,0.006912978249057621,5.788759137888378e-13,3.1841484909706485e-18,0.9999626524232595,6.06976686302859e-13
wide_return_frac,event,0.0027150653868299414,0.0,0.5895296904708911,1.910489094582389e-17,0.9999626471788078,0.6006528921778891
peek_wide_frac,event,0.0026596787889782213,0.0,0.5862717174312051,-7.429679812264847e-18,0.9999626350753276,0.6006528921778891
wide_peek_per_s,event,0.002493574013061131,0.0,0.5846322007697313,2.1227656606470988e-17,0.9999623090519252,0.6006528921778891
wide_depth_mean,event,0.0013817192871939585,0.0,0.8361851613704383,-9.396422196854384e-15,0.9999626522871224,0.8361851613704383
wide_peak_speed,event,0.00012893341246996706,0.0,0.7539971754353342,1.3585700228141433e-16,0.9999626522484049,0.7610438780094962
wpn_pistol_frac,habit,0.0,0.03292979972093741,4.4883526831260305e-80,6.049882132844232e-17,0.9999626488703386,6.463227863701484e-80
