feature,pearson_r_with_residual,pearson_p,spearman_r_with_residual,spearman_p
weekend,-0.23637247486715046,1.2492133198847422e-36,-0.17030031640303328,1.502963222070712e-19
dow_sin,0.18469146017305657,9.078097924561239e-23,0.1216028628512593,1.235440995975463e-10
hour_sin,0.05765002977635002,0.002350937853584768,0.06715596371908363,0.0003933153482911577
hour_cos,-0.032285216752561754,0.0886520225192248,-0.018873366712142015,0.31968242012045806
night,0.012150047701072138,0.5217917819808878,0.013298400978215826,0.48321844502768907
afternoon_peak,0.009753490678120907,0.6070942286527798,0.022652679093058167,0.2323120226186363
dow_cos,-0.0066673379447453425,0.7252039786346357,-0.0321741233510993,0.08975527722991938
