full_url,firepower,kills_per_round,rounds_with_a_kill,kills_per_round_win,rating_1.0,damage_per_round,rounds_with_a_multi_kill,damage_per_round_win,pistol_round_rating,entrying,saved_by_teammate_per_round,traded_deaths_per_round,traded_deaths_percentage,opening_deaths_traded_percentage,assists_per_round,support_rounds,trading,saved_teammate_per_round,trade_kills_per_round,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,opening,opening_kills_per_round,opening_deaths_per_round,opening_attempts,opening_success,win_after_opening_kill,attacks_per_round,clutching,clutch_points_per_round,last_alive_percentage,1on1_win_percentage,time_alive_per_round,saves_per_round_loss,sniping,sniper_kills_per_round,sniper_kills_percentage,rounds_with_sniper_kills_percentage,sniper_multi_kill_rounds,sniper_opening_kills_per_round,utility,utility_damage_per_round,utility_kills_per_100_rounds,flashes_thrown_per_round,flash_assists_per_round,time_opponent_flashed_per_round,map,age,ct_firepower,ct_kills_per_round,ct_rounds_with_a_kill,ct_kills_per_round_win,ct_rating_1.0,ct_damage_per_round,ct_rounds_with_a_multi_kill,ct_damage_per_round_win,ct_pistol_round_rating,ct_entrying,ct_saved_by_teammate_per_round,ct_traded_deaths_per_round,ct_traded_deaths_percentage,ct_opening_deaths_traded_percentage,ct_assists_per_round,ct_support_rounds,ct_trading,ct_saved_teammate_per_round,ct_trade_kills_per_round,ct_trade_kills_percentage,ct_assisted_kills_percentage,ct_damage_per_kill,ct_opening,ct_opening_kills_per_round,ct_opening_deaths_per_round,ct_opening_attempts,ct_opening_success,ct_win_after_opening_kill,ct_attacks_per_round,ct_clutching,ct_clutch_points_per_round,ct_last_alive_percentage,ct_1on1_win_percentage,ct_time_alive_per_round,ct_saves_per_round_loss,ct_sniping,ct_sniper_kills_per_round,ct_sniper_kills_percentage,ct_rounds_with_sniper_kills_percentage,ct_sniper_multi_kill_rounds,ct_sniper_opening_kills_per_round,ct_utility,ct_utility_damage_per_round,ct_utility_kills_per_100_rounds,ct_flashes_thrown_per_round,ct_flash_assists_per_round,ct_time_opponent_flashed_per_round,t_firepower,t_kills_per_round,t_rounds_with_a_kill,t_kills_per_round_win,t_rating_1.0,t_damage_per_round,t_rounds_with_a_multi_kill,t_damage_per_round_win,t_pistol_round_rating,t_entrying,t_saved_by_teammate_per_round,t_traded_deaths_per_round,t_traded_deaths_percentage,t_opening_deaths_traded_percentage,t_assists_per_round,t_support_rounds,t_trading,t_saved_teammate_per_round,t_trade_kills_per_round,t_trade_kills_percentage,t_assisted_kills_percentage,t_damage_per_kill,t_opening,t_opening_kills_per_round,t_opening_deaths_per_round,t_opening_attempts,t_opening_success,t_win_after_opening_kill,t_attacks_per_round,t_clutching,t_clutch_points_per_round,t_last_alive_percentage,t_1on1_win_percentage,t_time_alive_per_round,t_saves_per_round_loss,t_sniping,t_sniper_kills_per_round,t_sniper_kills_percentage,t_rounds_with_sniper_kills_percentage,t_sniper_multi_kill_rounds,t_sniper_opening_kills_per_round,t_utility,t_utility_damage_per_round,t_utility_kills_per_100_rounds,t_flashes_thrown_per_round,t_flash_assists_per_round,t_time_opponent_flashed_per_round,team,player_name,ct_role
https://www.hltv.org/stats/players/17306/degster?maps=de_mirage,0.83,0.02,0.51,0.06,0.01,0.77,0.2,0,0,0.12,0.07,0.1,0.17,0.19,0.08,0.16,0.36,0.1,0.14,0.18,0.17,1.0,0.76,0.13,0.07,0,0.64,0.72,0.02,0.71,0.03,0.14,0,1.1,0.11,0.94,0.41,0.54,0.33,0.11,0.1,0.39,0,0.88,0.53,0.05,2.35,de_mirage,23,0.86,0.02,0.55,0.06,0.01,0.82,0.22,0.58,0.05,0.25,0.06,0.1,0.17,0.15,0.09,0.16,0.42,0.08,0.13,0.15,0.17,0.99,0.9,0.18,0.08,0.25,0.69,0.7,0,0.44,0.01,0.1,0,1.08,0.16,0.94,0.53,0.63,0.41,0.14,0.15,0.29,0.28,1.2,0.32,0.03,2.61,0.71,0.01,0.47,0.05,0.01,0.71,0.18,0.52,0.04,0.13,0.08,0.11,0.16,0.24,0.07,0.16,0.43,0.11,0.16,0.22,0.16,1.01,0.44,0.08,0.07,0.15,0.56,0.76,0,0.84,0.05,0.17,0,1.13,0.06,0.93,0.3,0.42,0.25,0.08,0.06,0.49,0.16,0.56,0.74,0.07,2.24,other,degster,ct_all_round
https://www.hltv.org/stats/players/19677/kyxsan?maps=de_mirage,0.51,0.01,0.46,0.05,0.01,0.73,0.16,0,0,0.29,0.08,0.13,0.19,0.25,0.14,0.2,0.19,0.07,0.12,0.18,0.2,1.11,0.22,0.07,0.09,0,0.44,0.74,0.03,0.67,0.03,0.11,0,1.08,0.05,0.0,0.01,0.01,0.01,0.001,0.001,0.79,0,1.01,0.88,0.06,2.13,de_mirage,25,0.47,0.01,0.48,0.05,0.01,0.76,0.16,0.48,0.04,0.37,0.06,0.11,0.19,0.25,0.16,0.24,0.36,0.07,0.12,0.17,0.23,1.1,0.17,0.07,0.06,0.12,0.52,0.73,0,0.69,0.02,0.1,0,1.12,0.1,0.0,0.01,0.01,0.01,0.001,0.0007,0.74,0.7,1.34,0.49,0.05,2.74,0.52,0.01,0.44,0.05,0.01,0.71,0.15,0.53,0.03,0.28,0.09,0.14,0.19,0.25,0.13,0.16,0.21,0.08,0.12,0.19,0.17,1.12,0.41,0.08,0.13,0.2,0.39,0.76,0,0.63,0.04,0.11,0,1.07,0.02,0.01,0.01,0.01,0.01,0.001,0.001,0.71,0.34,0.72,1.18,0.07,1.88,other,kyxsan,b_anchor
https://www.hltv.org/stats/players/4679/jks?maps=de_mirage,0.62,0.01,0.46,0.05,0.01,0.76,0.16,0,0,0.23,0.08,0.12,0.18,0.22,0.13,0.19,0.4,0.1,0.14,0.2,0.17,1.09,0.28,0.08,0.07,0,0.54,0.73,0.03,0.62,0.03,0.12,0,1.05,0.07,0.01,0.01,0.02,0.01,0.003,0.002,0.58,0,0.87,0.64,0.04,2.18,de_mirage,29,0.63,0.01,0.48,0.05,0.01,0.8,0.18,0.53,0.04,0.42,0.07,0.12,0.19,0.2,0.15,0.22,0.34,0.08,0.11,0.15,0.18,1.08,0.38,0.1,0.07,0.17,0.57,0.72,0,0.6,0.02,0.1,0,1.03,0.14,0.01,0.02,0.02,0.02,0.004,0.003,0.68,0.58,0.84,0.54,0.03,2.61,0.55,0.01,0.44,0.05,0.01,0.72,0.15,0.51,0.03,0.18,0.09,0.12,0.17,0.24,0.1,0.16,0.53,0.12,0.16,0.25,0.16,1.1,0.25,0.06,0.06,0.12,0.49,0.74,0,0.62,0.03,0.14,0,1.07,0.01,0.01,0.0,0.01,0.0,0.001,0.0005,0.48,0.25,0.89,0.72,0.04,1.85,other,jks,a_anchor
https://www.hltv.org/stats/players/8520/naf?maps=de_mirage,0.81,0.02,0.5,0.05,0.01,0.82,0.18,0,0,0.13,0.08,0.1,0.17,0.19,0.15,0.19,0.29,0.09,0.13,0.18,0.19,1.01,0.41,0.09,0.07,0,0.56,0.76,0.03,0.58,0.02,0.12,0,1.0,0.08,0.09,0.05,0.07,0.04,0.01,0.01,0.69,0,1.53,0.61,0.04,1.98,de_mirage,27,0.74,0.01,0.52,0.05,0.01,0.85,0.18,0.49,0.04,0.3,0.07,0.1,0.18,0.19,0.18,0.2,0.35,0.07,0.12,0.16,0.2,1.02,0.44,0.1,0.06,0.17,0.62,0.76,0,0.46,0.02,0.09,0,0.98,0.13,0.13,0.08,0.12,0.08,0.02,0.02,0.61,0.67,1.28,0.43,0.03,2.09,0.8,0.01,0.48,0.05,0.01,0.79,0.17,0.51,0.03,0.09,0.08,0.1,0.16,0.2,0.12,0.15,0.31,0.09,0.14,0.2,0.18,1.0,0.39,0.08,0.08,0.16,0.51,0.76,0,0.65,0.03,0.15,0,1.02,0.03,0.03,0.01,0.02,0.01,0.003,0.001,0.71,0.44,1.31,0.79,0.04,1.91,other,NAF,b_anchor
https://www.hltv.org/stats/players/10394/twistzz?maps=de_mirage,0.8,0.02,0.48,0.05,0.01,0.79,0.18,0,0,0.52,0.1,0.14,0.22,0.28,0.12,0.19,0.53,0.1,0.15,0.21,0.17,1.07,0.38,0.09,0.08,0,0.52,0.76,0.03,0.64,0.03,0.11,0,1.07,0.08,0.03,0.02,0.03,0.02,0.005,0.002,0.55,0,0.91,0.75,0.03,1.86,de_mirage,25,0.81,0.02,0.51,0.05,0.01,0.84,0.2,0.56,0.05,0.57,0.09,0.12,0.21,0.26,0.14,0.21,0.5,0.09,0.13,0.17,0.18,1.08,0.47,0.11,0.07,0.18,0.59,0.76,0,0.6,0.02,0.1,0,1.08,0.15,0.03,0.03,0.04,0.02,0.007,0.004,0.59,0.42,0.87,0.61,0.03,2.26,0.7,0.01,0.45,0.05,0.01,0.74,0.17,0.53,0.04,0.47,0.1,0.15,0.23,0.3,0.1,0.16,0.58,0.12,0.17,0.25,0.16,1.07,0.33,0.07,0.09,0.16,0.44,0.77,0,0.65,0.04,0.12,0,1.07,0.02,0.02,0.01,0.02,0.01,0.003,0.0009,0.52,0.25,0.94,0.87,0.03,1.58,other,Twistzz,b_short
https://www.hltv.org/stats/players/13915/yekindar?maps=de_mirage,0.91,0.02,0.5,0.06,0.01,0.84,0.2,0,0,0.18,0.08,0.12,0.17,0.18,0.13,0.14,0.15,0.08,0.12,0.15,0.16,1.1,0.88,0.15,0.14,0,0.52,0.72,0.03,0.32,0.02,0.07,0,0.97,0.06,0.09,0.05,0.07,0.04,0.01,0.01,0.44,0,0.74,0.59,0.03,2.06,de_mirage,25,0.91,0.02,0.53,0.06,0.01,0.89,0.21,0.61,0.04,0.3,0.07,0.11,0.17,0.15,0.15,0.16,0.3,0.08,0.11,0.14,0.18,1.09,0.85,0.16,0.1,0.26,0.6,0.73,0,0.33,0.01,0.07,0,0.97,0.09,0.13,0.09,0.11,0.07,0.03,0.02,0.44,0.38,1.08,0.39,0.04,2.96,0.82,0.02,0.47,0.06,0.01,0.8,0.18,0.62,0.03,0.19,0.08,0.13,0.18,0.19,0.11,0.11,0.19,0.09,0.12,0.17,0.13,1.12,0.86,0.15,0.17,0.32,0.46,0.72,0,0.33,0.02,0.08,0,0.97,0.02,0.02,0.01,0.02,0.01,0.003,0.002,0.45,0.21,0.4,0.81,0.03,1.63,other,YEKINDAR,b_short
https://www.hltv.org/stats/players/21763/ultimate?maps=de_mirage,0.66,0.02,0.49,0.05,0.01,0.73,0.17,0,0,0.09,0.07,0.1,0.16,0.17,0.1,0.15,0.29,0.08,0.13,0.19,0.21,1.01,0.8,0.13,0.1,0,0.56,0.71,0.02,0.48,0.02,0.13,0,1.08,0.07,0.94,0.39,0.55,0.34,0.11,0.11,0.48,0,0.55,0.64,0.06,2.26,de_mirage,21,0.72,0.02,0.53,0.06,0.01,0.79,0.19,0.59,0.05,0.31,0.08,0.1,0.17,0.16,0.11,0.16,0.35,0.06,0.13,0.16,0.21,1.01,0.88,0.17,0.1,0.27,0.61,0.72,0,0.36,0.01,0.09,0,1.08,0.11,0.94,0.49,0.63,0.42,0.15,0.16,0.36,0.28,0.55,0.37,0.05,2.67,0.51,0.01,0.46,0.05,0.01,0.67,0.15,0.53,0.03,0.07,0.06,0.1,0.15,0.18,0.08,0.15,0.37,0.1,0.14,0.22,0.2,1.01,0.55,0.1,0.1,0.2,0.49,0.7,0,0.55,0.02,0.17,0,1.07,0.04,0.93,0.3,0.45,0.26,0.07,0.06,0.55,0.16,0.55,0.9,0.07,2.09,other,ultimate,ct_all_round
https://www.hltv.org/stats/players/2023/fallen?maps=de_mirage,0.57,0.01,0.48,0.05,0.01,0.71,0.17,0,0,0.12,0.08,0.1,0.16,0.18,0.1,0.18,0.12,0.07,0.11,0.16,0.19,0.93,0.63,0.11,0.08,0,0.6,0.72,0.02,0.58,0.03,0.09,0,1.0,0.07,0.93,0.38,0.54,0.28,0.1,0.08,0.58,0,0.91,0.96,0.06,1.97,de_mirage,33,0.74,0.02,0.53,0.05,0.01,0.79,0.2,0.48,0.04,0.19,0.06,0.09,0.16,0.19,0.11,0.17,0.15,0.06,0.1,0.12,0.18,0.91,0.83,0.15,0.08,0.24,0.64,0.72,0,0.43,0.02,0.07,0,0.98,0.12,0.93,0.46,0.65,0.37,0.14,0.12,0.56,0.27,0.61,0.74,0.05,2.21,0.3,0.01,0.42,0.04,0.01,0.64,0.14,0.4,0.02,0.13,0.09,0.11,0.17,0.16,0.09,0.17,0.24,0.08,0.12,0.21,0.2,0.96,0.32,0.07,0.07,0.14,0.51,0.7,0,0.68,0.04,0.12,0,1.03,0.03,0.91,0.23,0.42,0.18,0.06,0.05,0.65,0.27,0.93,1.22,0.08,1.82,other,FalleN,ct_all_round
https://www.hltv.org/stats/players/10566/chelo?maps=de_mirage,0.61,0.01,0.46,0.05,0.01,0.75,0.16,0,0,0.41,0.09,0.13,0.2,0.26,0.13,0.18,0.26,0.09,0.12,0.18,0.18,1.09,0.72,0.12,0.13,0,0.48,0.76,0.02,0.38,0.02,0.08,0,1.02,0.06,0.05,0.03,0.04,0.03,0.007,0.008,0.4,0,0.69,0.59,0.03,1.88,de_mirage,26,0.66,0.01,0.49,0.05,0.01,0.8,0.18,0.53,0.04,0.41,0.07,0.12,0.19,0.19,0.15,0.22,0.34,0.07,0.11,0.16,0.2,1.08,0.52,0.11,0.08,0.19,0.57,0.77,0,0.49,0.02,0.09,0,1.07,0.12,0.07,0.05,0.07,0.05,0.01,0.02,0.36,0.35,0.82,0.4,0.03,2.26,0.49,0.01,0.43,0.05,0.01,0.7,0.15,0.54,0.02,0.42,0.1,0.15,0.21,0.29,0.12,0.14,0.33,0.1,0.13,0.21,0.16,1.11,0.79,0.12,0.17,0.29,0.42,0.75,0,0.32,0.02,0.08,0,0.98,0.02,0.02,0.01,0.02,0.01,0.002,0.001,0.43,0.2,0.56,0.76,0.03,1.68,other,chelo,b_anchor
https://www.hltv.org/stats/players/12553/yuurih?maps=de_mirage,0.79,0.02,0.48,0.05,0.01,0.82,0.18,0,0,0.36,0.09,0.13,0.2,0.26,0.17,0.18,0.44,0.1,0.14,0.2,0.19,1.14,0.41,0.09,0.08,0,0.53,0.77,0.03,0.42,0.02,0.1,0,1.07,0.08,0.0,0.01,0.01,0.01,0.001,0.0,0.68,0,0.84,0.85,0.04,2.08,de_mirage,25,0.75,0.01,0.5,0.05,0.01,0.87,0.18,0.59,0.04,0.47,0.07,0.13,0.2,0.21,0.19,0.2,0.42,0.08,0.12,0.16,0.2,1.15,0.53,0.11,0.08,0.19,0.59,0.76,0,0.44,0.01,0.08,0,1.08,0.13,0.0,0.01,0.01,0.01,0.0008,0.0,0.72,0.58,0.94,0.63,0.03,2.46,0.74,0.01,0.47,0.05,0.01,0.77,0.17,0.56,0.03,0.31,0.1,0.13,0.19,0.3,0.14,0.16,0.53,0.12,0.16,0.24,0.18,1.13,0.31,0.07,0.08,0.15,0.45,0.8,0,0.42,0.02,0.11,0,1.05,0.03,0.01,0.01,0.01,0.0,0.002,0.0,0.64,0.3,0.74,1.06,0.04,1.86,other,yuurih,a_anchor
https://www.hltv.org/stats/players/15631/kscerato?maps=de_mirage,0.76,0.02,0.48,0.05,0.01,0.77,0.18,0,0,0.09,0.06,0.09,0.16,0.23,0.12,0.22,0.31,0.08,0.14,0.19,0.2,1.07,0.32,0.08,0.06,0,0.59,0.74,0.03,0.86,0.04,0.15,0,1.15,0.11,0.04,0.03,0.04,0.02,0.006,0.003,0.69,0,1.51,0.74,0.04,2.08,de_mirage,25,0.71,0.01,0.49,0.05,0.01,0.8,0.2,0.52,0.05,0.14,0.05,0.08,0.16,0.19,0.14,0.25,0.38,0.07,0.12,0.16,0.22,1.06,0.32,0.09,0.05,0.14,0.65,0.7,0,0.88,0.03,0.13,0,1.18,0.18,0.05,0.04,0.06,0.03,0.01,0.005,0.63,0.57,1.68,0.52,0.03,2.04,0.72,0.01,0.48,0.05,0.01,0.75,0.17,0.51,0.03,0.13,0.08,0.1,0.17,0.25,0.1,0.18,0.36,0.1,0.15,0.22,0.18,1.07,0.36,0.07,0.07,0.14,0.53,0.78,0,0.8,0.04,0.17,0,1.13,0.05,0.02,0.01,0.01,0.01,0.002,0.0003,0.71,0.35,1.33,0.95,0.05,2.1,other,KSCERATO,a_connector
https://www.hltv.org/stats/players/18676/skullz?maps=de_mirage,0.54,0.01,0.44,0.05,0.01,0.72,0.17,0,0,0.26,0.08,0.12,0.19,0.25,0.13,0.2,0.37,0.08,0.14,0.21,0.22,1.08,0.31,0.08,0.08,0,0.51,0.72,0.02,0.58,0.02,0.11,0,1.07,0.09,0.0,0.0,0.0,0.0,0.0003,0.0007,0.53,0,0.72,0.65,0.04,2.58,de_mirage,23,0.62,0.01,0.47,0.05,0.01,0.78,0.19,0.53,0.04,0.46,0.08,0.12,0.19,0.26,0.15,0.22,0.35,0.07,0.12,0.16,0.22,1.07,0.45,0.11,0.08,0.19,0.57,0.69,0,0.47,0.02,0.08,0,1.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0006,0.66,0.37,0.62,0.68,0.06,3.01,0.38,0.01,0.41,0.05,0.01,0.66,0.14,0.49,0.03,0.19,0.08,0.12,0.18,0.25,0.11,0.19,0.52,0.1,0.16,0.26,0.21,1.09,0.22,0.06,0.08,0.14,0.42,0.79,0,0.67,0.04,0.13,0,1.08,0.04,0.0,0.0,0.01,0.0,0.0007,0.0007,0.47,0.24,0.83,0.7,0.03,2.15,other,skullz,b_short
https://www.hltv.org/stats/players/7592/device?maps=de_mirage,0.85,0.02,0.5,0.05,0.01,0.79,0.19,0,0,0.05,0.08,0.07,0.11,0.12,0.13,0.15,0.06,0.08,0.09,0.12,0.2,0.73,0.75,0.12,0.09,0,0.57,0.79,0.02,0.48,0.02,0.08,0,0.73,0.08,0.76,0.24,0.32,0.18,0.06,0.06,0.31,0,0.79,0.41,0.03,1.76,de_mirage,29,0.87,0.02,0.53,0.06,0.01,0.84,0.22,0.39,0.04,0.04,0.05,0.06,0.11,0.09,0.14,0.12,0.09,0.05,0.08,0.1,0.22,0.72,0.78,0.14,0.08,0.22,0.62,0.82,0,0.44,0.02,0.07,0,0.75,0.13,0.79,0.27,0.46,0.23,0.08,0.07,0.32,0.51,0.57,0.3,0.02,1.93,0.69,0.01,0.47,0.05,0.01,0.74,0.16,0.39,0.03,0.03,0.06,0.08,0.12,0.14,0.11,0.09,0.08,0.06,0.09,0.13,0.18,0.74,0.6,0.1,0.1,0.2,0.51,0.76,0,0.52,0.03,0.1,0,0.72,0.02,0.72,0.14,0.3,0.14,0.04,0.04,0.32,0.23,0.36,0.55,0.04,1.66,other,device,ct_all_round
https://www.hltv.org/stats/players/7964/cadian?maps=de_mirage,0.58,0.01,0.48,0.05,0.01,0.73,0.16,0,0,0.1,0.08,0.1,0.15,0.18,0.11,0.17,0.12,0.08,0.11,0.16,0.18,0.92,0.77,0.12,0.1,0,0.56,0.79,0.02,0.54,0.02,0.12,0,0.95,0.1,0.92,0.34,0.5,0.26,0.09,0.08,0.64,0,0.75,0.75,0.05,1.89,de_mirage,29,0.62,0.01,0.51,0.05,0.01,0.78,0.18,0.47,0.04,0.22,0.07,0.1,0.16,0.14,0.12,0.17,0.19,0.06,0.1,0.14,0.19,0.91,0.86,0.15,0.09,0.25,0.62,0.78,0,0.36,0.01,0.1,0,0.97,0.16,0.92,0.4,0.62,0.33,0.11,0.11,0.72,0.58,0.8,0.64,0.05,2.16,0.45,0.01,0.44,0.05,0.01,0.68,0.15,0.44,0.03,0.08,0.08,0.1,0.14,0.22,0.09,0.12,0.18,0.08,0.12,0.18,0.16,0.93,0.5,0.09,0.1,0.19,0.48,0.8,0,0.65,0.04,0.15,0,0.93,0.04,0.92,0.24,0.43,0.2,0.06,0.04,0.55,0.23,0.41,0.92,0.06,1.71,other,cadiaN,b_anchor
https://www.hltv.org/stats/players/10994/stavn?maps=de_mirage,0.83,0.02,0.5,0.05,0.01,0.81,0.18,0,0,0.3,0.09,0.13,0.19,0.24,0.14,0.15,0.31,0.1,0.13,0.18,0.18,1.1,0.68,0.12,0.1,0,0.53,0.7,0.03,0.4,0.02,0.1,0,1.03,0.05,0.17,0.1,0.13,0.08,0.02,0.02,0.6,0,1.12,0.65,0.04,2.24,de_mirage,23,0.89,0.02,0.54,0.06,0.01,0.88,0.21,0.6,0.05,0.32,0.07,0.11,0.18,0.17,0.16,0.17,0.36,0.08,0.12,0.15,0.19,1.07,0.66,0.13,0.08,0.21,0.6,0.7,0,0.5,0.02,0.09,0,1.05,0.09,0.25,0.16,0.2,0.12,0.04,0.03,0.64,0.56,1.51,0.48,0.04,2.67,0.61,0.01,0.46,0.05,0.01,0.74,0.15,0.56,0.03,0.37,0.1,0.15,0.2,0.29,0.11,0.13,0.41,0.11,0.15,0.22,0.16,1.13,0.63,0.1,0.13,0.23,0.45,0.71,0,0.35,0.02,0.11,0,1.0,0.02,0.07,0.03,0.05,0.02,0.006,0.004,0.57,0.25,0.7,0.87,0.04,2.01,other,stavn,a_connector
https://www.hltv.org/stats/players/17956/jabbi?maps=de_mirage,0.55,0.01,0.46,0.05,0.01,0.71,0.17,0,0,0.48,0.09,0.14,0.21,0.28,0.12,0.17,0.4,0.09,0.14,0.2,0.21,1.05,0.42,0.09,0.09,0,0.51,0.69,0.02,0.61,0.03,0.1,0,1.07,0.07,0.0,0.01,0.01,0.01,0.0008,0.001,0.48,0,0.86,0.57,0.03,2.31,de_mirage,21,0.55,0.01,0.49,0.05,0.01,0.75,0.18,0.51,0.04,0.51,0.08,0.12,0.2,0.25,0.14,0.2,0.47,0.08,0.12,0.17,0.24,1.04,0.44,0.11,0.08,0.18,0.57,0.67,0,0.61,0.02,0.09,0,1.07,0.11,0.0,0.01,0.01,0.01,0.001,0.002,0.66,0.5,1.18,0.55,0.03,2.9,0.47,0.01,0.44,0.05,0.01,0.67,0.15,0.52,0.03,0.47,0.1,0.16,0.22,0.31,0.09,0.14,0.47,0.1,0.16,0.25,0.17,1.07,0.41,0.08,0.1,0.18,0.44,0.73,0,0.62,0.03,0.12,0,1.05,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.39,0.21,0.5,0.66,0.03,1.82,other,jabbi,b_short
https://www.hltv.org/stats/players/20304/staehr?maps=de_mirage,0.6,0.01,0.46,0.05,0.01,0.75,0.16,0,0,0.24,0.08,0.12,0.18,0.27,0.14,0.17,0.42,0.1,0.14,0.2,0.18,1.12,0.42,0.1,0.1,0,0.49,0.63,0.03,0.42,0.02,0.1,0,1.07,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.67,0,0.46,0.81,0.04,2.27,de_mirage,20,0.58,0.01,0.48,0.05,0.01,0.78,0.18,0.53,0.03,0.23,0.06,0.1,0.16,0.22,0.15,0.2,0.52,0.08,0.13,0.18,0.19,1.1,0.3,0.09,0.07,0.16,0.57,0.62,0,0.44,0.01,0.1,0,1.1,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.78,0.57,0.63,0.77,0.05,2.84,0.53,0.01,0.44,0.05,0.01,0.72,0.15,0.56,0.03,0.35,0.11,0.14,0.19,0.3,0.14,0.13,0.43,0.11,0.15,0.23,0.17,1.14,0.59,0.1,0.14,0.24,0.42,0.64,0,0.42,0.02,0.1,0,1.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.57,0.27,0.27,0.98,0.04,1.81,other,Staehr,a_anchor
https://www.hltv.org/stats/players/150/maj3r?maps=de_mirage,0.26,0.01,0.43,0.04,0.01,0.68,0.14,0,0,0.17,0.08,0.12,0.17,0.2,0.13,0.19,0.11,0.07,0.1,0.17,0.19,1.1,0.36,0.09,0.1,0,0.46,0.7,0.03,0.51,0.02,0.11,0,1.02,0.07,0.12,0.07,0.11,0.05,0.02,0.01,0.66,0,0.83,0.77,0.05,2.0,de_mirage,34,0.28,0.01,0.45,0.04,0.01,0.71,0.15,0.46,0.04,0.21,0.06,0.1,0.16,0.16,0.14,0.23,0.2,0.06,0.1,0.15,0.2,1.09,0.38,0.1,0.08,0.18,0.54,0.68,0,0.5,0.02,0.1,0,1.02,0.12,0.16,0.1,0.16,0.08,0.03,0.02,0.67,0.56,1.18,0.55,0.05,2.17,0.26,0.01,0.41,0.04,0.01,0.65,0.13,0.47,0.03,0.24,0.09,0.14,0.18,0.22,0.11,0.14,0.18,0.07,0.11,0.2,0.18,1.12,0.38,0.08,0.12,0.2,0.38,0.74,0,0.52,0.03,0.12,0,1.0,0.02,0.05,0.02,0.04,0.02,0.005,0.004,0.61,0.26,0.47,1.01,0.06,1.91,other,MAJ3R,b_anchor
https://www.hltv.org/stats/players/7938/xantares?maps=de_mirage,0.98,0.02,0.52,0.06,0.01,0.9,0.22,0,0,0.24,0.09,0.12,0.18,0.18,0.16,0.14,0.26,0.09,0.13,0.16,0.16,1.02,0.86,0.14,0.11,0,0.55,0.75,0.03,0.35,0.02,0.08,0,0.93,0.05,0.0,0.01,0.01,0.01,0.001,0.0005,0.42,0,0.82,0.55,0.03,1.94,de_mirage,29,0.98,0.02,0.55,0.06,0.01,0.97,0.24,0.61,0.05,0.37,0.08,0.12,0.18,0.15,0.19,0.15,0.34,0.08,0.12,0.14,0.17,1.03,0.86,0.16,0.11,0.26,0.59,0.76,0,0.28,0.01,0.06,0,0.9,0.08,0.0,0.01,0.01,0.01,0.002,0.0007,0.57,0.51,0.98,0.48,0.03,2.48,0.91,0.02,0.49,0.06,0.01,0.82,0.19,0.58,0.04,0.2,0.08,0.13,0.18,0.21,0.12,0.11,0.29,0.09,0.14,0.19,0.15,1.01,0.75,0.12,0.11,0.23,0.51,0.73,0,0.43,0.03,0.09,0,0.95,0.02,0.0,0.0,0.01,0.0,0.0006,0.0002,0.32,0.16,0.4,0.64,0.03,1.53,other,XANTARES,a_connector
https://www.hltv.org/stats/players/8574/woxic?maps=de_mirage,0.82,0.02,0.5,0.05,0.01,0.77,0.19,0,0,0.19,0.08,0.11,0.18,0.2,0.1,0.15,0.36,0.09,0.14,0.19,0.18,1.03,0.72,0.12,0.08,0,0.6,0.78,0.02,0.6,0.02,0.14,0,1.08,0.07,0.94,0.42,0.56,0.32,0.11,0.1,0.48,0,0.6,0.67,0.05,2.05,de_mirage,26,0.83,0.02,0.53,0.06,0.01,0.83,0.2,0.57,0.04,0.34,0.07,0.11,0.18,0.19,0.12,0.16,0.41,0.08,0.13,0.16,0.18,1.02,0.83,0.15,0.09,0.24,0.63,0.79,0,0.57,0.02,0.1,0,1.05,0.12,0.94,0.52,0.64,0.39,0.14,0.12,0.49,0.29,0.58,0.51,0.04,2.52,0.69,0.01,0.47,0.05,0.01,0.72,0.17,0.52,0.04,0.18,0.1,0.12,0.18,0.2,0.09,0.14,0.43,0.11,0.15,0.22,0.18,1.03,0.5,0.09,0.07,0.16,0.55,0.78,0,0.6,0.03,0.17,0,1.1,0.03,0.94,0.32,0.46,0.26,0.09,0.06,0.5,0.15,0.63,0.87,0.06,1.76,other,woxic,ct_all_round
