full_url,firepower,kills_per_round,rounds_with_a_kill,kills_per_round_win,rating_1.0,damage_per_round,rounds_with_a_multi_kill,damage_per_round_win,pistol_round_rating,entrying,saved_by_teammate_per_round,traded_deaths_per_round,traded_deaths_percentage,opening_deaths_traded_percentage,assists_per_round,support_rounds,trading,saved_teammate_per_round,trade_kills_per_round,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,opening,opening_kills_per_round,opening_deaths_per_round,opening_attempts,opening_success,win_after_opening_kill,attacks_per_round,clutching,clutch_points_per_round,last_alive_percentage,1on1_win_percentage,time_alive_per_round,saves_per_round_loss,sniping,sniper_kills_per_round,sniper_kills_percentage,rounds_with_sniper_kills_percentage,sniper_multi_kill_rounds,sniper_opening_kills_per_round,utility,utility_damage_per_round,utility_kills_per_100_rounds,flashes_thrown_per_round,flash_assists_per_round,time_opponent_flashed_per_round,map,age,ct_firepower,ct_kills_per_round,ct_rounds_with_a_kill,ct_kills_per_round_win,ct_rating_1.0,ct_damage_per_round,ct_rounds_with_a_multi_kill,ct_damage_per_round_win,ct_pistol_round_rating,ct_entrying,ct_saved_by_teammate_per_round,ct_traded_deaths_per_round,ct_traded_deaths_percentage,ct_opening_deaths_traded_percentage,ct_assists_per_round,ct_support_rounds,ct_trading,ct_saved_teammate_per_round,ct_trade_kills_per_round,ct_trade_kills_percentage,ct_assisted_kills_percentage,ct_damage_per_kill,ct_opening,ct_opening_kills_per_round,ct_opening_deaths_per_round,ct_opening_attempts,ct_opening_success,ct_win_after_opening_kill,ct_attacks_per_round,ct_clutching,ct_clutch_points_per_round,ct_last_alive_percentage,ct_1on1_win_percentage,ct_time_alive_per_round,ct_saves_per_round_loss,ct_sniping,ct_sniper_kills_per_round,ct_sniper_kills_percentage,ct_rounds_with_sniper_kills_percentage,ct_sniper_multi_kill_rounds,ct_sniper_opening_kills_per_round,ct_utility,ct_utility_damage_per_round,ct_utility_kills_per_100_rounds,ct_flashes_thrown_per_round,ct_flash_assists_per_round,ct_time_opponent_flashed_per_round,t_firepower,t_kills_per_round,t_rounds_with_a_kill,t_kills_per_round_win,t_rating_1.0,t_damage_per_round,t_rounds_with_a_multi_kill,t_damage_per_round_win,t_pistol_round_rating,t_entrying,t_saved_by_teammate_per_round,t_traded_deaths_per_round,t_traded_deaths_percentage,t_opening_deaths_traded_percentage,t_assists_per_round,t_support_rounds,t_trading,t_saved_teammate_per_round,t_trade_kills_per_round,t_trade_kills_percentage,t_assisted_kills_percentage,t_damage_per_kill,t_opening,t_opening_kills_per_round,t_opening_deaths_per_round,t_opening_attempts,t_opening_success,t_win_after_opening_kill,t_attacks_per_round,t_clutching,t_clutch_points_per_round,t_last_alive_percentage,t_1on1_win_percentage,t_time_alive_per_round,t_saves_per_round_loss,t_sniping,t_sniper_kills_per_round,t_sniper_kills_percentage,t_rounds_with_sniper_kills_percentage,t_sniper_multi_kill_rounds,t_sniper_opening_kills_per_round,t_utility,t_utility_damage_per_round,t_utility_kills_per_100_rounds,t_flashes_thrown_per_round,t_flash_assists_per_round,t_time_opponent_flashed_per_round,team,player_name,ct_role
https://www.hltv.org/stats/players/8575/calyx?maps=de_mirage,0.79,0.02,0.5,0.05,0.01,0.78,0.18,0,0,0.32,0.08,0.12,0.19,0.27,0.12,0.17,0.38,0.09,0.14,0.19,0.18,1.04,0.35,0.09,0.07,0,0.54,0.74,0.02,0.52,0.02,0.11,0,1.02,0.06,0.03,0.02,0.03,0.02,0.006,0.003,0.39,0,0.56,0.55,0.03,2.24,de_mirage,26,0.74,0.02,0.51,0.05,0.01,0.81,0.19,0.52,0.04,0.42,0.07,0.11,0.2,0.26,0.13,0.2,0.34,0.07,0.12,0.15,0.18,1.04,0.35,0.09,0.07,0.17,0.56,0.74,0,0.52,0.02,0.1,0,1.02,0.12,0.04,0.04,0.05,0.03,0.01,0.004,0.54,0.35,0.53,0.53,0.04,2.76,0.75,0.02,0.49,0.05,0.01,0.75,0.17,0.54,0.03,0.29,0.09,0.14,0.19,0.29,0.1,0.12,0.51,0.11,0.17,0.24,0.18,1.04,0.37,0.08,0.08,0.15,0.51,0.75,0,0.52,0.03,0.12,0,1.02,0.02,0.02,0.01,0.01,0.01,0.001,0.002,0.33,0.18,0.56,0.6,0.03,1.78,other,Calyx,b_short
https://www.hltv.org/stats/players/21243/wicadia?maps=de_mirage,0.79,0.01,0.48,0.06,0.01,0.8,0.18,0,0,0.35,0.09,0.13,0.19,0.24,0.16,0.16,0.24,0.09,0.12,0.17,0.2,1.11,0.48,0.1,0.11,0,0.48,0.7,0.03,0.55,0.03,0.08,0,1.05,0.05,0.01,0.01,0.02,0.01,0.001,0.003,0.35,0,1.18,0.41,0.02,2.07,de_mirage,20,0.77,0.02,0.52,0.05,0.01,0.84,0.19,0.57,0.05,0.29,0.07,0.11,0.17,0.15,0.17,0.18,0.28,0.07,0.11,0.14,0.21,1.1,0.49,0.11,0.08,0.19,0.58,0.68,0,0.46,0.02,0.06,0,1.07,0.09,0.01,0.02,0.03,0.02,0.002,0.005,0.48,0.49,1.49,0.4,0.03,2.42,0.71,0.01,0.43,0.05,0.01,0.75,0.18,0.62,0.03,0.47,0.1,0.17,0.21,0.29,0.15,0.13,0.38,0.11,0.14,0.22,0.18,1.13,0.48,0.09,0.14,0.23,0.38,0.73,0,0.63,0.04,0.1,0,1.02,0.01,0.01,0.01,0.01,0.0,0.001,0.001,0.33,0.32,0.83,0.46,0.02,1.76,other,Wicadia,b_short
https://www.hltv.org/stats/players/11154/exit?maps=de_mirage,0.67,0.01,0.48,0.05,0.01,0.76,0.17,0,0,0.33,0.1,0.12,0.19,0.22,0.14,0.21,0.53,0.1,0.15,0.22,0.21,1.09,0.32,0.08,0.06,0,0.56,0.78,0.03,0.67,0.03,0.13,0,1.13,0.09,0.0,0.0,0.0,0.0,0.001,0.0,0.58,0,1.05,0.7,0.04,2.19,de_mirage,28,0.56,0.01,0.49,0.05,0.01,0.79,0.17,0.54,0.03,0.56,0.1,0.12,0.2,0.2,0.17,0.24,0.47,0.08,0.13,0.18,0.21,1.11,0.4,0.1,0.06,0.16,0.61,0.75,0,0.55,0.02,0.1,0,1.08,0.14,0.0,0.0,0.0,0.0,0.001,0.0,0.58,0.48,1.07,0.52,0.03,2.46,0.71,0.01,0.47,0.05,0.01,0.74,0.17,0.54,0.03,0.22,0.1,0.12,0.18,0.24,0.12,0.18,0.6,0.12,0.18,0.26,0.21,1.07,0.29,0.06,0.06,0.12,0.51,0.84,0,0.71,0.03,0.16,0,1.18,0.05,0.01,0.01,0.01,0.0,0.001,0.0,0.57,0.24,1.02,0.85,0.05,2.02,other,exit,a_anchor
https://www.hltv.org/stats/players/18717/lucaozy?maps=de_mirage,0.84,0.02,0.5,0.05,0.01,0.81,0.18,0,0,0.29,0.09,0.12,0.19,0.22,0.15,0.17,0.28,0.09,0.13,0.18,0.19,1.09,0.7,0.12,0.11,0,0.51,0.73,0.03,0.36,0.01,0.11,0,1.03,0.12,0.04,0.03,0.04,0.02,0.006,0.005,0.41,0,0.73,0.54,0.03,1.87,de_mirage,23,0.75,0.02,0.53,0.05,0.01,0.83,0.19,0.56,0.04,0.39,0.08,0.11,0.18,0.2,0.16,0.2,0.37,0.07,0.12,0.16,0.21,1.07,0.67,0.13,0.09,0.22,0.59,0.73,0,0.37,0.01,0.09,0,1.07,0.19,0.04,0.04,0.05,0.03,0.008,0.008,0.43,0.45,0.91,0.38,0.03,2.6,0.83,0.02,0.47,0.05,0.01,0.78,0.18,0.59,0.03,0.29,0.09,0.14,0.2,0.23,0.13,0.14,0.33,0.11,0.14,0.2,0.17,1.11,0.67,0.11,0.14,0.25,0.43,0.72,0,0.37,0.02,0.12,0,1.02,0.05,0.03,0.01,0.02,0.01,0.004,0.002,0.4,0.24,0.55,0.69,0.02,1.46,other,Lucaozy,b_short
https://www.hltv.org/stats/players/18835/saffee?maps=de_mirage,0.59,0.01,0.48,0.05,0.01,0.71,0.17,0,0,0.16,0.08,0.11,0.17,0.23,0.09,0.17,0.29,0.09,0.13,0.19,0.2,1.01,0.69,0.12,0.08,0,0.59,0.73,0.02,0.51,0.02,0.12,0,1.17,0.09,0.93,0.39,0.56,0.31,0.1,0.09,0.58,0,0.66,0.86,0.07,2.42,de_mirage,30,0.82,0.02,0.53,0.06,0.01,0.81,0.21,0.58,0.04,0.23,0.06,0.1,0.17,0.19,0.1,0.16,0.32,0.08,0.12,0.14,0.2,1.0,0.85,0.16,0.08,0.24,0.66,0.74,0,0.32,0.007,0.08,0,1.13,0.14,0.94,0.49,0.6,0.38,0.15,0.13,0.56,0.24,0.52,0.61,0.04,2.92,0.24,0.01,0.42,0.04,0.01,0.61,0.13,0.44,0.03,0.19,0.1,0.11,0.17,0.27,0.08,0.18,0.43,0.1,0.14,0.24,0.2,1.03,0.38,0.08,0.08,0.16,0.5,0.71,0,0.65,0.03,0.15,0,1.22,0.05,0.93,0.3,0.5,0.23,0.06,0.05,0.62,0.18,0.8,1.12,0.1,2.15,other,saffee,ct_all_round
https://www.hltv.org/stats/players/19750/drop?maps=de_mirage,0.24,0.01,0.43,0.04,0.01,0.67,0.14,0,0,0.52,0.09,0.14,0.22,0.33,0.14,0.23,0.27,0.09,0.12,0.19,0.24,1.1,0.22,0.07,0.09,0,0.46,0.71,0.02,0.49,0.02,0.1,0,1.17,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0,0.9,0.56,0.03,1.98,de_mirage,21,0.15,0.01,0.43,0.04,0.01,0.66,0.14,0.42,0.04,0.33,0.06,0.1,0.18,0.27,0.15,0.28,0.3,0.07,0.1,0.16,0.28,1.1,0.21,0.07,0.06,0.14,0.54,0.71,0,0.56,0.02,0.1,0,1.18,0.16,0.0,0.0,0.01,0.0,0.0,0.0,0.43,0.49,1.27,0.36,0.03,2.46,0.38,0.01,0.42,0.05,0.01,0.67,0.14,0.49,0.03,0.65,0.11,0.17,0.25,0.36,0.14,0.17,0.39,0.11,0.14,0.23,0.21,1.11,0.34,0.07,0.11,0.18,0.41,0.72,0,0.45,0.02,0.1,0,1.13,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.28,0.53,0.76,0.02,1.76,other,drop,b_anchor
https://www.hltv.org/stats/players/21037/insani?maps=de_mirage,0.88,0.02,0.49,0.06,0.01,0.84,0.19,0,0,0.54,0.09,0.15,0.22,0.22,0.19,0.17,0.38,0.1,0.14,0.19,0.2,1.13,0.76,0.13,0.11,0,0.52,0.67,0.03,0.27,0.01,0.08,0,1.08,0.06,0.01,0.01,0.01,0.01,0.002,0.001,0.47,0,0.6,0.56,0.04,2.06,de_mirage,21,0.91,0.02,0.51,0.06,0.01,0.92,0.22,0.66,0.04,0.63,0.09,0.14,0.21,0.16,0.22,0.18,0.44,0.09,0.12,0.16,0.22,1.14,0.8,0.15,0.12,0.27,0.56,0.65,0,0.27,0.008,0.05,0,1.02,0.09,0.0,0.01,0.02,0.01,0.003,0.002,0.55,0.46,0.73,0.46,0.05,2.61,0.74,0.01,0.46,0.05,0.01,0.77,0.17,0.57,0.04,0.47,0.09,0.16,0.22,0.27,0.15,0.16,0.43,0.1,0.16,0.23,0.18,1.12,0.62,0.1,0.11,0.22,0.48,0.68,0,0.31,0.01,0.1,0,1.13,0.03,0.01,0.01,0.01,0.0,0.001,0.001,0.42,0.27,0.46,0.65,0.03,1.66,other,insani,a_connector
https://www.hltv.org/stats/players/18141/biguzera?maps=de_mirage,0.71,0.01,0.47,0.05,0.01,0.78,0.17,0,0,0.32,0.08,0.13,0.2,0.24,0.17,0.19,0.21,0.08,0.12,0.17,0.2,1.13,0.75,0.12,0.12,0,0.5,0.73,0.03,0.41,0.02,0.09,0,1.05,0.07,0.02,0.02,0.03,0.01,0.004,0.001,0.55,0,0.92,0.6,0.04,2.21,de_mirage,28,0.69,0.01,0.5,0.05,0.01,0.83,0.18,0.56,0.04,0.54,0.08,0.13,0.21,0.21,0.19,0.21,0.48,0.09,0.13,0.17,0.2,1.13,0.7,0.13,0.1,0.23,0.57,0.7,0,0.28,0.008,0.06,0,1.05,0.13,0.03,0.03,0.04,0.02,0.007,0.003,0.58,0.49,0.88,0.47,0.05,2.69,0.63,0.01,0.44,0.05,0.01,0.73,0.16,0.54,0.03,0.22,0.08,0.13,0.19,0.25,0.14,0.16,0.18,0.08,0.12,0.18,0.19,1.12,0.73,0.11,0.14,0.25,0.44,0.76,0,0.55,0.03,0.11,0,1.07,0.01,0.01,0.01,0.01,0.0,0.0006,0.0,0.58,0.31,0.96,0.78,0.05,1.92,other,biguzera,a_connector
https://www.hltv.org/stats/players/19694/nqz?maps=de_mirage,0.54,0.01,0.48,0.05,0.01,0.71,0.16,0,0,0.15,0.07,0.1,0.17,0.25,0.09,0.19,0.47,0.09,0.15,0.21,0.22,1.01,0.46,0.1,0.07,0,0.58,0.78,0.02,0.69,0.03,0.13,0,1.17,0.13,0.92,0.36,0.51,0.27,0.08,0.07,0.58,0,0.8,0.79,0.08,2.31,de_mirage,20,0.58,0.01,0.52,0.05,0.01,0.76,0.18,0.53,0.04,0.2,0.06,0.09,0.16,0.22,0.1,0.19,0.46,0.08,0.13,0.17,0.22,1.01,0.71,0.13,0.08,0.21,0.61,0.78,0,0.62,0.02,0.12,0,1.15,0.19,0.91,0.43,0.57,0.32,0.1,0.09,0.53,0.28,0.98,0.54,0.05,2.6,0.44,0.01,0.45,0.05,0.01,0.65,0.15,0.46,0.03,0.21,0.09,0.11,0.19,0.29,0.07,0.18,0.56,0.11,0.16,0.26,0.23,1.01,0.25,0.06,0.06,0.11,0.51,0.78,0,0.73,0.04,0.15,0,1.2,0.07,0.93,0.29,0.45,0.21,0.07,0.03,0.64,0.21,0.6,1.1,0.11,2.17,other,nqz,ct_all_round
https://www.hltv.org/stats/players/20085/kauez?maps=de_mirage,0.76,0.02,0.48,0.05,0.01,0.78,0.18,0,0,0.45,0.09,0.14,0.21,0.25,0.14,0.16,0.21,0.08,0.12,0.17,0.17,1.08,0.66,0.11,0.11,0,0.5,0.77,0.02,0.34,0.02,0.09,0,1.0,0.06,0.02,0.02,0.03,0.01,0.003,0.002,0.33,0,0.55,0.49,0.03,2.38,de_mirage,22,0.75,0.02,0.52,0.05,0.01,0.84,0.18,0.58,0.04,0.46,0.07,0.13,0.2,0.19,0.16,0.18,0.19,0.06,0.1,0.13,0.17,1.1,0.81,0.14,0.1,0.24,0.6,0.77,0,0.33,0.01,0.08,0,1.0,0.1,0.03,0.03,0.04,0.02,0.005,0.003,0.43,0.32,0.43,0.43,0.03,3.1,0.67,0.01,0.45,0.05,0.01,0.72,0.17,0.54,0.03,0.45,0.1,0.15,0.22,0.29,0.12,0.14,0.37,0.11,0.14,0.21,0.18,1.07,0.43,0.08,0.12,0.2,0.4,0.77,0,0.36,0.02,0.09,0,0.98,0.03,0.01,0.01,0.01,0.0,0.001,0.001,0.28,0.18,0.67,0.53,0.03,1.78,other,kauez,b_anchor
https://www.hltv.org/stats/players/20171/snow?maps=de_mirage,0.58,0.01,0.47,0.05,0.01,0.73,0.16,0,0,0.67,0.11,0.15,0.22,0.32,0.15,0.2,0.34,0.11,0.12,0.18,0.24,1.07,0.57,0.11,0.1,0,0.52,0.74,0.03,0.35,0.01,0.09,0,1.07,0.09,0.03,0.03,0.04,0.02,0.005,0.005,0.34,0,1.12,0.48,0.03,2.03,de_mirage,18,0.68,0.02,0.51,0.05,0.01,0.79,0.18,0.54,0.04,0.47,0.08,0.12,0.2,0.24,0.16,0.23,0.44,0.09,0.12,0.16,0.25,1.05,0.46,0.1,0.07,0.18,0.59,0.77,0,0.46,0.01,0.08,0,1.1,0.16,0.02,0.02,0.03,0.02,0.003,0.006,0.36,0.38,1.29,0.36,0.03,2.5,0.42,0.01,0.43,0.05,0.01,0.68,0.14,0.48,0.03,0.74,0.14,0.17,0.24,0.37,0.14,0.17,0.38,0.12,0.13,0.21,0.23,1.09,0.64,0.11,0.12,0.22,0.48,0.71,0,0.3,0.01,0.1,0,1.03,0.03,0.07,0.03,0.04,0.02,0.007,0.003,0.34,0.24,0.96,0.56,0.03,1.72,other,snow,a_anchor
https://www.hltv.org/stats/players/20563/lux?maps=de_mirage,0.76,0.02,0.48,0.05,0.01,0.8,0.17,0,0,0.26,0.08,0.12,0.19,0.19,0.17,0.18,0.16,0.08,0.12,0.16,0.22,1.11,0.73,0.12,0.11,0,0.53,0.71,0.03,0.52,0.02,0.08,0,1.05,0.07,0.02,0.02,0.03,0.02,0.003,0.004,0.73,0,0.8,0.68,0.04,2.07,de_mirage,23,0.64,0.01,0.5,0.05,0.01,0.81,0.18,0.53,0.04,0.39,0.07,0.11,0.19,0.18,0.18,0.22,0.28,0.07,0.11,0.14,0.24,1.11,0.48,0.11,0.07,0.18,0.6,0.68,0,0.49,0.02,0.09,0,1.07,0.12,0.02,0.03,0.04,0.02,0.002,0.005,0.74,0.74,0.91,0.48,0.04,2.66,0.79,0.02,0.47,0.05,0.01,0.78,0.17,0.57,0.04,0.24,0.1,0.13,0.18,0.2,0.17,0.15,0.23,0.09,0.13,0.18,0.2,1.11,0.84,0.13,0.14,0.28,0.48,0.74,0,0.54,0.03,0.08,0,1.02,0.02,0.03,0.01,0.02,0.01,0.003,0.003,0.67,0.38,0.69,0.89,0.04,1.75,other,lux,a_connector
https://www.hltv.org/stats/players/12732/fl1t?maps=de_mirage,0.88,0.02,0.5,0.05,0.01,0.84,0.19,0,0,0.32,0.08,0.13,0.2,0.21,0.14,0.16,0.42,0.1,0.15,0.2,0.18,1.11,0.56,0.1,0.09,0,0.54,0.74,0.03,0.41,0.02,0.09,0,0.95,0.08,0.01,0.01,0.02,0.01,0.002,0.001,0.52,0,1.07,0.52,0.03,2.27,de_mirage,24,0.88,0.02,0.53,0.06,0.01,0.88,0.21,0.59,0.04,0.42,0.07,0.12,0.19,0.18,0.16,0.2,0.51,0.08,0.14,0.18,0.19,1.1,0.57,0.12,0.07,0.19,0.62,0.74,0,0.43,0.02,0.08,0,1.02,0.14,0.0,0.01,0.02,0.01,0.002,0.002,0.47,0.57,1.28,0.32,0.03,2.85,0.79,0.01,0.48,0.05,0.01,0.79,0.17,0.58,0.04,0.29,0.09,0.14,0.2,0.23,0.13,0.14,0.42,0.11,0.15,0.22,0.16,1.13,0.53,0.09,0.11,0.2,0.46,0.73,0,0.41,0.02,0.1,0,0.88,0.04,0.02,0.01,0.02,0.01,0.002,0.0006,0.54,0.34,0.87,0.69,0.03,2.0,other,FL1T,a_connector
https://www.hltv.org/stats/players/13138/maka?maps=de_mirage,0.79,0.02,0.49,0.06,0.01,0.77,0.19,0,0,0.14,0.07,0.11,0.17,0.15,0.1,0.14,0.22,0.08,0.13,0.18,0.17,1.05,0.74,0.12,0.1,0,0.55,0.7,0.02,0.5,0.02,0.11,0,1.02,0.07,0.91,0.32,0.44,0.24,0.08,0.07,0.7,0,0.85,0.91,0.07,2.44,de_mirage,27,0.75,0.02,0.51,0.06,0.01,0.8,0.2,0.58,0.03,0.16,0.06,0.09,0.15,0.12,0.12,0.15,0.2,0.06,0.1,0.13,0.18,1.04,0.83,0.16,0.11,0.27,0.58,0.67,0,0.43,0.01,0.08,0,1.0,0.12,0.92,0.44,0.57,0.33,0.12,0.11,0.72,0.47,0.97,0.69,0.05,2.84,0.74,0.01,0.46,0.06,0.01,0.74,0.18,0.57,0.04,0.26,0.08,0.14,0.2,0.19,0.09,0.12,0.39,0.09,0.16,0.22,0.16,1.07,0.49,0.09,0.09,0.18,0.5,0.75,0,0.57,0.03,0.14,0,1.02,0.03,0.76,0.2,0.28,0.15,0.04,0.03,0.72,0.3,0.71,1.2,0.09,2.21,other,Maka,
https://www.hltv.org/stats/players/13497/lucky?maps=de_mirage,0.55,0.01,0.46,0.05,0.01,0.75,0.16,0,0,0.17,0.09,0.11,0.17,0.18,0.13,0.17,0.35,0.09,0.13,0.2,0.19,1.12,0.25,0.08,0.09,0,0.47,0.65,0.02,0.32,0.01,0.11,0,1.05,0.07,0.28,0.12,0.18,0.1,0.03,0.02,0.45,0,1.1,0.47,0.04,2.07,de_mirage,27,0.56,0.01,0.48,0.05,0.01,0.79,0.17,0.55,0.03,0.16,0.07,0.09,0.14,0.14,0.13,0.18,0.3,0.07,0.11,0.16,0.18,1.11,0.33,0.09,0.07,0.16,0.59,0.66,0,0.41,0.01,0.1,0,1.05,0.12,0.44,0.2,0.28,0.16,0.06,0.03,0.43,0.57,1.13,0.31,0.03,2.49,0.46,0.01,0.44,0.05,0.01,0.7,0.15,0.52,0.03,0.3,0.11,0.13,0.19,0.22,0.13,0.15,0.53,0.12,0.15,0.25,0.19,1.14,0.25,0.07,0.11,0.18,0.37,0.64,0,0.28,0.01,0.12,0,1.05,0.01,0.09,0.04,0.06,0.03,0.008,0.003,0.49,0.27,1.07,0.67,0.06,1.87,other,Lucky,
https://www.hltv.org/stats/players/19738/djoko?maps=de_mirage,0.3,0.01,0.42,0.06,0.01,0.71,0.13,0,0,0.29,0.09,0.13,0.17,0.27,0.15,0.15,0.12,0.07,0.11,0.17,0.19,1.15,0.53,0.1,0.13,0,0.44,0.67,0.02,0.13,0.004,0.05,0,0.93,0.04,0.02,0.02,0.03,0.01,0.004,0.0,0.46,0,1.28,0.57,0.04,2.58,de_mirage,28,0.51,0.01,0.47,0.06,0.01,0.82,0.14,0.65,0.03,0.06,0.04,0.08,0.11,0.13,0.19,0.16,0.07,0.04,0.08,0.11,0.19,1.15,0.51,0.1,0.12,0.22,0.46,0.77,0,0.23,0.008,0.05,0,0.93,0.07,0.03,0.03,0.04,0.02,0.008,0.0,0.73,0.44,1.6,0.63,0.07,3.53,0.11,0.01,0.36,0.05,0.01,0.59,0.12,0.54,0.02,0.77,0.15,0.18,0.24,0.4,0.11,0.14,0.45,0.1,0.14,0.27,0.2,1.15,0.57,0.1,0.14,0.24,0.42,0.55,0,0.02,0.0,0.04,0,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.07,0.91,0.6,0.01,1.59,3dMAX,Djoko,
https://www.hltv.org/stats/players/19739/ex3rcice?maps=de_mirage,0.45,0.01,0.51,0.05,0.01,0.78,0.12,0,0,0.29,0.1,0.11,0.16,0.43,0.16,0.1,0.93,0.15,0.23,0.34,0.27,1.16,0.1,0.05,0.11,0,0.3,0.67,0.03,0.22,0.0,0.16,0,1.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0,1.64,0.67,0.0,1.69,de_mirage,25,0.05,0.01,0.42,0.05,0.01,0.67,0.05,0.52,0.01,0.14,0.05,0.08,0.12,0.33,0.16,0.1,0.55,0.08,0.11,0.21,0.32,1.33,0.05,0.0,0.16,0.16,0.0,0.0,0,0.08,0.0,0.08,0,1.03,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.81,2.63,0.87,0.0,1.93,0.99,0.02,0.65,0.05,0.01,0.96,0.22,0.58,0.05,0.75,0.17,0.17,0.21,1.0,0.17,0.09,0.96,0.26,0.43,0.46,0.23,1.01,0.69,0.13,0.04,0.17,0.75,0.67,0,0.25,0.0,0.3,0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.91,0.0,1.46,3dMAX,Ex3rcice,
https://www.hltv.org/stats/players/21969/graviti?maps=de_mirage,0.04,0.01,0.39,0.04,0.01,0.6,0.1,0,0,0.13,0.06,0.12,0.16,0.17,0.14,0.2,0.01,0.03,0.07,0.13,0.14,1.18,0.27,0.07,0.14,0,0.34,0.54,0.02,0.63,0.03,0.09,0,0.98,0.04,0.0,0.01,0.01,0.01,0.0,0.0,0.56,0,1.24,0.78,0.06,2.21,de_mirage,21,0.01,0.01,0.37,0.03,0.01,0.56,0.08,0.4,0.02,0.03,0.04,0.08,0.1,0.0,0.12,0.19,0.0,0.02,0.03,0.07,0.14,1.22,0.32,0.09,0.12,0.21,0.44,0.36,0,0.25,0.006,0.08,0,0.98,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.26,0.65,0.5,0.04,3.02,0.24,0.01,0.4,0.04,0.01,0.65,0.12,0.46,0.02,0.42,0.08,0.15,0.22,0.29,0.17,0.2,0.11,0.05,0.1,0.18,0.15,1.16,0.34,0.06,0.17,0.22,0.26,0.8,0,0.77,0.05,0.1,0,1.0,0.01,0.02,0.01,0.02,0.01,0.0,0.0,0.62,0.24,1.78,0.98,0.08,1.79,3dMAX,Graviti,
https://www.hltv.org/stats/players/8738/elige?maps=de_mirage,0.92,0.02,0.51,0.06,0.01,0.86,0.2,0,0,0.29,0.09,0.13,0.18,0.18,0.15,0.14,0.33,0.11,0.13,0.17,0.17,1.01,0.87,0.14,0.12,0,0.54,0.74,0.03,0.32,0.02,0.06,0,0.92,0.04,0.0,0.0,0.01,0.0,0.0008,0.0001,0.36,0,0.74,0.52,0.02,1.68,de_mirage,27,0.92,0.02,0.54,0.06,0.01,0.92,0.21,0.58,0.04,0.4,0.08,0.12,0.18,0.14,0.18,0.14,0.38,0.09,0.12,0.14,0.18,1.01,0.87,0.16,0.11,0.28,0.59,0.74,0,0.29,0.01,0.04,0,0.88,0.07,0.0,0.01,0.01,0.01,0.001,0.0002,0.31,0.43,0.8,0.33,0.02,2.12,0.83,0.02,0.47,0.05,0.01,0.8,0.18,0.55,0.03,0.23,0.09,0.13,0.18,0.22,0.13,0.12,0.34,0.11,0.14,0.2,0.16,1.02,0.77,0.12,0.13,0.25,0.48,0.74,0,0.36,0.02,0.08,0,0.93,0.01,0.0,0.0,0.0,0.0,0.0005,0.0,0.41,0.24,0.51,0.71,0.03,1.48,Complexity,EliGE,a_connector
https://www.hltv.org/stats/players/11630/jt?maps=de_mirage,0.62,0.01,0.46,0.05,0.01,0.75,0.17,0,0,0.53,0.11,0.14,0.21,0.25,0.14,0.18,0.45,0.11,0.14,0.2,0.19,1.1,0.46,0.1,0.1,0,0.48,0.75,0.03,0.4,0.02,0.11,0,0.95,0.05,0.09,0.06,0.08,0.04,0.01,0.01,0.64,0,0.91,0.79,0.06,2.21,de_mirage,26,0.64,0.01,0.48,0.05,0.01,0.8,0.18,0.54,0.03,0.55,0.09,0.12,0.2,0.24,0.16,0.21,0.53,0.09,0.13,0.18,0.2,1.11,0.52,0.11,0.08,0.2,0.58,0.68,0,0.41,0.01,0.1,0,0.98,0.09,0.12,0.09,0.12,0.06,0.02,0.02,0.69,0.54,1.41,0.52,0.05,2.75,0.51,0.01,0.44,0.05,0.01,0.7,0.15,0.52,0.03,0.52,0.12,0.16,0.22,0.27,0.12,0.14,0.48,0.12,0.15,0.23,0.19,1.1,0.4,0.07,0.13,0.2,0.37,0.87,0,0.41,0.02,0.12,0,0.92,0.01,0.03,0.02,0.03,0.02,0.001,0.004,0.58,0.17,0.36,1.13,0.08,1.97,Complexity,JT,
