Map,Mean,Std,Std/Mean (%)
de_ancient,0.015,0.027,180.0
de_anubis,0.017,0.031,182.353
de_dust2,0.029,0.044,151.724
de_inferno,0.019,0.033,173.684
de_mirage,0.021,0.035,166.667
de_nuke,0.017,0.031,182.353
de_train,0.021,0.038,180.952
de_vertigo,0.015,0.026,173.333
