Map,Mean,Std,Std/Mean (%)
de_ancient,0.27,0.06,22.22
de_anubis,0.26,0.08,30.77
de_dust2,0.22,0.06,27.27
de_inferno,0.25,0.05,20.0
de_mirage,0.23,0.05,21.74
de_nuke,0.24,0.07,29.17
de_train,0.23,0.13,56.52
de_vertigo,0.24,0.05,20.83
