Map,Mean,Std,Std/Mean (%)
de_ancient,0.266,0.056,21.053
de_anubis,0.259,0.075,28.958
de_dust2,0.22,0.056,25.455
de_inferno,0.249,0.049,19.679
de_mirage,0.232,0.051,21.983
de_nuke,0.236,0.069,29.237
de_train,0.233,0.127,54.506
de_vertigo,0.243,0.052,21.399
