Map,Mean,Std,Std/Mean (%)
de_ancient,0.2,0.05,25.0
de_anubis,0.2,0.05,25.0
de_dust2,0.2,0.04,20.0
de_inferno,0.2,0.04,20.0
de_mirage,0.2,0.03,15.0
de_nuke,0.2,0.05,25.0
de_train,0.2,0.06,30.0
de_vertigo,0.2,0.04,20.0
