Map,Mean,Std,Std/Mean (%)
de_ancient,0.727,0.068,9.354
de_anubis,0.718,0.12,16.713
de_dust2,0.732,0.044,6.011
de_inferno,0.721,0.041,5.687
de_mirage,0.734,0.036,4.905
de_nuke,0.715,0.117,16.364
de_train,0.681,0.198,29.075
de_vertigo,0.731,0.049,6.703
