Map,Mean,Std,Std/Mean (%)
de_ancient,0.078,0.134,171.795
de_anubis,0.08,0.136,170.0
de_dust2,0.12,0.167,139.167
de_inferno,0.081,0.128,158.025
de_mirage,0.1,0.154,154.0
de_nuke,0.075,0.129,172.0
de_train,0.1,0.148,148.0
de_vertigo,0.074,0.122,164.865
