Map,Mean,Std,Std/Mean (%)
de_ancient,0.074,0.028,37.838
de_anubis,0.095,0.038,40.0
de_dust2,0.078,0.026,33.333
de_inferno,0.101,0.029,28.713
de_mirage,0.068,0.025,36.765
de_nuke,0.068,0.029,42.647
de_train,0.052,0.033,63.462
de_vertigo,0.072,0.027,37.5
