Map,Mean,Std,Std/Mean (%)
de_ancient,0.17027472527472526,0.022506753281943508,13.22
de_anubis,0.16137362637362637,0.03333710237125545,20.66
de_dust2,0.16863387978142075,0.021503701437750888,12.75
de_inferno,0.16499999999999998,0.018199326075799063,11.03
de_mirage,0.17486338797814205,0.020645035682910453,11.81
de_nuke,0.16562841530054642,0.030282800057839124,18.28
de_train,0.16574585635359115,0.048889007477952044,29.5
de_vertigo,0.17318681318681317,0.021433650461565205,12.38
