Map,Mean,Std,Std/Mean (%)
de_ancient,0.226,0.034,15.044
de_anubis,0.243,0.049,20.165
de_dust2,0.213,0.037,17.371
de_inferno,0.214,0.031,14.486
de_mirage,0.196,0.027,13.776
de_nuke,0.193,0.039,20.207
de_train,0.181,0.064,35.359
de_vertigo,0.217,0.031,14.286
