Map,Mean,Std,Std/Mean (%)
de_ancient,0.757,0.284,37.517
de_anubis,0.798,0.423,53.008
de_dust2,0.855,0.366,42.807
de_inferno,1.162,0.445,38.296
de_mirage,0.855,0.33,38.596
de_nuke,0.628,0.249,39.65
de_train,0.775,0.629,81.161
de_vertigo,1.08,0.466,43.148
