Map,Mean,Std,Std/Mean (%)
de_ancient,0.13,0.02,15.38
de_anubis,0.13,0.03,23.08
de_dust2,0.12,0.02,16.67
de_inferno,0.13,0.02,15.38
de_mirage,0.12,0.02,16.67
de_nuke,0.13,0.03,23.08
de_train,0.12,0.04,33.33
de_vertigo,0.13,0.02,15.38
