Map,Mean,Std,Std/Mean (%)
de_ancient,0.17,0.02,11.76
de_anubis,0.16,0.03,18.75
de_dust2,0.17,0.02,11.76
de_inferno,0.16,0.02,12.5
de_mirage,0.17,0.02,11.76
de_nuke,0.17,0.03,17.65
de_train,0.17,0.05,29.41
de_vertigo,0.17,0.02,11.76
