Map,Mean,Std,Std/Mean (%)
de_ancient,0.08,0.13,162.5
de_anubis,0.08,0.14,175.0
de_dust2,0.12,0.17,141.67
de_inferno,0.08,0.13,162.5
de_mirage,0.1,0.15,150.0
de_nuke,0.07,0.13,185.71
de_train,0.1,0.15,150.0
de_vertigo,0.07,0.12,171.43
