Map,Mean,Std,Std/Mean (%)
de_ancient,0.06,0.103,171.667
de_anubis,0.063,0.107,169.841
de_dust2,0.092,0.128,139.13
de_inferno,0.061,0.098,160.656
de_mirage,0.077,0.118,153.247
de_nuke,0.057,0.099,173.684
de_train,0.076,0.112,147.368
de_vertigo,0.057,0.094,164.912
