Map,Mean,Std,Std/Mean (%)
de_ancient,0.02,0.036,180.0
de_anubis,0.019,0.034,178.947
de_dust2,0.03,0.044,146.667
de_inferno,0.02,0.033,165.0
de_mirage,0.026,0.042,161.538
de_nuke,0.019,0.034,178.947
de_train,0.027,0.044,162.963
de_vertigo,0.019,0.032,168.421
