Map,Mean,Std,Std/Mean (%)
de_ancient,0.104,0.019,18.269
de_anubis,0.108,0.025,23.148
de_dust2,0.101,0.014,13.861
de_inferno,0.11,0.014,12.727
de_mirage,0.091,0.014,15.385
de_nuke,0.095,0.021,22.105
de_train,0.085,0.033,38.824
de_vertigo,0.108,0.017,15.741
