Map,Mean,Std,Std/Mean (%)
de_ancient,0.696,0.073,10.489
de_anubis,0.666,0.116,17.417
de_dust2,0.687,0.059,8.588
de_inferno,0.679,0.054,7.953
de_mirage,0.709,0.057,8.039
de_nuke,0.681,0.114,16.74
de_train,0.668,0.181,27.096
de_vertigo,0.704,0.055,7.812
