Map,Mean,Std,Std/Mean (%)
de_ancient,0.223,0.035,15.695
de_anubis,0.215,0.054,25.116
de_dust2,0.224,0.031,13.839
de_inferno,0.221,0.029,13.122
de_mirage,0.223,0.027,12.108
de_nuke,0.215,0.041,19.07
de_train,0.224,0.1,44.643
de_vertigo,0.223,0.043,19.283
