Map,Mean,Std,Std/Mean (%)
de_ancient,1.04,0.11,10.58
de_anubis,1.15,0.21,18.26
de_dust2,1.1,0.28,25.45
de_inferno,1.41,2.04,144.68
de_mirage,1.02,0.1,9.8
de_nuke,1.04,0.18,17.31
de_train,1.02,0.78,76.47
de_vertigo,1.1,0.09,8.18
