Map,Mean,Std,Std/Mean (%)
de_ancient,0.06,0.1,166.67
de_anubis,0.06,0.11,183.33
de_dust2,0.09,0.13,144.44
de_inferno,0.06,0.1,166.67
de_mirage,0.08,0.12,150.0
de_nuke,0.06,0.1,166.67
de_train,0.08,0.11,137.5
de_vertigo,0.06,0.09,150.0
