Map,Mean,Std,Std/Mean (%)
de_ancient,0.03,0.01,33.33
de_anubis,0.03,0.01,33.33
de_dust2,0.03,0.0,0.0
de_inferno,0.03,0.0,0.0
de_mirage,0.03,0.0,0.0
de_nuke,0.03,0.01,33.33
de_train,0.03,0.01,33.33
de_vertigo,0.03,0.0,0.0
