full_url,player,country,age,team,firepower,rating_2,kpr,damage_per_round,dpr_win,rounds_with_kill,pistol_round_rating,rounds_with_multi_kill,entrying,saved_by_teammate_pr,traded_deaths_pr,traded_death_percentage,opening_death_traded_percentage,asists_pr,support_rounds,opening,opening_kills_pr,opening_deaths_pr,opening_attempts,opening_sucess,win_percent_after_open_kill,attacks_per_round,sniping,sniping_kpr,sniping_k_percentage,rounds_w_sniping_k_percentage,sniping_multi_kill_rounds,sniping_opening_kpr,trading,saved_teammate_pr,trade_kills_pr,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,clutching,clutch_points_pr,last_alive_percentage,one_v_one_percentage,time_alive_pr,saved_per_round_loss,utility,utility_damage_pr,utility_kills_per100_r,flashes_thrown_pr,flash_assists_pr,timme_opponent_flashed_pr
https://www.hltv.org/stats/players/21879/a1pha,A1pha,United States,21 years,No team,1/100,0.65,0.43,59.0,76.4,35.6%,0.49,6.3%,70/100,0.11,0.18,21.2%,21.2%,0.16,14.9%,35/100,0.07,0.19,26.4%,28.3%,46.2%,2.17,5/100,0.03,6.7%,2.3%,0.006,0.0,20/100,0.05,0.09,21.3%,21.3%,137,23/100,0.01,6.9%,100.0%,0m 52s,0.8%,27/100,2.15,0.57,0.47,0.02,2.14
https://www.hltv.org/stats/players/24394/aapestt,Aapestt,Mongolia,18 years,No team,47/100,0.88,0.65,67.6,108.9,43.5%,0.91,17.4%,21/100,0.12,0.09,7.7%,7.7%,0.16,18.8%,28/100,0.06,0.19,24.6%,23.5%,50.0%,2.49,0/100,0.00,0.0%,-,0.0,0.0,99/100,0.16,0.23,35.6%,37.8%,104,85/100,0.04,15.9%,100.0%,0m 57s,4.8%,34/100,6.42,0.0,0.20,0.0,1.44
https://www.hltv.org/stats/players/13317/aaron,Aaron,Hungary,25 years,JiJieHao,67/100,1.04,0.69,77.6,103.5,46.5%,1.04,16.9%,53/100,0.10,0.15,24.4%,24.4%,0.17,15.7%,64/100,0.11,0.13,23.8%,46.1%,72.4%,2.84,2/100,0.02,2.3%,1.2%,0.004,0.001,30/100,0.10,0.13,18.4%,21.0%,113,36/100,0.02,9.1%,60.6%,1m 0s,4.9%,80/100,5.84,0.99,0.79,0.04,2.20full_url,player,country,age,team,firepower,rating_2,kpr,damage_per_round,dpr_win,rounds_with_kill,pistol_round_rating,rounds_with_multi_kill,entrying,saved_by_teammate_pr,traded_deaths_pr,traded_death_percentage,opening_death_traded_percentage,asists_pr,support_rounds,opening,opening_kills_pr,opening_deaths_pr,opening_attempts,opening_sucess,win_percent_after_open_kill,attacks_per_round,sniping,sniping_kpr,sniping_k_percentage,rounds_w_sniping_k_percentage,sniping_multi_kill_rounds,sniping_opening_kpr,trading,saved_teammate_pr,trade_kills_pr,trade_kills_percentage,assisted_kills_percentage,damage_per_kill,clutching,clutch_points_pr,last_alive_percentage,one_v_one_percentage,time_alive_pr,saved_per_round_loss,utility,utility_damage_pr,utility_kills_per100_r,flashes_thrown_pr,flash_assists_pr,timme_opponent_flashed_pr
https://www.hltv.org/stats/players/24394/aapestt,Aapestt,Mongolia,18 years,No team,47/100,0.88,0.65,67.6,108.9,43.5%,0.91,17.4%,21/100,0.12,0.09,7.7%,7.7%,0.16,18.8%,28/100,0.06,0.19,24.6%,23.5%,50.0%,2.49,0/100,0.00,0.0%,-,0.0,0.0,99/100,0.16,0.23,35.6%,37.8%,104,85/100,0.04,15.9%,100.0%,0m 57s,4.8%,34/100,6.42,0.0,0.20,0.0,1.44
https://www.hltv.org/stats/players/17562/abdi,abdi,Sweden,33 years,Metizport,5/100,0.75,0.50,59.1,76.0,36.9%,0.76,11.4%,39/100,0.09,0.14,23.4%,23.4%,0.13,19.7%,12/100,0.06,0.11,16.9%,36.0%,61.1%,2.24,4/100,0.03,5.7%,1.7%,0.003,0.005,26/100,0.09,0.10,20.6%,22.3%,118,37/100,0.02,8.5%,40.0%,1m 0s,6.1%,41/100,4.75,0.34,0.41,0.03,2.14
https://www.hltv.org/stats/players/23511/abiijxk,Abiijxk,Uruguay,20 years,No team,1/100,0.67,0.45,57.9,90.1,32.7%,0.70,8.9%,55/100,0.11,0.16,25.0%,25.0%,0.15,14.7%,21/100,0.06,0.14,20.8%,30.7%,43.5%,2.57,0/100,0.00,0.0%,-,0.0,0.0,60/100,0.11,0.12,26.5%,29.0%,129,53/100,0.02,14.1%,50.0%,0m 52s,1.2%,11/100,2.72,0.28,0.15,0.01,2.03
https://www.hltv.org/stats/players/21445/abiraju,abiraju,Russia,23 years,No team,53/100,1.03,0.67,75.2,99.7,46.2%,1.36,15.4%,58/100,0.12,0.14,27.8%,27.8%,0.16,17.2%,39/100,0.09,0.09,18.2%,49.3%,74.3%,2.68,3/100,0.03,3.8%,1.5%,0.005,0.005,29/100,0.11,0.11,16.9%,16.2%,113,46/100,0.02,12.6%,83.3%,1m 0s,8.1%,24/100,3.09,0.77,0.41,0.02,1.74
https://www.hltv.org/stats/players/20451/abizz,abizz,Argentina,20 years,ShindeN,40/100,0.95,0.64,71.0,95.8,43.7%,1.07,15.1%,31/100,0.09,0.13,25.1%,25.1%,0.13,17.0%,24/100,0.08,0.10,17.5%,42.9%,72.9%,2.60,1/100,0.01,2.0%,1.1%,0.002,0.001,30/100,0.09,0.12,19.6%,19.1%,112,50/100,0.02,12.6%,63.1%,1m 4s,4.7%,73/100,5.13,0.94,0.68,0.04,2.49
https://www.hltv.org/stats/players/20531/abm,ABM,Argentina,28 years,No team,37/100,0.96,0.62,71.4,95.7,41.9%,1.01,14.9%,70/100,0.11,0.16,28.5%,28.5%,0.13,17.6%,28/100,0.08,0.11,18.7%,42.9%,68.9%,2.82,0/100,0.00,0.2%,0.1%,0.0,0.0,34/100,0.09,0.13,20.7%,17.9%,116,44/100,0.02,10.1%,66.7%,1m 3s,5.2%,47/100,3.87,0.55,0.55,0.03,2.28
https://www.hltv.org/stats/players/24188/abp,abp,Canada,24 years,No team,38/100,1.06,0.62,79.4,96.5,50.0%,1.99,10.0%,72/100,0.10,0.20,0.0%,0.0%,0.25,22.5%,23/100,0.08,0.02,10.0%,75.0%,0.0%,3.05,0/100,0.00,0.0%,-,0.0,0.0,27/100,0.07,0.12,20.0%,20.0%,127,61/100,0.02,15.0%,100.0%,0m 59s,0.0%,12/100,2.58,0.0,0.20,0.02,2.34
https://www.hltv.org/stats/players/17028/abr,abr,Brazil,25 years,GameHunters,47/100,1.04,0.66,71.8,92.5,46.1%,1.12,15.5%,24/100,0.09,0.12,22.9%,22.9%,0.12,19.8%,30/100,0.08,0.08,16.3%,51.1%,70.3%,2.53,3/100,0.02,3.2%,1.9%,0.005,0.005,48/100,0.10,0.14,21.4%,19.2%,109,67/100,0.03,12.7%,56.8%,1m 14s,10.4%,39/100,3.38,0.48,0.52,0.03,2.21
https://www.hltv.org/stats/players/24468/absolute,absolute,United States,24 years,No team,7/100,0.81,0.58,58.1,77.4,45.7%,0.89,9.9%,11/100,0.09,0.09,23.1%,23.1%,0.12,15.6%,7/100,0.05,0.11,15.2%,29.7%,63.6%,2.12,0/100,0.00,0.0%,-,0.0,0.0,97/100,0.15,0.19,31.7%,35.2%,100,93/100,0.05,20.6%,62.5%,1m 6s,6.3%,35/100,2.71,0.41,0.47,0.07,2.17
https://www.hltv.org/stats/players/22461/abyss,Abyss,Wales,,No team,4/100,0.76,0.48,61.6,87.8,34.9%,0.52,10.1%,18/100,0.07,0.13,8.3%,8.3%,0.16,21.1%,37/100,0.08,0.11,19.3%,42.9%,88.9%,2.20,0/100,0.00,0.0%,-,0.0,0.0,30/100,0.07,0.11,23.1%,17.3%,129,50/100,0.02,13.8%,0.0%,1m 2s,3.0%,43/100,2.40,0.0,0.61,0.06,2.01
https://www.hltv.org/stats/players/22415/accuracytg,AccuracyTG,Mongolia,24 years,ATOX,53/100,1.07,0.69,69.9,89.6,48.2%,0.94,16.5%,15/100,0.08,0.11,15.7%,15.7%,0.13,18.1%,53/100,0.10,0.07,17.7%,58.7%,72.1%,2.13,92/100,0.32,46.1%,24.8%,0.09,0.07,22/100,0.07,0.12,17.6%,26.4%,102,79/100,0.03,14.2%,53.2%,1m 5s,5.5%,71/100,4.07,0.92,0.89,0.10,2.34
https://www.hltv.org/stats/players/7816/ace,Ace,India,31 years,No team,76/100,1.05,0.71,79.4,97.5,47.7%,,17.7%,30/100,0.10,0.12,21.5%,21.5%,0.15,17.3%,31/100,0.08,0.08,15.9%,51.8%,74.2%,3.17,0/100,0.00,0.4%,0.2%,0.0008,0.0003,31/100,0.09,0.13,18.8%,20.2%,107,51/100,0.02,11.7%,67.4%,1m 4s,4.2%,85/100,6.93,1.45,0.78,0.05,2.08
https://www.hltv.org/stats/players/24047/aceqx,AceQx,Russia,22 years,No team,2/100,0.76,0.53,52.8,101.3,42.1%,3.95,5.3%,14/100,0.05,0.11,33.3%,33.3%,0.11,21.1%,29/100,0.05,0.16,21.1%,25.0%,100.0%,1.63,8/100,0.05,10.0%,5.3%,0.0,0.0,64/100,0.05,0.16,30.0%,40.0%,100,89/100,0.11,15.8%,-,0m 45s,15.4%,10/100,0.11,0.0,0.05,0.0,3.97
https://www.hltv.org/stats/players/23566/acex,AceX,Russia,21 years,No team,39/100,0.92,0.63,67.2,88.1,42.5%,1.13,16.2%,16/100,0.09,0.11,16.7%,16.7%,0.14,17.8%,18/100,0.06,0.05,11.0%,55.0%,68.2%,2.45,3/100,0.02,3.8%,2.2%,0.003,0.003,62/100,0.10,0.15,22.9%,31.6%,106,95/100,0.05,17.8%,44.4%,1m 5s,6.9%,16/100,3.22,0.82,0.26,0.01,1.60
https://www.hltv.org/stats/players/8151/acilion,AcilioN,Denmark,28 years,Preasy,44/100,0.94,0.64,72.2,78.8,44.6%,,15.3%,45/100,0.11,0.13,24.9%,24.9%,0.15,18.2%,52/100,0.10,0.11,20.9%,47.8%,73.0%,2.92,2/100,0.02,2.5%,1.3%,0.003,0.002,16/100,0.09,0.10,16.0%,19.3%,94,29/100,0.01,7.9%,52.2%,0m 53s,5.6%,61/100,4.40,0.86,0.62,0.05,2.10
https://www.hltv.org/stats/players/10330/acor,acoR,Denmark,27 years,TSM,63/100,1.06,0.70,72.5,94.4,47.2%,,17.4%,23/100,0.09,0.11,20.2%,20.2%,0.10,17.0%,62/100,0.11,0.09,19.8%,55.6%,75.3%,2.01,91/100,0.32,45.7%,24.2%,0.09,0.07,37/100,0.10,0.14,19.4%,19.0%,103,61/100,0.02,13.1%,57.3%,1m 9s,7.8%,65/100,3.86,0.99,0.72,0.07,2.30
https://www.hltv.org/stats/players/22220/ad0rfin,ad0rfin,Kyrgyzstan,23 years,No team,54/100,1.01,0.66,72.6,91.2,44.7%,1.27,16.8%,30/100,0.09,0.12,31.2%,31.2%,0.15,19.0%,46/100,0.10,0.09,19.0%,52.9%,61.1%,2.17,0/100,0.00,0.0%,-,0.0,0.0,27/100,0.11,0.11,16.9%,21.2%,110,91/100,0.06,18.4%,66.7%,0m 58s,1.0%,17/100,2.18,0.56,0.31,0.01,2.60
https://www.hltv.org/stats/players/24021/adai,adai,Kazakhstan,24 years,MYSKILL,83/100,1.06,0.72,79.0,125.3,43.1%,1.33,20.2%,26/100,0.11,0.11,13.3%,13.3%,0.15,12.8%,51/100,0.09,0.14,22.9%,40.0%,100.0%,2.41,0/100,0.00,0.0%,-,0.0,0.0,72/100,0.13,0.17,22.8%,20.3%,109,2/100,0.0,4.6%,-,0m 57s,5.4%,55/100,5.47,0.92,0.49,0.01,2.49
https://www.hltv.org/stats/players/18219/adam9130,Adam9130,United Kingdom,27 years,GL Academy,40/100,0.98,0.63,73.1,97.6,43.6%,0.86,14.6%,60/100,0.11,0.15,23.2%,23.2%,0.15,16.8%,69/100,0.11,0.13,24.8%,46.4%,72.5%,3.02,0/100,0.00,0.7%,0.4%,0.0007,0.0005,14/100,0.08,0.11,17.2%,18.6%,117,31/100,0.01,8.5%,57.0%,1m 2s,4.8%,70/100,5.92,1.07,0.55,0.05,2.61
https://www.hltv.org/stats/players/20878/adamb,adamb,Sweden,19 years,Metizport,61/100,1.09,0.68,75.6,97.3,46.2%,1.05,16.6%,83/100,0.12,0.16,30.8%,30.8%,0.16,19.5%,70/100,0.12,0.12,23.8%,48.8%,72.9%,2.69,0/100,0.00,0.3%,0.2%,0.0003,0.0,35/100,0.10,0.13,19.0%,20.4%,111,37/100,0.02,8.1%,66.0%,1m 5s,6.6%,21/100,3.22,0.53,0.32,0.02,2.13
https://www.hltv.org/stats/players/19698/adams,adamS,Romania,23 years,KOI,60/100,1.07,0.67,76.8,99.0,46.3%,1.08,16.1%,38/100,0.10,0.13,24.5%,24.5%,0.16,20.2%,49/100,0.10,0.09,19.3%,51.0%,73.0%,3.05,0/100,0.01,0.8%,0.5%,0.0006,0.0002,55/100,0.11,0.15,21.8%,19.8%,114,57/100,0.02,11.1%,59.2%,1m 6s,8.4%,45/100,5.08,0.99,0.37,0.03,2.43
https://www.hltv.org/stats/players/24645/adams0n,Adams0n,Kazakhstan,25 years,No team,46/100,1.20,0.71,74.6,85.8,55.2%,0.84,12.1%,9/100,0.07,0.10,0.0%,0.0%,0.17,19.0%,94/100,0.19,0.09,27.6%,68.8%,72.7%,2.50,1/100,0.02,2.4%,1.7%,0.0,0.0,22/100,0.09,0.12,17.1%,22.0%,106,10/100,0.0,5.2%,-,1m 11s,4.5%,62/100,5.84,0.0,0.66,0.0,1.44
https://www.hltv.org/stats/players/21063/adejis,ADEJIS,Slovakia,23 years,No team,12/100,0.87,0.56,65.1,85.5,40.8%,0.78,11.9%,73/100,0.12,0.16,27.3%,27.3%,0.13,17.0%,31/100,0.08,0.12,19.9%,40.7%,70.3%,2.53,0/100,0.01,1.5%,0.7%,0.001,0.002,21/100,0.08,0.11,19.6%,18.8%,116,27/100,0.01,8.1%,53.1%,0m 54s,5.3%,76/100,4.95,0.79,0.81,0.06,2.29
https://www.hltv.org/stats/players/21211/adex,adeX,Romania,24 years,No team,79/100,1.11,0.74,75.7,103.7,47.8%,1.05,19.2%,11/100,0.08,0.11,17.7%,17.7%,0.11,15.4%,86/100,0.14,0.12,25.2%,54.3%,75.8%,1.96,93/100,0.37,50.2%,27.1%,0.10,0.08,7/100,0.07,0.10,14.1%,18.8%,102,53/100,0.02,12.0%,51.8%,1m 2s,6.8%,33/100,2.29,0.44,0.51,0.03,2.23
https://www.hltv.org/stats/players/12791/adhd,ADHD,Iceland,29 years,No team,28/100,0.80,0.57,68.1,102.9,38.6%,0.35,15.1%,9/100,0.06,0.11,20.6%,20.6%,0.14,12.0%,58/100,0.10,0.14,23.5%,42.4%,84.0%,2.06,93/100,0.36,63.2%,24.3%,0.10,0.08,25/100,0.09,0.11,19.6%,21.0%,120,12/100,0.0,13.1%,-,0m 56s,2.5%,43/100,4.92,0.0,0.40,0.03,2.49
https://www.hltv.org/stats/players/24034/adk,ADK,Canada,30 years,Unjustified fe,50/100,0.93,0.66,72.3,103.9,44.4%,1.01,16.1%,36/100,0.09,0.13,32.6%,32.6%,0.17,14.8%,56/100,0.11,0.14,24.7%,42.7%,62.5%,2.53,0/100,0.00,0.5%,0.3%,0.0,0.0,90/100,0.13,0.18,28.0%,28.5%,110,91/100,0.06,19.1%,87.5%,0m 56s,4.5%,38/100,4.04,0.33,0.38,0.02,3.20
https://www.hltv.org/stats/players/334/adren,AdreN,Kazakhstan,34 years,No team,60/100,0.98,0.67,75.9,65.8,46.0%,,16.3%,7/100,0.08,0.09,14.2%,14.2%,0.15,17.4%,55/100,0.10,0.11,21.3%,48.2%,74.2%,2.88,2/100,0.02,2.3%,1.2%,0.004,0.002,5/100,0.07,0.08,11.2%,19.0%,76,30/100,0.02,6.2%,61.4%,0m 43s,4.5%,49/100,5.32,1.13,0.45,0.02,1.87
https://www.hltv.org/stats/players/23767/adrien,AdrieN,Poland,22 years,No team,43/100,0.88,0.65,70.9,101.7,44.0%,1.23,15.4%,23/100,0.08,0.13,22.2%,22.2%,0.12,12.1%,44/100,0.10,0.10,19.8%,50.0%,55.6%,2.21,2/100,0.02,3.4%,2.2%,0.0,0.0,91/100,0.16,0.18,27.1%,27.1%,109,39/100,0.01,16.5%,100.0%,1m 1s,6.2%,53/100,4.85,2.20,0.45,0.04,2.47
https://www.hltv.org/stats/players/18294/adron,ADRON,Romania,22 years,Nexus,56/100,1.03,0.68,73.4,94.2,46.0%,1.21,16.2%,60/100,0.11,0.14,26.5%,26.5%,0.14,18.8%,18/100,0.07,0.08,15.1%,45.0%,73.7%,2.64,0/100,0.01,1.1%,0.5%,0.001,0.0009,57/100,0.11,0.15,22.2%,21.4%,108,59/100,0.03,10.2%,55.8%,1m 3s,5.0%,42/100,4.10,0.74,0.47,0.03,2.14
https://www.hltv.org/stats/players/8600/advent,advent,China,32 years,No team,8/100,0.85,0.55,61.3,70.3,40.0%,,11.8%,70/100,0.12,0.15,30.8%,30.8%,0.13,23.2%,16/100,0.06,0.07,13.7%,45.4%,74.7%,2.55,0/100,0.00,0.5%,0.3%,0.0004,0.0001,45/100,0.09,0.13,23.1%,23.5%,107,39/100,0.02,9.2%,60.0%,1m 1s,4.9%,72/100,4.51,0.85,0.88,0.07,1.94
https://www.hltv.org/stats/players/12958/ae,AE,China,26 years,Steel Helmet,80/100,1.09,0.74,78.3,105.5,48.8%,1.06,18.6%,41/100,0.09,0.14,18.7%,18.7%,0.12,12.7%,85/100,0.14,0.12,25.9%,54.5%,68.9%,2.22,78/100,0.25,34.4%,17.6%,0.07,0.07,39/100,0.10,0.14,19.1%,16.5%,106,36/100,0.02,9.7%,50.0%,0m 59s,2.9%,26/100,2.53,0.53,0.44,0.03,2.09
https://www.hltv.org/stats/players/24234/aelor,aelor,United States,21 years,No team,18/100,0.77,0.59,66.3,91.9,46.2%,1.01,12.8%,23/100,0.10,0.08,40.0%,40.0%,0.18,7.7%,11/100,0.05,0.13,17.9%,28.6%,0.0%,3.03,0/100,0.00,0.0%,-,0.0,0.0,93/100,0.15,0.26,43.5%,26.1%,112,14/100,0.0,15.4%,-,0m 39s,3.8%,21/100,3.87,0.0,0.26,0.03,1.92
https://www.hltv.org/stats/players/22659/affava,Affava,Norway,23 years,No team,48/100,1.03,0.67,70.2,92.4,45.2%,1.41,16.0%,31/100,0.09,0.12,35.7%,35.7%,0.15,18.6%,35/100,0.09,0.07,16.3%,54.3%,68.0%,2.47,0/100,0.00,0.0%,-,0.0,0.0,69/100,0.12,0.15,22.4%,30.1%,104,79/100,0.04,13.5%,42.9%,1m 3s,6.7%,28/100,3.42,0.35,0.39,0.03,2.23
https://www.hltv.org/stats/players/21014/ag1l,Ag1l,Portugal,21 years,SAW,44/100,1.01,0.65,71.6,91.7,45.3%,1.01,15.2%,49/100,0.10,0.13,27.5%,27.5%,0.14,19.9%,20/100,0.07,0.08,14.7%,48.5%,70.2%,2.80,1/100,0.01,1.2%,0.7%,0.002,0.001,71/100,0.12,0.16,24.3%,22.5%,110,54/100,0.02,10.9%,59.4%,1m 8s,7.4%,70/100,4.92,0.85,0.67,0.05,2.36
https://www.hltv.org/stats/players/18769/agoz,agoz,Sweden,23 years,No team,66/100,1.01,0.70,72.6,106.7,47.0%,0.80,18.7%,55/100,0.11,0.14,37.0%,37.0%,0.19,14.2%,61/100,0.11,0.08,19.0%,57.1%,77.8%,2.70,3/100,0.03,3.9%,2.4%,0.003,0.006,69/100,0.14,0.14,20.8%,32.9%,104,41/100,0.02,11.1%,100.0%,0m 56s,2.1%,32/100,3.48,0.90,0.45,0.02,1.76
https://www.hltv.org/stats/players/21373/agr,agR,Brazil,19 years,No team,26/100,0.95,0.61,67.0,90.7,44.2%,0.87,13.9%,77/100,0.11,0.16,34.1%,34.1%,0.14,18.9%,36/100,0.09,0.09,17.7%,49.2%,74.2%,2.37,0/100,0.00,0.4%,0.3%,0.0,0.0,58/100,0.11,0.14,23.0%,18.7%,109,29/100,0.01,7.6%,71.4%,1m 5s,7.9%,13/100,2.67,0.34,0.26,0.02,1.87
https://www.hltv.org/stats/players/20066/aidkit,aidKiT,North Macedonia,23 years,Alter Ego,51/100,1.05,0.68,70.3,93.3,46.4%,1.01,16.3%,21/100,0.08,0.12,22.3%,22.3%,0.09,17.2%,61/100,0.11,0.09,20.2%,53.8%,73.9%,2.00,82/100,0.25,37.0%,19.3%,0.06,0.06,15/100,0.08,0.11,16.8%,18.1%,103,60/100,0.02,12.0%,58.2%,1m 6s,8.2%,51/100,2.81,0.55,0.63,0.06,2.43
https://www.hltv.org/stats/players/1982/aidy,Aidy,Spain,34 years,No team,8/100,0.78,0.54,64.0,74.9,40.6%,,10.4%,53/100,0.12,0.13,29.8%,29.8%,0.16,20.8%,12/100,0.07,0.09,15.6%,42.4%,58.3%,2.69,0/100,0.00,0.7%,0.3%,0.0008,0.0008,27/100,0.09,0.11,19.7%,23.8%,107,29/100,0.01,10.8%,63.6%,0m 55s,3.2%,63/100,4.68,1.02,0.61,0.05,2.20
https://www.hltv.org/stats/players/23090/aim,aiM,United Kingdom,22 years,NIP Impact,44/100,0.99,0.64,69.6,89.5,43.3%,0.91,16.3%,67/100,0.12,0.15,26.5%,26.5%,0.15,18.3%,47/100,0.09,0.12,20.9%,44.8%,76.2%,2.62,0/100,0.00,0.4%,0.2%,0.0,0.0,47/100,0.11,0.13,20.0%,26.4%,108,53/100,0.02,10.2%,58.3%,1m 3s,4.7%,39/100,4.83,1.01,0.36,0.03,2.09
https://www.hltv.org/stats/players/9896/b0rup,b0RUP,Denmark,25 years,Mission Possible,56/100,1.00,0.68,72.7,95.4,45.6%,,16.6%,62/100,0.10,0.15,27.7%,27.7%,0.12,17.3%,53/100,0.10,0.11,21.0%,48.3%,73.1%,2.48,0/100,0.01,1.1%,0.6%,0.001,0.001,37/100,0.10,0.13,19.4%,18.1%,107,42/100,0.02,9.0%,59.7%,1m 5s,6.8%,60/100,4.86,1.03,0.56,0.04,2.21
https://www.hltv.org/stats/players/16778/b1ngo,B1NGO,China,25 years,No team,31/100,0.98,0.62,69.2,86.5,44.4%,1.02,14.2%,86/100,0.13,0.17,32.4%,32.4%,0.12,18.4%,20/100,0.07,0.09,15.9%,46.0%,70.2%,2.65,0/100,0.00,0.7%,0.4%,0.001,0.0002,57/100,0.11,0.15,23.3%,19.7%,111,58/100,0.02,10.8%,57.6%,1m 5s,5.6%,39/100,3.39,0.69,0.48,0.04,2.22
https://www.hltv.org/stats/players/23637/b1st,b1st,Russia,17 years,No team,19/100,0.89,0.60,67.3,102.5,41.0%,0.54,12.0%,5/100,0.08,0.07,0.0%,0.0%,0.14,15.7%,20/100,0.07,0.11,18.1%,40.0%,66.7%,1.60,88/100,0.33,54.0%,16.9%,0.08,0.05,19/100,0.10,0.10,16.0%,24.0%,112,18/100,0.0,12.0%,-,1m 9s,0.0%,47/100,3.11,0.0,0.67,0.04,1.88
https://www.hltv.org/stats/players/18987/b1t,b1t,Ukraine,21 years,Natus Vincere,68/100,1.12,0.70,75.8,97.4,47.5%,1.26,17.3%,42/100,0.09,0.13,23.0%,23.0%,0.13,19.1%,69/100,0.12,0.10,21.6%,53.6%,74.5%,2.51,1/100,0.01,1.8%,1.0%,0.003,0.002,32/100,0.10,0.13,18.5%,18.5%,108,45/100,0.02,8.1%,58.6%,1m 12s,9.2%,55/100,3.98,0.63,0.61,0.04,2.12
https://www.hltv.org/stats/players/17585/b4rtin,b4rtiN,Brazil,22 years,Legacy,59/100,1.08,0.69,72.8,91.5,46.4%,1.25,16.9%,64/100,0.11,0.14,31.7%,31.7%,0.13,20.1%,37/100,0.09,0.09,17.5%,51.0%,71.8%,2.58,6/100,0.03,4.9%,2.5%,0.008,0.005,57/100,0.11,0.15,21.4%,21.8%,106,56/100,0.02,11.0%,58.2%,1m 7s,7.1%,40/100,3.65,0.94,0.50,0.03,2.03
https://www.hltv.org/stats/players/22270/babs,Babs,Brazil,21 years,MIBR fe,82/100,1.15,0.74,79.7,103.7,49.2%,1.19,18.5%,38/100,0.10,0.12,24.4%,24.4%,0.17,18.9%,53/100,0.10,0.09,19.2%,53.6%,73.2%,2.89,12/100,0.07,9.7%,5.4%,0.02,0.01,66/100,0.12,0.16,21.6%,24.3%,108,62/100,0.02,14.3%,42.6%,1m 3s,8.4%,66/100,4.15,0.88,0.72,0.05,2.25
https://www.hltv.org/stats/players/21643/babyrage,BabyRage,Peru,28 years,Bluekillers,9/100,0.84,0.55,63.4,83.6,40.3%,0.88,11.6%,35/100,0.10,0.12,30.8%,30.8%,0.10,18.5%,6/100,0.05,0.07,12.1%,42.0%,60.6%,2.43,0/100,0.01,1.0%,0.5%,0.0008,0.0,57/100,0.10,0.14,26.0%,17.9%,115,48/100,0.02,15.2%,26.1%,1m 5s,7.0%,51/100,5.06,0.77,0.48,0.02,2.25
https://www.hltv.org/stats/players/24224/bacc,bacc,Brazil,16 years,Galorys Academy,35/100,1.04,0.62,77.7,77.0,48.4%,1.63,9.4%,100/100,0.19,0.22,75.0%,75.0%,0.27,23.4%,7/100,0.05,0.06,10.9%,42.9%,66.7%,3.05,1/100,0.02,2.5%,1.6%,0.0,0.0,24/100,0.08,0.11,17.5%,35.0%,124,34/100,0.02,7.8%,100.0%,1m 0s,3.1%,25/100,3.33,0.0,0.41,0.03,1.38
https://www.hltv.org/stats/players/19981/bagyz,BaGyZ,Lithuania,22 years,Grannys Knockers,41/100,1.03,0.65,72.7,91.7,46.0%,1.10,14.1%,68/100,0.11,0.15,29.0%,29.0%,0.17,19.7%,28/100,0.08,0.08,16.0%,49.3%,75.0%,2.79,0/100,0.00,0.7%,0.5%,0.0,0.0,69/100,0.12,0.15,23.2%,26.1%,112,61/100,0.03,12.2%,74.1%,1m 2s,5.8%,67/100,5.34,0.53,0.59,0.05,2.27
https://www.hltv.org/stats/players/23846/bajify,Bajify,Mongolia,24 years,No team,0/100,0.25,0.28,40.1,71.0,27.9%,0.15,0.0%,3/100,0.07,0.09,0.0%,0.0%,0.05,0.0%,10/100,0.02,0.05,7.0%,33.3%,100.0%,1.70,0/100,0.00,0.0%,-,0.0,0.0,16/100,0.07,0.05,16.7%,58.3%,144,15/100,0.0,20.9%,-,0m 38s,0.0%,9/100,0.28,2.33,0.19,0.0,2.19
https://www.hltv.org/stats/players/24586/balage,bALAGE,Hungary,16 years,No team,30/100,1.15,0.61,56.6,71.9,43.0%,0.92,16.5%,75/100,0.11,0.14,37.5%,37.5%,0.08,31.6%,71/100,0.11,0.10,21.5%,52.9%,100.0%,1.56,92/100,0.35,58.3%,25.3%,0.09,0.09,15/100,0.04,0.10,16.7%,31.2%,93,36/100,0.01,13.9%,33.3%,0m 56s,11.1%,70/100,4.58,1.27,0.72,0.09,1.67
https://www.hltv.org/stats/players/18069/baljs,baljs,Poland,31 years,No team,48/100,1.00,0.66,70.7,95.0,46.3%,0.83,15.9%,29/100,0.10,0.12,19.2%,19.2%,0.13,17.4%,47/100,0.10,0.09,19.1%,51.6%,67.6%,2.22,90/100,0.28,41.8%,22.1%,0.07,0.05,57/100,0.11,0.15,22.2%,21.6%,106,56/100,0.02,15.5%,56.4%,1m 6s,7.6%,48/100,3.43,0.71,0.52,0.06,2.60
https://www.hltv.org/stats/players/23287/ballongigor,BallongIgor,Sweden,18 years,No team,68/100,1.07,0.72,77.3,109.9,50.9%,1.03,16.0%,23/100,0.09,0.12,16.7%,16.7%,0.18,13.5%,69/100,0.12,0.15,26.4%,44.2%,68.4%,2.54,3/100,0.03,4.2%,3.1%,0.0,0.006,47/100,0.12,0.13,18.6%,26.3%,107,80/100,0.04,11.0%,100.0%,1m 0s,4.3%,19/100,2.67,1.84,0.25,0.01,2.54
