full_url,firepower,entrying,trading,opening,clutching,sniping,utility,player_name,map
https://www.hltv.org/stats/players/2553/snax?maps=de_train,0.7,0.04,0.06,0.58,0.48,0.52,0.52,Snax,de_train
https://www.hltv.org/stats/players/2553/snax?maps=de_nuke,0.71,0.08,0.1,0.74,0.57,0.24,0.52,Snax,de_nuke
https://www.hltv.org/stats/players/2553/snax?maps=de_inferno,0.46,0.13,0.08,0.54,0.41,0.16,0.61,Snax,de_inferno
https://www.hltv.org/stats/players/2553/snax?maps=de_mirage,0.55,0.03,0.05,0.58,0.53,0.4,0.35,Snax,de_mirage
https://www.hltv.org/stats/players/2553/snax?maps=de_dust2,0.48,0.05,0.03,0.66,0.5,0.63,0.52,Snax,de_dust2
https://www.hltv.org/stats/players/2553/snax?maps=de_vertigo,0.75,0.21,0.15,0.74,0.48,0.43,0.78,Snax,de_vertigo
https://www.hltv.org/stats/players/2553/snax?maps=de_ancient,0.38,0.38,0.28,0.32,0.53,0.09,0.72,Snax,de_ancient
https://www.hltv.org/stats/players/2553/snax?maps=de_anubis,0.16,0.18,0.43,0.24,0.8,0.08,0.73,Snax,de_anubis
https://www.hltv.org/stats/players/7998/s1mple?maps=de_train,0.99,0.11,0.38,0.81,0.75,0.93,0.37,s1mple,de_train
https://www.hltv.org/stats/players/7998/s1mple?maps=de_nuke,0.98,0.06,0.35,0.85,0.59,0.71,0.34,s1mple,de_nuke
https://www.hltv.org/stats/players/7998/s1mple?maps=de_inferno,0.95,0.1,0.37,0.88,0.64,0.78,0.55,s1mple,de_inferno
https://www.hltv.org/stats/players/7998/s1mple?maps=de_mirage,0.98,0.04,0.22,0.86,0.59,0.93,0.3,s1mple,de_mirage
https://www.hltv.org/stats/players/7998/s1mple?maps=de_dust2,0.97,0.08,0.16,0.9,0.55,0.93,0.54,s1mple,de_dust2
https://www.hltv.org/stats/players/7998/s1mple?maps=de_vertigo,0.4,0.15,0.87,0.84,0.53,0.63,0.27,s1mple,de_vertigo
https://www.hltv.org/stats/players/7998/s1mple?maps=de_ancient,0.87,0.15,0.32,0.76,0.32,0.9,0.54,s1mple,de_ancient
https://www.hltv.org/stats/players/7998/s1mple?maps=de_anubis,0.58,0.13,0.7,0.64,0.72,0.89,0.52,s1mple,de_anubis
